scenario,dataset,total_distance_sum,total_time_ms_sum
scenario2,dataset_001,3793.54,3.90
scenario2,dataset_002,4313.92,3.40
scenario2,dataset_003,5104.41,4.20
scenario2,dataset_004,4186.49,3.41
scenario2,dataset_005,4239.66,3.58
scenario2,dataset_006,4693.66,3.57
scenario2,dataset_007,4108.10,3.14
scenario2,dataset_008,4035.27,3.57
scenario2,dataset_009,4548.49,3.68
scenario2,dataset_010,4657.39,3.70
scenario2,dataset_011,5229.81,3.93
scenario2,dataset_012,3973.32,3.31
scenario2,dataset_013,5007.62,3.67
scenario2,dataset_014,4432.84,3.39
scenario2,dataset_015,4762.01,4.19
scenario2,dataset_016,5124.23,3.72
scenario2,dataset_017,4863.80,3.33
scenario2,dataset_018,4543.98,3.22
scenario2,dataset_019,5306.03,3.95
scenario2,dataset_020,4104.81,3.83
scenario2,dataset_021,4676.17,3.95
scenario2,dataset_022,4652.30,3.72
scenario2,dataset_023,4277.42,3.62
scenario2,dataset_024,4623.37,3.44
scenario2,dataset_025,4088.23,3.27
scenario2,dataset_026,4834.13,3.48
scenario2,dataset_027,5041.61,4.29
scenario2,dataset_028,4210.85,3.74
scenario2,dataset_029,5060.65,4.29
scenario2,dataset_030,4218.07,3.45
scenario2,dataset_031,4723.89,4.36
scenario2,dataset_032,4618.46,3.97
scenario2,dataset_033,4508.73,3.41
scenario2,dataset_034,4448.22,3.51
scenario2,dataset_035,4780.83,3.46
scenario2,dataset_036,4036.98,3.28
scenario2,dataset_037,5103.51,4.15
scenario2,dataset_038,5217.32,3.61
scenario2,dataset_039,4558.48,3.32
scenario2,dataset_040,4295.42,3.31
scenario2,dataset_041,5017.71,3.40
scenario2,dataset_042,4444.27,3.42
scenario2,dataset_043,4884.59,4.03
scenario2,dataset_044,4941.32,3.14
scenario2,dataset_045,4393.97,4.13
scenario2,dataset_046,4177.27,3.12
scenario2,dataset_047,4379.61,3.81
scenario2,dataset_048,4891.32,3.15
scenario2,dataset_049,4410.35,3.51
scenario2,dataset_050,4401.40,3.31
scenario2,dataset_051,4553.94,3.27
scenario2,dataset_052,4281.12,3.40
scenario2,dataset_053,4937.80,4.48
scenario2,dataset_054,4337.02,3.31
scenario2,dataset_055,5321.53,4.71
scenario2,dataset_056,4720.37,3.57
scenario2,dataset_057,5403.11,4.13
scenario2,dataset_058,5464.85,4.28
scenario2,dataset_059,5221.59,3.52
scenario2,dataset_060,5499.81,3.56
scenario2,dataset_061,4498.59,3.32
scenario2,dataset_062,4810.04,4.07
scenario2,dataset_063,4204.70,3.29
scenario2,dataset_064,4239.50,3.41
scenario2,dataset_065,4403.61,3.17
scenario2,dataset_066,4484.22,3.37
scenario2,dataset_067,4016.67,3.30
scenario2,dataset_068,4172.12,3.32
scenario2,dataset_069,4699.37,3.52
scenario2,dataset_070,4443.98,3.97
scenario2,dataset_071,4280.55,3.53
scenario2,dataset_072,4723.86,3.25
scenario2,dataset_073,4998.90,4.40
scenario2,dataset_074,4957.06,4.01
scenario2,dataset_075,4183.42,3.61
scenario2,dataset_076,5055.81,4.10
scenario2,dataset_077,4138.53,3.70
scenario2,dataset_078,4649.49,3.15
scenario2,dataset_079,4950.11,4.21
scenario2,dataset_080,4292.48,3.22
scenario2,dataset_081,4265.09,3.41
scenario2,dataset_082,4541.19,4.00
scenario2,dataset_083,4837.34,4.26
scenario2,dataset_084,4275.66,3.29
scenario2,dataset_085,4642.68,3.57
scenario2,dataset_086,4569.67,3.22
scenario2,dataset_087,5380.44,4.21
scenario2,dataset_088,4593.39,3.35
scenario2,dataset_089,4383.41,3.10
scenario2,dataset_090,5075.88,3.15
scenario2,dataset_091,4472.26,3.67
scenario2,dataset_092,4665.00,3.66
scenario2,dataset_093,4460.96,3.52
scenario2,dataset_094,4816.24,4.23
scenario2,dataset_095,4165.74,3.30
scenario2,dataset_096,4952.36,3.82
scenario2,dataset_097,4667.09,3.60
scenario2,dataset_098,4624.38,3.42
scenario2,dataset_099,5663.91,4.01
scenario2,dataset_100,4432.74,3.57
