scenario,dataset,total_distance_sum,total_time_ms_sum
scenario3,dataset_001,4447.199247,56.024667
scenario3,dataset_002,4796.505168,51.085166
scenario3,dataset_003,6536.972473,52.901417
scenario3,dataset_004,4993.568046,50.376959
scenario3,dataset_005,5141.998274,45.740917
scenario3,dataset_006,5605.731182,55.710500
scenario3,dataset_007,4618.509371,73.243291
scenario3,dataset_008,4854.267071,54.044500
scenario3,dataset_009,5202.383726,50.507459
scenario3,dataset_010,5344.553205,50.980750
scenario3,dataset_011,6140.262080,57.663625
scenario3,dataset_012,4617.464825,51.137375
scenario3,dataset_013,5853.692146,55.241792
scenario3,dataset_014,4888.643252,52.958708
scenario3,dataset_015,5572.197412,49.924750
scenario3,dataset_016,5982.932680,37.012000
scenario3,dataset_017,5742.328939,44.257208
scenario3,dataset_018,5387.481120,48.642375
scenario3,dataset_019,6010.240379,46.472459
scenario3,dataset_020,4681.212150,44.714834
scenario3,dataset_021,5604.575895,36.907584
scenario3,dataset_022,5351.575999,54.303875
scenario3,dataset_023,5076.425811,49.778291
scenario3,dataset_024,5251.477658,50.862125
scenario3,dataset_025,4742.475289,39.101583
scenario3,dataset_026,5459.634985,35.286833
scenario3,dataset_027,5987.071949,54.843375
scenario3,dataset_028,4528.608088,56.216375
scenario3,dataset_029,6094.630375,52.255833
scenario3,dataset_030,4839.619631,42.715875
scenario3,dataset_031,5254.528691,51.632333
scenario3,dataset_032,5307.738643,43.105291
scenario3,dataset_033,5103.846053,36.400875
scenario3,dataset_034,4851.291410,46.931959
scenario3,dataset_035,5358.474736,36.404625
scenario3,dataset_036,4759.132772,34.453208
scenario3,dataset_037,6185.500072,36.629958
scenario3,dataset_038,6044.818837,50.216417
scenario3,dataset_039,5173.518683,35.799875
scenario3,dataset_040,5104.858036,58.514167
scenario3,dataset_041,6325.797855,44.008292
scenario3,dataset_042,4960.543445,34.876542
scenario3,dataset_043,5510.514943,49.964709
scenario3,dataset_044,5733.146566,50.953458
scenario3,dataset_045,5137.144965,36.146166
scenario3,dataset_046,4835.268557,67.472000
scenario3,dataset_047,5087.123139,34.288916
scenario3,dataset_048,5611.292759,49.473417
scenario3,dataset_049,4410.510241,35.024833
scenario3,dataset_050,5261.025363,34.365250
scenario3,dataset_051,4929.887333,58.903250
scenario3,dataset_052,4813.446155,36.073875
scenario3,dataset_053,6066.615397,59.786875
scenario3,dataset_054,5252.637813,46.775625
scenario3,dataset_055,6424.979864,37.786917
scenario3,dataset_056,5363.333564,34.786208
scenario3,dataset_057,6212.272323,49.382542
scenario3,dataset_058,6641.349024,45.459667
scenario3,dataset_059,6444.145362,43.589375
scenario3,dataset_060,6452.357339,45.357083
scenario3,dataset_061,5000.437251,50.180041
scenario3,dataset_062,5358.661635,43.221125
scenario3,dataset_063,5015.039267,35.124416
scenario3,dataset_064,4529.783954,43.934583
scenario3,dataset_065,5088.255353,43.375750
scenario3,dataset_066,5410.684179,43.598375
scenario3,dataset_067,4716.083464,41.342458
scenario3,dataset_068,4647.697384,42.111584
scenario3,dataset_069,5241.365013,43.202083
scenario3,dataset_070,5286.209645,58.478541
scenario3,dataset_071,4781.601118,33.987708
scenario3,dataset_072,5624.501174,63.600750
scenario3,dataset_073,6203.556599,43.920125
scenario3,dataset_074,5401.059842,49.640084
scenario3,dataset_075,4704.779978,42.564709
scenario3,dataset_076,6155.028210,37.083375
scenario3,dataset_077,4910.667237,43.052375
scenario3,dataset_078,5501.739412,35.637625
scenario3,dataset_079,5865.280665,56.483042
scenario3,dataset_080,4727.724059,46.967959
scenario3,dataset_081,4817.400049,42.596375
scenario3,dataset_082,5275.837284,50.739417
scenario3,dataset_083,5780.784269,39.888083
scenario3,dataset_084,4982.995988,42.517666
scenario3,dataset_085,5433.646019,52.518125
scenario3,dataset_086,5261.006602,35.928583
scenario3,dataset_087,6274.390847,37.205916
scenario3,dataset_088,5231.644125,42.801209
scenario3,dataset_089,4859.062518,35.588709
scenario3,dataset_090,5872.730504,39.216583
scenario3,dataset_091,5393.862019,50.729416
scenario3,dataset_092,5088.444548,41.667375
scenario3,dataset_093,5311.688791,38.317083
scenario3,dataset_094,5700.245523,49.654709
scenario3,dataset_095,5182.468782,34.946416
scenario3,dataset_096,5766.857044,46.735125
scenario3,dataset_097,5575.791015,36.737375
scenario3,dataset_098,5287.291344,36.849166
scenario3,dataset_099,6617.722194,38.717334
scenario3,dataset_100,5323.297744,36.130750
