scenario,dataset,total_distance_sum,total_time_ms_sum
scenario2,dataset_001,3366.042514,16339.556500
scenario2,dataset_002,3673.684967,14710.599500
scenario2,dataset_003,4424.514730,21211.092666
scenario2,dataset_004,3577.351766,14488.729792
scenario2,dataset_005,3783.483916,20733.116542
scenario2,dataset_006,4083.011358,19411.831416
scenario2,dataset_007,3480.135188,15274.737167
scenario2,dataset_008,3598.601858,23856.267917
scenario2,dataset_009,3897.755280,18818.995250
scenario2,dataset_010,3966.666107,13610.245667
scenario2,dataset_011,4477.723471,18730.780917
scenario2,dataset_012,3445.740137,13087.851000
scenario2,dataset_013,4171.607396,19187.009208
scenario2,dataset_014,3610.207676,10505.389375
scenario2,dataset_015,4052.779662,21810.774333
scenario2,dataset_016,4223.100096,15522.503416
scenario2,dataset_017,4204.815400,13080.711084
scenario2,dataset_018,3884.621473,21276.206417
scenario2,dataset_019,4206.754391,21717.170958
scenario2,dataset_020,3446.324734,12618.553625
scenario2,dataset_021,4003.923138,25872.204792
scenario2,dataset_022,3856.336881,16747.643875
scenario2,dataset_023,3701.761388,16776.209000
scenario2,dataset_024,3825.218109,17894.527792
scenario2,dataset_025,3566.138535,22876.690500
scenario2,dataset_026,4002.296870,28049.357708
scenario2,dataset_027,4218.599863,15386.889958
scenario2,dataset_028,3491.027185,20490.502000
scenario2,dataset_029,4206.701406,14336.695417
scenario2,dataset_030,3544.220776,19793.500333
scenario2,dataset_031,3823.348511,29842.605042
scenario2,dataset_032,3907.261313,16224.927541
scenario2,dataset_033,3791.089554,18600.691375
scenario2,dataset_034,3615.605223,12287.871958
scenario2,dataset_035,3907.143695,33882.661917
scenario2,dataset_036,3438.302183,13702.128333
scenario2,dataset_037,4283.253845,32103.125042
scenario2,dataset_038,4307.816971,24549.810708
scenario2,dataset_039,3861.770765,12957.825250
scenario2,dataset_040,3715.458506,11370.814083
scenario2,dataset_041,4253.928743,27066.621125
scenario2,dataset_042,3637.373684,12062.014041
scenario2,dataset_043,3943.573091,17701.170292
scenario2,dataset_044,4142.852391,15251.274625
scenario2,dataset_045,3792.497091,19385.383416
scenario2,dataset_046,3590.432739,14085.034791
scenario2,dataset_047,3728.054079,22089.876583
scenario2,dataset_048,4033.474056,21082.186625
scenario2,dataset_049,3471.155213,23783.122292
scenario2,dataset_050,3768.083993,17064.613292
scenario2,dataset_051,3698.760934,11959.896083
scenario2,dataset_052,3657.549802,11576.014916
scenario2,dataset_053,4205.253129,19314.939250
scenario2,dataset_054,3798.666518,16457.890625
scenario2,dataset_055,4545.397791,21758.321750
scenario2,dataset_056,3914.550149,17283.346750
scenario2,dataset_057,4273.148868,15313.268916
scenario2,dataset_058,4479.873556,25942.128666
scenario2,dataset_059,4398.353186,25570.460584
scenario2,dataset_060,4442.697477,15424.455750
scenario2,dataset_061,3622.493874,29260.549375
scenario2,dataset_062,3751.684857,16242.132125
scenario2,dataset_063,3586.915082,21791.951791
scenario2,dataset_064,3325.177475,14148.410500
scenario2,dataset_065,3761.422239,13253.177959
scenario2,dataset_066,3893.576108,12948.227333
scenario2,dataset_067,3525.040523,17688.740208
scenario2,dataset_068,3560.035314,15333.557291
scenario2,dataset_069,3954.975864,15845.015125
scenario2,dataset_070,3773.741198,10215.744958
scenario2,dataset_071,3570.393142,15429.107541
scenario2,dataset_072,4015.258152,14774.465583
scenario2,dataset_073,4432.813301,27651.974834
scenario2,dataset_074,3935.054982,13508.155084
scenario2,dataset_075,3492.522271,13501.045750
scenario2,dataset_076,4410.511423,19772.077417
scenario2,dataset_077,3664.086331,12555.968000
scenario2,dataset_078,3935.596392,17212.989833
scenario2,dataset_079,4098.202391,14978.572666
scenario2,dataset_080,3488.624310,15044.954333
scenario2,dataset_081,3559.661385,25391.883292
scenario2,dataset_082,3818.589801,13984.631834
scenario2,dataset_083,4122.856500,10605.730791
scenario2,dataset_084,3597.044494,13508.288375
scenario2,dataset_085,4032.976517,20486.992250
scenario2,dataset_086,3878.946790,10174.594917
scenario2,dataset_087,4414.748444,17403.248167
scenario2,dataset_088,3738.385554,18392.072833
scenario2,dataset_089,3715.674427,19406.293292
scenario2,dataset_090,4117.793143,12350.833500
scenario2,dataset_091,3834.765781,24093.664042
scenario2,dataset_092,3761.222079,18760.783500
scenario2,dataset_093,3735.259018,20798.439875
scenario2,dataset_094,4037.738859,16017.997542
scenario2,dataset_095,3743.131380,16617.461459
scenario2,dataset_096,4210.990422,16022.218000
scenario2,dataset_097,3918.604171,11551.372208
scenario2,dataset_098,3987.551163,24067.007250
scenario2,dataset_099,4736.388139,23186.539750
scenario2,dataset_100,3836.863011,25292.194417
