scenario,test_name,total_distance,runtime_ms,tours
"scenario1","depot_9_route_1",26.469130,0.653126,"[8, 13, 58]"
"scenario1","depot_10_route_2",30.225917,0.653126,"[9, 47, 59]"
"scenario1","depot_6_route_3",31.213636,0.653126,"[5, 90, 105]"
"scenario1","depot_5_route_4",19.697716,0.653126,"[4, 73]"
"scenario1","depot_9_route_5",20.000000,0.653126,"[8, 74]"
"scenario1","depot_1_route_6",40.209373,0.653126,"[0, 22, 106]"
"scenario1","depot_2_route_7",43.219296,0.653126,"[1, 11, 12]"
"scenario1","depot_7_route_8",22.000000,0.653126,"[6, 50]"
"scenario1","depot_6_route_9",45.213203,0.653126,"[5, 28, 82]"
"scenario1","depot_3_route_10",26.000000,0.653126,"[2, 104]"
"scenario1","depot_2_route_11",55.256247,0.653126,"[1, 51, 91]"
"scenario1","depot_10_route_12",59.608079,0.653126,"[9, 32, 34]"
"scenario1","depot_10_route_13",59.638854,0.653126,"[9, 27, 31]"
"scenario1","depot_4_route_14",59.670521,0.653126,"[3, 25, 83]"
"scenario1","depot_2_route_15",60.030204,0.653126,"[1, 85, 95]"
"scenario1","depot_2_route_16",64.099783,0.653126,"[1, 17, 21]"
"scenario1","depot_3_route_17",65.645835,0.653126,"[2, 26, 84]"
"scenario1","depot_6_route_18",67.007123,0.653126,"[5, 49, 98]"
"scenario1","depot_3_route_19",69.779076,0.653126,"[2, 54, 99]"
"scenario1","depot_3_route_20",73.114155,0.653126,"[2, 38, 62]"
"scenario1","depot_4_route_21",77.158004,0.653126,"[3, 40, 101]"
"scenario1","depot_1_route_22",78.657944,0.653126,"[0, 55, 75]"
"scenario1","depot_3_route_23",78.900074,0.653126,"[2, 53, 63]"
"scenario1","depot_6_route_24",82.311396,0.653126,"[5, 57, 67]"
"scenario1","depot_9_route_25",82.778763,0.653126,"[8, 72, 94]"
"scenario1","depot_9_route_26",84.560839,0.653126,"[8, 37, 65]"
"scenario1","depot_7_route_27",86.598879,0.653126,"[6, 15, 39]"
"scenario1","depot_8_route_28",90.743651,0.653126,"[7, 52, 93]"
"scenario1","depot_9_route_29",46.043458,0.653126,"[8, 71]"
"scenario1","depot_2_route_30",48.000000,0.653126,"[1, 86]"
"scenario1","depot_7_route_31",99.037633,0.653126,"[6, 60, 80]"
"scenario1","depot_3_route_32",101.699437,0.653126,"[2, 14, 56]"
"scenario1","depot_9_route_33",107.519197,0.653126,"[8, 81, 89]"
"scenario1","depot_10_route_34",112.234280,0.653126,"[9, 36, 102]"
"scenario1","depot_6_route_35",114.205448,0.653126,"[5, 68, 96]"
"scenario1","depot_3_route_36",120.163811,0.653126,"[2, 16, 69]"
"scenario1","depot_9_route_37",122.732627,0.653126,"[8, 24, 29]"
"scenario1","depot_9_route_38",124.249440,0.653126,"[8, 23, 92]"
"scenario1","depot_3_route_39",131.418588,0.653126,"[2, 19, 44]"
"scenario1","depot_9_route_40",141.909963,0.653126,"[8, 70, 88]"
"scenario1","depot_3_route_41",146.354182,0.653126,"[2, 42, 100]"
"scenario1","depot_8_route_42",148.418683,0.653126,"[7, 45, 48]"
"scenario1","depot_3_route_43",150.155582,0.653126,"[2, 66, 97]"
"scenario1","depot_6_route_44",150.596896,0.653126,"[5, 43, 78]"
"scenario1","depot_6_route_45",160.635572,0.653126,"[5, 30, 46]"
"scenario1","depot_9_route_46",162.002540,0.653126,"[8, 33, 87]"
"scenario1","depot_3_route_47",164.095916,0.653126,"[2, 103, 108]"
"scenario1","depot_3_route_48",168.320024,0.653126,"[2, 10, 77]"
"scenario1","depot_6_route_49",170.393619,0.653126,"[5, 41, 61]"
"scenario1","depot_6_route_50",189.387251,0.653126,"[5, 64, 76]"
"scenario1","depot_3_route_51",206.160752,0.653126,"[2, 18, 109]"
"scenario1","depot_10_route_52",105.109467,0.653126,"[9, 35]"
"scenario1","depot_9_route_53",260.210234,0.653126,"[8, 20, 79]"
"scenario1","depot_3_route_54",203.666394,0.653126,"[2, 107]"
