scenario,test_name,total_distance,runtime_ms,tours
"scenario1","depot_2_route_1",18.995103,0.827044,"[1, 11, 98]"
"scenario1","depot_5_route_2",25.298221,0.827044,"[4, 75, 92]"
"scenario1","depot_4_route_3",26.313227,0.827044,"[3, 50, 62]"
"scenario1","depot_7_route_4",14.560220,0.827044,"[6, 23]"
"scenario1","depot_2_route_5",32.995447,0.827044,"[1, 99, 102]"
"scenario1","depot_3_route_6",20.099751,0.827044,"[2, 109]"
"scenario1","depot_7_route_7",40.520807,0.827044,"[6, 45, 52]"
"scenario1","depot_5_route_8",41.767581,0.827044,"[4, 39, 88]"
"scenario1","depot_9_route_9",41.852534,0.827044,"[8, 63, 89]"
"scenario1","depot_2_route_10",42.318790,0.827044,"[1, 37, 54]"
"scenario1","depot_9_route_11",22.803509,0.827044,"[8, 82]"
"scenario1","depot_8_route_12",45.686982,0.827044,"[7, 21, 72]"
"scenario1","depot_2_route_13",23.323808,0.827044,"[1, 25]"
"scenario1","depot_4_route_14",49.425985,0.827044,"[3, 87, 101]"
"scenario1","depot_5_route_15",52.921359,0.827044,"[4, 27, 58]"
"scenario1","depot_10_route_16",54.338596,0.827044,"[9, 19, 81]"
"scenario1","depot_1_route_17",28.071338,0.827044,"[0, 86]"
"scenario1","depot_9_route_18",63.044306,0.827044,"[8, 44, 47]"
"scenario1","depot_3_route_19",63.977934,0.827044,"[2, 66, 84]"
"scenario1","depot_3_route_20",64.901645,0.827044,"[2, 24, 79]"
"scenario1","depot_9_route_21",66.686957,0.827044,"[8, 12, 69]"
"scenario1","depot_10_route_22",73.975464,0.827044,"[9, 34, 100]"
"scenario1","depot_8_route_23",75.881621,0.827044,"[7, 18, 30]"
"scenario1","depot_9_route_24",76.158738,0.827044,"[8, 20, 49]"
"scenario1","depot_6_route_25",76.580864,0.827044,"[5, 14, 71]"
"scenario1","depot_5_route_26",76.691484,0.827044,"[4, 15, 107]"
"scenario1","depot_4_route_27",77.051307,0.827044,"[3, 41, 74]"
"scenario1","depot_7_route_28",78.257687,0.827044,"[6, 17, 105]"
"scenario1","depot_2_route_29",80.524954,0.827044,"[1, 97, 104]"
"scenario1","depot_7_route_30",81.984691,0.827044,"[6, 36, 43]"
"scenario1","depot_10_route_31",84.579680,0.827044,"[9, 53, 91]"
"scenario1","depot_1_route_32",44.045431,0.827044,"[0, 78]"
"scenario1","depot_2_route_33",94.564295,0.827044,"[1, 48, 85]"
"scenario1","depot_10_route_34",94.699185,0.827044,"[9, 35, 103]"
"scenario1","depot_4_route_35",96.439644,0.827044,"[3, 38, 42]"
"scenario1","depot_3_route_36",100.242553,0.827044,"[2, 29, 80]"
"scenario1","depot_5_route_37",102.660341,0.827044,"[4, 46, 90]"
"scenario1","depot_3_route_38",105.326046,0.827044,"[2, 55, 76]"
"scenario1","depot_8_route_39",111.354292,0.827044,"[7, 28, 57]"
"scenario1","depot_1_route_40",111.735084,0.827044,"[0, 67, 94]"
"scenario1","depot_4_route_41",112.616107,0.827044,"[3, 60, 70]"
"scenario1","depot_6_route_42",126.796708,0.827044,"[5, 32, 108]"
"scenario1","depot_7_route_43",128.676411,0.827044,"[6, 13, 22]"
"scenario1","depot_9_route_44",68.029405,0.827044,"[8, 26]"
"scenario1","depot_4_route_45",137.319894,0.827044,"[3, 31, 83]"
"scenario1","depot_7_route_46",137.538588,0.827044,"[6, 68, 96]"
"scenario1","depot_4_route_47",139.899298,0.827044,"[3, 56, 61]"
"scenario1","depot_10_route_48",74.000000,0.827044,"[9, 65]"
"scenario1","depot_10_route_49",154.882345,0.827044,"[9, 10, 59]"
"scenario1","depot_4_route_50",159.631362,0.827044,"[3, 16, 106]"
"scenario1","depot_8_route_51",82.873397,0.827044,"[7, 64]"
"scenario1","depot_5_route_52",168.777011,0.827044,"[4, 77, 93]"
"scenario1","depot_4_route_53",199.507667,0.827044,"[3, 51, 73]"
"scenario1","depot_4_route_54",222.877141,0.827044,"[3, 40, 95]"
"scenario1","depot_6_route_55",133.701159,0.827044,"[5, 33]"
