scenario,test_name,total_distance,runtime_ms,tours
"scenario1","depot_1_route_1",8.944272,0.640196,"[0, 12]"
"scenario1","depot_2_route_2",10.198039,0.640196,"[1, 31]"
"scenario1","depot_8_route_3",10.770330,0.640196,"[7, 98]"
"scenario1","depot_3_route_4",10.770330,0.640196,"[2, 63]"
"scenario1","depot_9_route_5",27.323977,0.640196,"[8, 17, 18]"
"scenario1","depot_5_route_6",14.560220,0.640196,"[4, 43]"
"scenario1","depot_10_route_7",36.767929,0.640196,"[9, 24, 86]"
"scenario1","depot_9_route_8",40.938812,0.640196,"[8, 56, 89]"
"scenario1","depot_8_route_9",43.091267,0.640196,"[7, 22, 71]"
"scenario1","depot_5_route_10",48.893523,0.640196,"[4, 44, 100]"
"scenario1","depot_3_route_11",27.202941,0.640196,"[2, 105]"
"scenario1","depot_1_route_12",58.335551,0.640196,"[0, 82, 84]"
"scenario1","depot_7_route_13",29.732137,0.640196,"[6, 58]"
"scenario1","depot_6_route_14",64.050802,0.640196,"[5, 38, 80]"
"scenario1","depot_10_route_15",32.249031,0.640196,"[9, 106]"
"scenario1","depot_6_route_16",65.808322,0.640196,"[5, 15, 36]"
"scenario1","depot_5_route_17",71.666280,0.640196,"[4, 27, 49]"
"scenario1","depot_7_route_18",72.705857,0.640196,"[6, 62, 76]"
"scenario1","depot_4_route_19",81.442543,0.640196,"[3, 13, 54]"
"scenario1","depot_6_route_20",82.807885,0.640196,"[5, 87, 91]"
"scenario1","depot_3_route_21",83.646635,0.640196,"[2, 40, 95]"
"scenario1","depot_3_route_22",83.952265,0.640196,"[2, 39, 77]"
"scenario1","depot_1_route_23",44.721360,0.640196,"[0, 73]"
"scenario1","depot_4_route_24",89.889095,0.640196,"[3, 52, 60]"
"scenario1","depot_9_route_25",91.260841,0.640196,"[8, 25, 83]"
"scenario1","depot_10_route_26",95.416906,0.640196,"[9, 19, 107]"
"scenario1","depot_4_route_27",97.919018,0.640196,"[3, 51, 94]"
"scenario1","depot_10_route_28",98.042479,0.640196,"[9, 20, 48]"
"scenario1","depot_10_route_29",101.140520,0.640196,"[9, 55, 97]"
"scenario1","depot_3_route_30",101.642931,0.640196,"[2, 47, 68]"
"scenario1","depot_7_route_31",102.691530,0.640196,"[6, 23, 75]"
"scenario1","depot_6_route_32",108.915796,0.640196,"[5, 30, 101]"
"scenario1","depot_2_route_33",110.457772,0.640196,"[1, 21, 26]"
"scenario1","depot_7_route_34",113.009497,0.640196,"[6, 33, 102]"
"scenario1","depot_7_route_35",116.585029,0.640196,"[6, 50, 79]"
"scenario1","depot_10_route_36",118.821942,0.640196,"[9, 11, 46]"
"scenario1","depot_3_route_37",120.524993,0.640196,"[2, 64, 67]"
"scenario1","depot_8_route_38",122.032692,0.640196,"[7, 28, 108]"
"scenario1","depot_9_route_39",128.043616,0.640196,"[8, 53, 57]"
"scenario1","depot_6_route_40",135.274860,0.640196,"[5, 32, 42]"
"scenario1","depot_3_route_41",146.251736,0.640196,"[2, 59, 93]"
"scenario1","depot_4_route_42",148.071561,0.640196,"[3, 10, 74]"
"scenario1","depot_4_route_43",156.944687,0.640196,"[3, 29, 90]"
"scenario1","depot_7_route_44",158.888192,0.640196,"[6, 65, 70]"
"scenario1","depot_8_route_45",79.849859,0.640196,"[7, 72]"
"scenario1","depot_1_route_46",82.219219,0.640196,"[0, 109]"
"scenario1","depot_4_route_47",170.432037,0.640196,"[3, 61, 78]"
"scenario1","depot_10_route_48",170.756123,0.640196,"[9, 14, 34]"
"scenario1","depot_8_route_49",173.264160,0.640196,"[7, 85, 96]"
"scenario1","depot_8_route_50",175.357355,0.640196,"[7, 45, 69]"
"scenario1","depot_1_route_51",179.632821,0.640196,"[0, 35, 92]"
"scenario1","depot_4_route_52",184.697784,0.640196,"[3, 16, 103]"
"scenario1","depot_4_route_53",194.387687,0.640196,"[3, 81, 104]"
"scenario1","depot_7_route_54",194.397625,0.640196,"[6, 66, 99]"
"scenario1","depot_6_route_55",196.243021,0.640196,"[5, 41, 88]"
"scenario1","depot_7_route_56",188.095720,0.640196,"[6, 37]"
