scenario,dataset,total_distance_sum,total_time_ms_sum
scenario1,dataset_001,4447.199247,64.932042
scenario1,dataset_002,4796.505168,56.166333
scenario1,dataset_003,6536.972473,61.050708
scenario1,dataset_004,4993.568046,49.889708
scenario1,dataset_005,5141.998274,52.429583
scenario1,dataset_006,5605.731182,52.091500
scenario1,dataset_007,4618.509371,47.365459
scenario1,dataset_008,4854.267071,52.113083
scenario1,dataset_009,5202.383726,52.038917
scenario1,dataset_010,5344.553205,60.381541
scenario1,dataset_011,6140.262080,56.664417
scenario1,dataset_012,4617.464825,53.399375
scenario1,dataset_013,5853.692146,56.570458
scenario1,dataset_014,4888.643252,64.793000
scenario1,dataset_015,5572.197412,59.463625
scenario1,dataset_016,5982.932680,49.993500
scenario1,dataset_017,5742.328939,36.482500
scenario1,dataset_018,5387.481120,49.326750
scenario1,dataset_019,6010.240379,57.582541
scenario1,dataset_020,4681.212150,45.775958
scenario1,dataset_021,5604.575895,37.187459
scenario1,dataset_022,5351.575999,39.569292
scenario1,dataset_023,5076.425811,45.341583
scenario1,dataset_024,5251.477658,51.491125
scenario1,dataset_025,4742.475289,57.603208
scenario1,dataset_026,5459.634985,34.768333
scenario1,dataset_027,5987.071949,63.720292
scenario1,dataset_028,4528.608088,40.083709
scenario1,dataset_029,6094.630375,59.587083
scenario1,dataset_030,4839.619631,47.790084
scenario1,dataset_031,5254.528691,35.268791
scenario1,dataset_032,5307.738643,35.733500
scenario1,dataset_033,5103.846053,57.118542
scenario1,dataset_034,4851.291410,48.937833
scenario1,dataset_035,5358.474736,61.878542
scenario1,dataset_036,4759.132772,47.126084
scenario1,dataset_037,6185.500072,44.974167
scenario1,dataset_038,6044.818837,46.074000
scenario1,dataset_039,5173.518683,55.454792
scenario1,dataset_040,5104.858036,35.881333
scenario1,dataset_041,6325.797855,46.003750
scenario1,dataset_042,4960.543445,34.707834
scenario1,dataset_043,5510.514943,36.053333
scenario1,dataset_044,5733.146566,36.194291
scenario1,dataset_045,5137.144965,47.606125
scenario1,dataset_046,4835.268557,61.959917
scenario1,dataset_047,5087.123139,57.981709
scenario1,dataset_048,5611.292759,46.403208
scenario1,dataset_049,4410.510241,68.526417
scenario1,dataset_050,5261.025363,51.456875
scenario1,dataset_051,4929.887333,42.771041
scenario1,dataset_052,4813.446155,34.590708
scenario1,dataset_053,6066.615397,38.797750
scenario1,dataset_054,5252.637813,42.728250
scenario1,dataset_055,6424.979864,40.660042
scenario1,dataset_056,5363.333564,46.878709
scenario1,dataset_057,6212.272323,38.563208
scenario1,dataset_058,6641.349024,45.081875
scenario1,dataset_059,6444.145362,58.517542
scenario1,dataset_060,6452.357339,50.104833
scenario1,dataset_061,5000.437251,35.289917
scenario1,dataset_062,5358.661635,44.084750
scenario1,dataset_063,5015.039267,41.826333
scenario1,dataset_064,4529.783954,45.487416
scenario1,dataset_065,5088.255353,44.894792
scenario1,dataset_066,5410.684179,55.580666
scenario1,dataset_067,4716.083464,47.564458
scenario1,dataset_068,4647.697384,44.299292
scenario1,dataset_069,5241.365013,46.415041
scenario1,dataset_070,5286.209645,44.740250
scenario1,dataset_071,4781.601118,45.580292
scenario1,dataset_072,5624.501174,37.460584
scenario1,dataset_073,6203.556599,55.476500
scenario1,dataset_074,5401.059842,34.668083
scenario1,dataset_075,4704.779978,54.714375
scenario1,dataset_076,6155.028210,42.792666
scenario1,dataset_077,4910.667237,53.182625
scenario1,dataset_078,5501.739412,35.851000
scenario1,dataset_079,5865.280665,75.734959
scenario1,dataset_080,4727.724059,41.394959
scenario1,dataset_081,4817.400049,45.802917
scenario1,dataset_082,5275.837284,40.252625
scenario1,dataset_083,5780.784269,38.210333
scenario1,dataset_084,4982.995988,37.715542
scenario1,dataset_085,5433.646019,40.282208
scenario1,dataset_086,5261.006602,43.152125
scenario1,dataset_087,6274.390847,51.355333
scenario1,dataset_088,5231.644125,44.625208
scenario1,dataset_089,4859.062518,52.665042
scenario1,dataset_090,5872.730504,51.493708
scenario1,dataset_091,5393.862019,41.393542
scenario1,dataset_092,5088.444548,34.596458
scenario1,dataset_093,5311.688791,40.733333
scenario1,dataset_094,5700.245523,44.053750
scenario1,dataset_095,5182.468782,50.144584
scenario1,dataset_096,5766.857044,37.118459
scenario1,dataset_097,5575.791015,41.932000
scenario1,dataset_098,5287.291344,52.619292
scenario1,dataset_099,6617.722194,40.460542
scenario1,dataset_100,5323.297744,36.288541
