scenario,dataset,total_distance_sum,total_time_ms_sum
scenario2,dataset_001,3908.97,7.76
scenario2,dataset_002,4408.86,6.66
scenario2,dataset_003,5287.85,4.21
scenario2,dataset_004,4218.99,6.33
scenario2,dataset_005,4705.15,6.67
scenario2,dataset_006,4919.57,7.10
scenario2,dataset_007,4285.89,5.85
scenario2,dataset_008,4305.26,6.99
scenario2,dataset_009,4821.66,7.01
scenario2,dataset_010,4693.08,5.70
scenario2,dataset_011,5422.81,6.40
scenario2,dataset_012,4078.39,4.95
scenario2,dataset_013,5099.65,5.68
scenario2,dataset_014,4372.19,3.31
scenario2,dataset_015,4828.55,5.96
scenario2,dataset_016,5262.20,5.09
scenario2,dataset_017,4825.37,3.20
scenario2,dataset_018,4803.47,4.43
scenario2,dataset_019,5228.56,5.40
scenario2,dataset_020,4356.90,3.75
scenario2,dataset_021,4844.22,4.95
scenario2,dataset_022,4774.43,5.61
scenario2,dataset_023,4376.87,5.10
scenario2,dataset_024,4754.62,3.66
scenario2,dataset_025,4289.86,4.81
scenario2,dataset_026,5223.86,4.97
scenario2,dataset_027,5124.87,4.34
scenario2,dataset_028,4268.19,7.16
scenario2,dataset_029,5341.92,7.64
scenario2,dataset_030,4394.64,3.76
scenario2,dataset_031,4846.22,7.82
scenario2,dataset_032,4652.35,6.83
scenario2,dataset_033,4825.44,3.35
scenario2,dataset_034,4623.41,5.98
scenario2,dataset_035,5084.03,6.08
scenario2,dataset_036,4257.16,3.33
scenario2,dataset_037,5363.14,5.01
scenario2,dataset_038,5598.84,6.69
scenario2,dataset_039,4847.11,6.16
scenario2,dataset_040,4486.46,5.08
scenario2,dataset_041,5111.00,6.75
scenario2,dataset_042,4495.18,6.36
scenario2,dataset_043,5082.32,3.95
scenario2,dataset_044,4847.66,5.51
scenario2,dataset_045,4599.74,8.22
scenario2,dataset_046,4280.06,3.11
scenario2,dataset_047,4590.49,10.35
scenario2,dataset_048,5020.64,6.22
scenario2,dataset_049,4389.02,6.86
scenario2,dataset_050,4490.14,3.21
scenario2,dataset_051,4658.52,6.64
scenario2,dataset_052,4551.43,6.88
scenario2,dataset_053,5174.03,4.18
scenario2,dataset_054,4502.50,7.17
scenario2,dataset_055,5428.93,9.03
scenario2,dataset_056,4841.28,3.64
scenario2,dataset_057,5355.08,8.12
scenario2,dataset_058,5743.76,8.70
scenario2,dataset_059,5292.65,6.01
scenario2,dataset_060,5607.59,3.63
scenario2,dataset_061,4578.06,5.64
scenario2,dataset_062,4949.94,7.64
scenario2,dataset_063,4376.61,3.20
scenario2,dataset_064,4361.56,6.61
scenario2,dataset_065,4443.53,5.98
scenario2,dataset_066,4808.81,3.36
scenario2,dataset_067,4240.60,6.99
scenario2,dataset_068,4148.61,6.54
scenario2,dataset_069,4898.94,6.75
scenario2,dataset_070,4541.02,5.42
scenario2,dataset_071,4338.09,6.74
scenario2,dataset_072,5055.88,5.11
scenario2,dataset_073,5310.11,4.55
scenario2,dataset_074,5063.25,7.52
scenario2,dataset_075,4213.25,6.34
scenario2,dataset_076,5216.49,3.91
scenario2,dataset_077,4279.10,6.97
scenario2,dataset_078,4990.39,5.51
scenario2,dataset_079,4963.08,7.05
scenario2,dataset_080,4222.00,6.53
scenario2,dataset_081,4297.83,6.31
scenario2,dataset_082,4606.47,7.44
scenario2,dataset_083,4936.37,4.10
scenario2,dataset_084,4543.78,7.33
scenario2,dataset_085,4714.40,6.58
scenario2,dataset_086,4731.72,3.19
scenario2,dataset_087,5731.71,8.80
scenario2,dataset_088,4743.01,5.65
scenario2,dataset_089,4479.53,5.74
scenario2,dataset_090,5252.17,5.91
scenario2,dataset_091,4555.86,3.27
scenario2,dataset_092,4853.35,4.56
scenario2,dataset_093,4628.52,9.56
scenario2,dataset_094,4811.37,8.69
scenario2,dataset_095,4457.29,6.40
scenario2,dataset_096,5126.42,3.80
scenario2,dataset_097,4783.88,7.51
scenario2,dataset_098,4919.79,6.28
scenario2,dataset_099,5978.34,4.34
scenario2,dataset_100,4522.42,3.44
