scenario,test_name,total_distance,runtime_ms,tours
"scenario2","cluster_01.json",114.14,0.08,"[0, 4, 2, 3] | [0, 1]"
"scenario2","cluster_02.json",195.65,0.10,"[0, 2, 1, 4] | [0, 6, 5] | [0, 3]"
"scenario2","cluster_03.json",678.22,0.28,"[0, 2, 5, 11] | [0, 8, 6, 3] | [0, 10, 9] | [0, 12, 7] | [0, 1, 4]"
"scenario2","cluster_04.json",1906.90,1.77,"[0, 4, 24] | [0, 1, 16] | [0, 18, 9, 5] | [0, 6, 31, 8, 20] | [0, 25, 26, 3] | [0, 15, 7, 21] | [0, 22, 27, 33] | [0, 23, 30, 12] | [0, 34, 28, 13, 29] | [0, 10, 19] | [0, 17, 14, 11, 32] | [0, 2]"
"scenario2","cluster_05.json",222.84,0.07,"[0, 3, 2] | [0, 1, 4]"
"scenario2","cluster_06.json",247.50,0.10,"[0, 6, 2, 5] | [0, 3, 4] | [0, 1]"
"scenario2","cluster_07.json",722.21,0.48,"[0, 13, 16, 3, 2] | [0, 10, 1, 12, 6] | [0, 8, 15] | [0, 17, 5] | [0, 14, 18] | [0, 4, 9] | [0, 7, 11]"
"scenario2","cluster_08.json",434.66,0.19,"[0, 10, 2, 3] | [0, 8, 7, 1] | [0, 6, 5] | [0, 9, 4]"
"scenario2","cluster_09.json",199.32,0.09,"[0, 6, 2, 1, 5] | [0, 3, 4]"
"scenario2","cluster_10.json",214.93,0.06,"[0, 3, 4, 1] | [0, 2]"
