scenario,dataset,total_distance_sum,total_time_ms_sum
scenario2,dataset_001,3460.715541,1226.016041
scenario2,dataset_002,3619.974066,1250.576167
scenario2,dataset_003,4280.642991,1230.847250
scenario2,dataset_004,3611.418052,1239.048458
scenario2,dataset_005,3874.882922,1210.110250
scenario2,dataset_006,3961.288712,1198.696583
scenario2,dataset_007,3454.706114,1223.171208
scenario2,dataset_008,3584.107183,1217.135875
scenario2,dataset_009,3749.330609,1206.022917
scenario2,dataset_010,3767.790263,1201.613958
scenario2,dataset_011,3990.375851,1215.789583
scenario2,dataset_012,3592.872111,1211.330250
scenario2,dataset_013,4072.926108,1204.432916
scenario2,dataset_014,3553.618409,1209.298667
scenario2,dataset_015,3871.095767,1202.640667
scenario2,dataset_016,4024.688448,1226.563250
scenario2,dataset_017,4018.695089,1210.970000
scenario2,dataset_018,3659.520916,1209.330625
scenario2,dataset_019,4246.110483,1223.598375
scenario2,dataset_020,3443.592588,1205.634084
scenario2,dataset_021,4089.173198,1215.573667
scenario2,dataset_022,3701.614475,1202.190000
scenario2,dataset_023,3665.685201,1217.470375
scenario2,dataset_024,3564.573716,1215.901958
scenario2,dataset_025,3525.889645,1202.446958
scenario2,dataset_026,3712.551701,1205.805542
scenario2,dataset_027,4281.084937,1219.245042
scenario2,dataset_028,3295.904249,1197.916500
scenario2,dataset_029,4172.430529,1210.941834
scenario2,dataset_030,3767.455409,1211.907833
scenario2,dataset_031,3637.954402,1217.946834
scenario2,dataset_032,3914.998796,1227.655375
scenario2,dataset_033,3766.126458,1214.649000
scenario2,dataset_034,3487.994528,1194.275500
scenario2,dataset_035,3754.343124,1209.724875
scenario2,dataset_036,3408.476514,1213.837000
scenario2,dataset_037,4248.166902,1210.101041
scenario2,dataset_038,3968.034303,1195.421209
scenario2,dataset_039,3704.428627,1209.593917
scenario2,dataset_040,3860.758153,1234.067250
scenario2,dataset_041,4204.280418,1208.768917
scenario2,dataset_042,3602.826278,1217.050250
scenario2,dataset_043,3835.878395,1208.060542
scenario2,dataset_044,4032.579921,1227.050042
scenario2,dataset_045,3819.821544,1211.228875
scenario2,dataset_046,3596.519589,1208.271333
scenario2,dataset_047,3688.430823,1201.348208
scenario2,dataset_048,3832.397482,1210.421375
scenario2,dataset_049,3548.502395,1184.494708
scenario2,dataset_050,3563.358626,1182.161000
scenario2,dataset_051,3746.965950,1219.503125
scenario2,dataset_052,3599.154618,1208.640333
scenario2,dataset_053,4068.511919,1201.713166
scenario2,dataset_054,3590.501704,1203.158000
scenario2,dataset_055,4295.493355,1213.168042
scenario2,dataset_056,3902.585571,1201.030250
scenario2,dataset_057,3982.304108,1211.595458
scenario2,dataset_058,4088.101657,1218.106000
scenario2,dataset_059,4349.287609,1229.159750
scenario2,dataset_060,4400.878845,1239.375917
scenario2,dataset_061,3599.949794,1211.056417
scenario2,dataset_062,3688.828483,1212.362417
scenario2,dataset_063,3691.156935,1213.718625
scenario2,dataset_064,3332.405752,1204.810542
scenario2,dataset_065,3793.449920,1194.192833
scenario2,dataset_066,3613.275048,1193.662167
scenario2,dataset_067,3607.349136,1214.235417
scenario2,dataset_068,3518.091609,1221.577041
scenario2,dataset_069,3931.415312,1217.896125
scenario2,dataset_070,3712.727444,1208.831167
scenario2,dataset_071,3582.161554,1208.879000
scenario2,dataset_072,3970.734752,1194.500791
scenario2,dataset_073,4177.036430,1199.457250
scenario2,dataset_074,3877.595856,1198.685917
scenario2,dataset_075,3485.424713,1212.251125
scenario2,dataset_076,4196.504545,1198.010000
scenario2,dataset_077,3687.956208,1200.769083
scenario2,dataset_078,3871.412026,1204.917875
scenario2,dataset_079,4017.102228,1228.961334
scenario2,dataset_080,3579.745984,1207.864292
scenario2,dataset_081,3687.617422,1193.896208
scenario2,dataset_082,3622.132664,1212.042167
scenario2,dataset_083,4073.380601,1209.726375
scenario2,dataset_084,3561.414531,1206.149625
scenario2,dataset_085,3727.942974,1203.391667
scenario2,dataset_086,3721.825203,1198.807500
scenario2,dataset_087,4311.464999,1190.103708
scenario2,dataset_088,3550.652342,1201.754666
scenario2,dataset_089,3699.229922,1200.796375
scenario2,dataset_090,4041.072757,1202.866792
scenario2,dataset_091,3765.370820,1203.439083
scenario2,dataset_092,3649.360456,1205.588625
scenario2,dataset_093,3629.289533,1186.719000
scenario2,dataset_094,4028.790319,1227.860416
scenario2,dataset_095,3666.714869,1208.862708
scenario2,dataset_096,4094.490087,1211.073959
scenario2,dataset_097,3730.664185,1204.082666
scenario2,dataset_098,3927.061062,1217.069250
scenario2,dataset_099,4459.626043,1224.567000
scenario2,dataset_100,3637.047767,1215.672083
