scenario,dataset,total_distance_sum,total_time_ms_sum
scenario3,dataset_001,4276.58,12.29
scenario3,dataset_002,4634.21,13.13
scenario3,dataset_003,6156.91,9.41
scenario3,dataset_004,4765.36,11.84
scenario3,dataset_005,4976.93,9.68
scenario3,dataset_006,5405.11,10.87
scenario3,dataset_007,4517.32,11.01
scenario3,dataset_008,4668.57,11.10
scenario3,dataset_009,5084.12,11.76
scenario3,dataset_010,5145.69,9.87
scenario3,dataset_011,6003.35,9.27
scenario3,dataset_012,4586.51,10.81
scenario3,dataset_013,5652.37,10.29
scenario3,dataset_014,4711.11,10.48
scenario3,dataset_015,5435.86,12.35
scenario3,dataset_016,5822.44,12.66
scenario3,dataset_017,5513.44,11.56
scenario3,dataset_018,5083.47,10.39
scenario3,dataset_019,5878.59,9.42
scenario3,dataset_020,4555.82,10.27
scenario3,dataset_021,5498.99,11.31
scenario3,dataset_022,5017.43,10.10
scenario3,dataset_023,4854.46,10.99
scenario3,dataset_024,5063.68,12.13
scenario3,dataset_025,4644.83,11.11
scenario3,dataset_026,5337.80,12.63
scenario3,dataset_027,5704.05,10.67
scenario3,dataset_028,4450.69,11.87
scenario3,dataset_029,5851.47,13.31
scenario3,dataset_030,4763.46,12.67
scenario3,dataset_031,5108.63,10.70
scenario3,dataset_032,5145.68,8.88
scenario3,dataset_033,4988.92,11.62
scenario3,dataset_034,4738.11,10.37
scenario3,dataset_035,5213.55,10.99
scenario3,dataset_036,4499.88,8.91
scenario3,dataset_037,5997.54,10.03
scenario3,dataset_038,5965.11,9.50
scenario3,dataset_039,5001.05,9.92
scenario3,dataset_040,4978.05,10.13
scenario3,dataset_041,6026.30,10.08
scenario3,dataset_042,4804.41,9.83
scenario3,dataset_043,5270.24,9.69
scenario3,dataset_044,5437.56,11.16
scenario3,dataset_045,4979.77,11.88
scenario3,dataset_046,4669.43,10.80
scenario3,dataset_047,4852.01,12.43
scenario3,dataset_048,5391.78,11.75
scenario3,dataset_049,4330.83,10.16
scenario3,dataset_050,4933.49,12.31
scenario3,dataset_051,4847.55,11.97
scenario3,dataset_052,4721.98,9.62
scenario3,dataset_053,5907.87,11.86
scenario3,dataset_054,5020.23,10.57
scenario3,dataset_055,6403.62,10.36
scenario3,dataset_056,5123.30,10.55
scenario3,dataset_057,5821.39,9.97
scenario3,dataset_058,6384.80,10.76
scenario3,dataset_059,6348.43,10.12
scenario3,dataset_060,6223.66,9.20
scenario3,dataset_061,4885.41,10.59
scenario3,dataset_062,5196.50,11.20
scenario3,dataset_063,4669.63,9.91
scenario3,dataset_064,4327.24,8.92
scenario3,dataset_065,4817.89,11.58
scenario3,dataset_066,5212.32,10.49
scenario3,dataset_067,4529.19,9.42
scenario3,dataset_068,4535.65,10.32
scenario3,dataset_069,5233.72,10.20
scenario3,dataset_070,5058.27,12.36
scenario3,dataset_071,4639.08,10.81
scenario3,dataset_072,5329.93,11.20
scenario3,dataset_073,6176.90,12.24
scenario3,dataset_074,5257.16,11.54
scenario3,dataset_075,4617.76,10.43
scenario3,dataset_076,5934.33,10.83
scenario3,dataset_077,4809.03,9.50
scenario3,dataset_078,5365.42,10.66
scenario3,dataset_079,5568.99,9.36
scenario3,dataset_080,4538.71,12.02
scenario3,dataset_081,4595.11,10.39
scenario3,dataset_082,4956.36,9.04
scenario3,dataset_083,5598.39,10.74
scenario3,dataset_084,4778.61,11.42
scenario3,dataset_085,5252.57,12.52
scenario3,dataset_086,4975.67,11.70
scenario3,dataset_087,5981.61,13.09
scenario3,dataset_088,4932.29,10.37
scenario3,dataset_089,4790.05,11.07
scenario3,dataset_090,5568.41,9.97
scenario3,dataset_091,5121.53,10.56
scenario3,dataset_092,4899.59,10.34
scenario3,dataset_093,5123.51,12.22
scenario3,dataset_094,5475.24,10.51
scenario3,dataset_095,4936.50,10.88
scenario3,dataset_096,5676.99,10.56
scenario3,dataset_097,5388.59,10.29
scenario3,dataset_098,5166.66,10.40
scenario3,dataset_099,6509.68,9.30
scenario3,dataset_100,5125.26,11.72
