scenario,test_name,total_distance,runtime_ms,tours
"scenario1","depot_2_route_1",23.323808,6.680059,"[1, 25]"
"scenario1","depot_1_route_2",28.071338,6.680059,"[0, 86]"
"scenario1","depot_10_route_3",154.882345,6.680059,"[9, 10, 59]"
"scenario1","depot_2_route_4",18.995103,6.680059,"[1, 11, 98]"
"scenario1","depot_9_route_5",64.849165,6.680059,"[8, 12, 82]"
"scenario1","depot_7_route_6",128.676411,6.680059,"[6, 13, 22]"
"scenario1","depot_6_route_7",76.580864,6.680059,"[5, 14, 71]"
"scenario1","depot_3_route_8",92.687322,6.680059,"[2, 15, 64]"
"scenario1","depot_4_route_9",162.257558,6.680059,"[3, 16, 51]"
"scenario1","depot_7_route_10",78.257687,6.680059,"[6, 17, 105]"
"scenario1","depot_8_route_11",75.881621,6.680059,"[7, 18, 30]"
"scenario1","depot_10_route_12",73.966925,6.680059,"[9, 19, 53]"
"scenario1","depot_9_route_13",76.158738,6.680059,"[8, 20, 49]"
"scenario1","depot_8_route_14",45.686982,6.680059,"[7, 21, 72]"
"scenario1","depot_7_route_15",43.359382,6.680059,"[6, 23, 43]"
"scenario1","depot_3_route_16",64.901645,6.680059,"[2, 24, 79]"
"scenario1","depot_9_route_17",68.035527,6.680059,"[8, 26, 69]"
"scenario1","depot_5_route_18",80.836002,6.680059,"[4, 27, 91]"
"scenario1","depot_8_route_19",111.354292,6.680059,"[7, 28, 57]"
"scenario1","depot_3_route_20",100.242553,6.680059,"[2, 29, 80]"
"scenario1","depot_4_route_21",137.319894,6.680059,"[3, 31, 83]"
"scenario1","depot_6_route_22",126.796708,6.680059,"[5, 32, 108]"
"scenario1","depot_7_route_23",150.243990,6.680059,"[6, 33, 68]"
"scenario1","depot_10_route_24",80.037075,6.680059,"[9, 34, 103]"
"scenario1","depot_10_route_25",72.030014,6.680059,"[9, 35, 81]"
"scenario1","depot_7_route_26",104.885347,6.680059,"[6, 36, 96]"
"scenario1","depot_2_route_27",42.318790,6.680059,"[1, 37, 54]"
"scenario1","depot_4_route_28",49.747121,6.680059,"[3, 38, 101]"
"scenario1","depot_5_route_29",79.260363,6.680059,"[4, 39, 46]"
"scenario1","depot_4_route_30",222.877141,6.680059,"[3, 40, 95]"
"scenario1","depot_4_route_31",77.051307,6.680059,"[3, 41, 74]"
"scenario1","depot_4_route_32",77.333267,6.680059,"[3, 42, 87]"
"scenario1","depot_9_route_33",63.044306,6.680059,"[8, 44, 47]"
"scenario1","depot_7_route_34",40.520807,6.680059,"[6, 45, 52]"
"scenario1","depot_2_route_35",94.564295,6.680059,"[1, 48, 85]"
"scenario1","depot_4_route_36",26.313227,6.680059,"[3, 50, 62]"
"scenario1","depot_3_route_37",105.326046,6.680059,"[2, 55, 76]"
"scenario1","depot_4_route_38",139.899298,6.680059,"[3, 56, 61]"
"scenario1","depot_5_route_39",53.052443,6.680059,"[4, 58, 90]"
"scenario1","depot_4_route_40",112.616107,6.680059,"[3, 60, 70]"
"scenario1","depot_9_route_41",41.852534,6.680059,"[8, 63, 89]"
"scenario1","depot_10_route_42",74.702110,6.680059,"[9, 65, 100]"
"scenario1","depot_3_route_43",63.977934,6.680059,"[2, 66, 84]"
"scenario1","depot_1_route_44",111.735084,6.680059,"[0, 67, 94]"
"scenario1","depot_4_route_45",196.310711,6.680059,"[3, 73, 106]"
"scenario1","depot_5_route_46",34.614596,6.680059,"[4, 75, 88]"
"scenario1","depot_5_route_47",168.777011,6.680059,"[4, 77, 93]"
"scenario1","depot_3_route_48",56.939737,6.680059,"[2, 78, 109]"
"scenario1","depot_5_route_49",39.854079,6.680059,"[4, 92, 107]"
"scenario1","depot_2_route_50",80.524954,6.680059,"[1, 97, 104]"
"scenario1","depot_2_route_51",32.995447,6.680059,"[1, 99, 102]"
