scenario,test_name,total_distance,runtime_ms,tours
"scenario1","depot_8_route_1",28.071338,4.835177,"[7, 83]"
"scenario1","depot_5_route_2",17.088007,4.835177,"[4, 92]"
"scenario1","depot_9_route_3",26.000000,4.835177,"[8, 95]"
"scenario1","depot_1_route_4",40.249224,4.835177,"[0, 97]"
"scenario1","depot_9_route_5",131.788920,4.835177,"[8, 10, 67]"
"scenario1","depot_3_route_6",192.297773,4.835177,"[2, 11, 45]"
"scenario1","depot_9_route_7",82.934762,4.835177,"[8, 12, 86]"
"scenario1","depot_10_route_8",145.982388,4.835177,"[9, 13, 46]"
"scenario1","depot_3_route_9",143.466957,4.835177,"[2, 14, 60]"
"scenario1","depot_10_route_10",39.142782,4.835177,"[9, 15, 61]"
"scenario1","depot_7_route_11",34.944348,4.835177,"[6, 16, 71]"
"scenario1","depot_5_route_12",104.519042,4.835177,"[4, 17, 72]"
"scenario1","depot_10_route_13",109.289468,4.835177,"[9, 18, 53]"
"scenario1","depot_10_route_14",66.338611,4.835177,"[9, 19, 77]"
"scenario1","depot_10_route_15",117.465519,4.835177,"[9, 20, 33]"
"scenario1","depot_10_route_16",95.829688,4.835177,"[9, 21, 100]"
"scenario1","depot_6_route_17",108.414710,4.835177,"[5, 22, 85]"
"scenario1","depot_3_route_18",159.554291,4.835177,"[2, 23, 50]"
"scenario1","depot_10_route_19",217.062243,4.835177,"[9, 24, 91]"
"scenario1","depot_7_route_20",112.538934,4.835177,"[6, 25, 29]"
"scenario1","depot_6_route_21",135.933180,4.835177,"[5, 26, 101]"
"scenario1","depot_3_route_22",193.784336,4.835177,"[2, 27, 47]"
"scenario1","depot_6_route_23",60.297790,4.835177,"[5, 28, 35]"
"scenario1","depot_9_route_24",82.122032,4.835177,"[8, 30, 63]"
"scenario1","depot_6_route_25",127.562845,4.835177,"[5, 31, 80]"
"scenario1","depot_5_route_26",30.747719,4.835177,"[4, 32, 84]"
"scenario1","depot_7_route_27",61.475935,4.835177,"[6, 34, 103]"
"scenario1","depot_9_route_28",45.938675,4.835177,"[8, 36, 88]"
"scenario1","depot_10_route_29",172.589919,4.835177,"[9, 37, 43]"
"scenario1","depot_3_route_30",212.440621,4.835177,"[2, 38, 40]"
"scenario1","depot_10_route_31",61.189969,4.835177,"[9, 39, 68]"
"scenario1","depot_5_route_32",112.092409,4.835177,"[4, 41, 109]"
"scenario1","depot_8_route_33",101.085274,4.835177,"[7, 42, 48]"
"scenario1","depot_5_route_34",90.702652,4.835177,"[4, 44, 98]"
"scenario1","depot_10_route_35",200.501216,4.835177,"[9, 49, 79]"
"scenario1","depot_5_route_36",83.264054,4.835177,"[4, 51, 57]"
"scenario1","depot_5_route_37",113.477871,4.835177,"[4, 52, 65]"
"scenario1","depot_7_route_38",75.956061,4.835177,"[6, 54, 56]"
"scenario1","depot_8_route_39",96.010225,4.835177,"[7, 55, 102]"
"scenario1","depot_5_route_40",163.593378,4.835177,"[4, 58, 90]"
"scenario1","depot_5_route_41",216.933577,4.835177,"[4, 59, 89]"
"scenario1","depot_1_route_42",183.001440,4.835177,"[0, 62, 81]"
"scenario1","depot_7_route_43",105.538318,4.835177,"[6, 64, 108]"
"scenario1","depot_8_route_44",63.573963,4.835177,"[7, 66, 94]"
"scenario1","depot_3_route_45",194.713936,4.835177,"[2, 69, 104]"
"scenario1","depot_9_route_46",86.474559,4.835177,"[8, 70, 87]"
"scenario1","depot_5_route_47",57.258601,4.835177,"[4, 73, 93]"
"scenario1","depot_5_route_48",255.336041,4.835177,"[4, 74, 82]"
"scenario1","depot_5_route_49",49.594755,4.835177,"[4, 75, 106]"
"scenario1","depot_9_route_50",107.432043,4.835177,"[8, 76, 107]"
"scenario1","depot_10_route_51",121.192807,4.835177,"[9, 78, 99]"
"scenario1","depot_10_route_52",145.818359,4.835177,"[9, 96, 105]"
