dataset_num,cluster_first/scenario2,match_first/scenario2,ca_ilp/scenario2,ca_mis/scenario2
1,7.760000,17.210000,15955.931166,917.673083
2,6.660000,17.650000,14515.327208,936.413250
3,4.210000,12.760000,20219.728375,915.336083
4,6.330000,14.700000,14136.149333,932.480084
5,6.670000,12.800000,19152.455166,914.729834
6,7.100000,13.870000,17950.164583,908.724417
7,5.850000,13.710000,14413.921417,914.389542
8,6.990000,13.600000,21005.093292,908.889708
9,7.010000,14.020000,16676.667958,900.905875
10,5.700000,12.330000,12968.134333,884.438584
11,6.400000,12.110000,17003.306417,904.936417
12,4.950000,13.520000,11809.459375,906.350959
13,5.680000,12.650000,17674.390084,898.727875
14,3.310000,13.240000,9654.320375,920.791750
15,5.960000,14.830000,19548.579125,902.727833
16,5.090000,14.910000,14703.471167,912.878042
17,3.200000,14.120000,12328.308458,924.614875
18,4.430000,13.080000,19305.364459,925.025709
19,5.400000,11.830000,20949.126292,921.455750
20,3.750000,12.520000,11884.921583,925.524042
21,4.950000,12.840000,23818.453542,898.688542
22,5.610000,12.130000,16119.701000,904.917667
23,5.100000,12.830000,15968.265208,916.080000
24,3.660000,14.010000,16906.998792,903.659917
25,4.810000,13.190000,21080.087333,911.098083
26,4.970000,15.460000,25643.395667,899.171333
27,4.340000,12.620000,14410.708417,905.712333
28,7.160000,12.680000,18397.245584,896.919542
29,7.640000,15.310000,13469.128708,937.556292
30,3.760000,14.240000,17941.010959,946.281208
31,7.820000,12.920000,25821.082667,940.418916
32,6.830000,11.450000,14256.772667,949.839500
33,3.350000,14.250000,16063.868000,918.029875
34,5.980000,12.910000,10692.481833,925.073666
35,6.080000,13.540000,30083.321375,938.566375
36,3.330000,11.350000,12664.726542,938.916125
37,5.010000,13.290000,29521.422042,910.583541
38,6.690000,12.980000,22994.078375,931.230292
39,6.160000,12.920000,11962.698292,920.990834
40,5.080000,13.540000,10820.978000,921.125750
41,6.750000,13.220000,24773.547208,913.257042
42,6.360000,13.360000,11175.689000,905.785667
43,3.950000,13.460000,16376.190334,899.175083
44,5.510000,14.260000,14135.306792,905.796875
45,8.220000,14.220000,17942.753167,915.566250
46,3.110000,12.720000,13448.747875,926.998042
47,10.350000,13.900000,20655.527917,911.515125
48,6.220000,12.620000,19094.378666,911.609375
49,6.860000,11.500000,21911.402750,904.839292
50,3.210000,13.020000,15931.227375,906.170125
51,6.640000,13.460000,11130.295334,922.511709
52,6.880000,12.400000,11145.123667,906.787833
53,4.180000,14.650000,18906.232750,912.676250
54,7.170000,13.320000,16496.193917,910.457208
55,9.030000,12.780000,21660.119333,921.194916
56,3.640000,13.080000,17386.636792,906.856750
57,8.120000,12.870000,15737.336042,899.391458
58,8.700000,13.370000,25476.352125,919.803334
59,6.010000,12.860000,24441.489708,913.215542
60,3.630000,11.920000,15266.472333,912.557416
61,5.640000,13.300000,27969.262417,903.367667
62,7.640000,14.900000,15512.016584,916.062792
63,3.200000,13.110000,20586.973292,908.302833
64,6.610000,12.560000,13376.450542,902.333000
65,5.980000,14.600000,12813.725792,901.137250
66,3.360000,13.030000,12654.106083,905.775500
67,6.990000,12.980000,16886.860458,905.765958
68,6.540000,13.690000,15002.577334,918.724375
69,6.750000,12.640000,15379.821500,896.007292
70,5.420000,14.550000,10071.055250,905.170875
71,6.740000,13.500000,14885.867375,919.441083
72,5.110000,12.670000,14833.355458,887.276542
73,4.550000,14.650000,27308.019208,894.056333
74,7.520000,14.020000,13583.423166,895.038875
75,6.340000,12.490000,13401.434292,896.181458
76,3.910000,13.080000,18886.126334,920.613250
77,6.970000,11.550000,12577.861416,897.197833
78,5.510000,12.860000,16932.157500,920.127000
79,7.050000,11.020000,14867.292667,930.655959
80,6.530000,13.890000,14658.541750,931.017500
81,6.310000,12.300000,24181.745000,936.667209
82,7.440000,11.010000,13675.175834,931.940958
83,4.100000,13.340000,10747.216750,944.317292
84,7.330000,13.490000,13137.250750,948.268708
85,6.580000,14.520000,19480.145042,933.617375
86,3.190000,13.890000,9745.385166,935.502041
87,8.800000,15.390000,16609.110833,917.928625
88,5.650000,12.890000,17449.740458,928.702167
89,5.740000,13.750000,18543.409666,923.783083
90,5.910000,12.240000,11993.629125,937.849125
91,3.270000,13.100000,22947.404541,926.914875
92,4.560000,12.290000,18269.614000,935.130334
93,9.560000,14.100000,19615.223667,930.192625
94,8.690000,12.960000,15374.535667,970.990416
95,6.400000,14.530000,15535.864625,921.662875
96,3.800000,14.320000,15042.216083,922.792458
97,7.510000,12.900000,11351.428666,915.988208
98,6.280000,13.010000,23538.773083,920.911375
99,4.340000,11.460000,22282.709542,928.843667
100,3.440000,13.400000,24571.984958,928.983500
