scenario,dataset,total_distance_sum,total_time_ms_sum
scenario3,dataset_001,7014.07,1.26
scenario3,dataset_002,7272.54,0.83
scenario3,dataset_003,10654.81,0.82
scenario3,dataset_004,7492.36,0.76
scenario3,dataset_005,8223.44,0.76
scenario3,dataset_006,8815.04,0.86
scenario3,dataset_007,7505.07,0.77
scenario3,dataset_008,7561.53,0.74
scenario3,dataset_009,8316.22,0.75
scenario3,dataset_010,8569.98,0.84
scenario3,dataset_011,10502.06,0.77
scenario3,dataset_012,7299.16,0.77
scenario3,dataset_013,9180.57,0.76
scenario3,dataset_014,7591.95,0.75
scenario3,dataset_015,8911.86,0.81
scenario3,dataset_016,9411.53,0.84
scenario3,dataset_017,9485.49,0.75
scenario3,dataset_018,8719.12,0.74
scenario3,dataset_019,9897.91,0.86
scenario3,dataset_020,7412.67,0.75
scenario3,dataset_021,8960.19,0.74
scenario3,dataset_022,8077.24,0.81
scenario3,dataset_023,7806.04,0.89
scenario3,dataset_024,8409.95,0.76
scenario3,dataset_025,7495.12,0.82
scenario3,dataset_026,8725.76,0.75
scenario3,dataset_027,9751.79,0.75
scenario3,dataset_028,7237.92,0.78
scenario3,dataset_029,9910.20,0.78
scenario3,dataset_030,7633.84,0.86
scenario3,dataset_031,8675.00,0.75
scenario3,dataset_032,8743.34,0.76
scenario3,dataset_033,8455.83,0.77
scenario3,dataset_034,7559.89,0.76
scenario3,dataset_035,8739.02,0.80
scenario3,dataset_036,7219.96,0.81
scenario3,dataset_037,10426.31,0.86
scenario3,dataset_038,10555.16,0.77
scenario3,dataset_039,8358.65,0.78
scenario3,dataset_040,8094.13,0.78
scenario3,dataset_041,10317.82,0.82
scenario3,dataset_042,7696.77,1.05
scenario3,dataset_043,8941.86,0.95
scenario3,dataset_044,9054.43,0.88
scenario3,dataset_045,8008.62,0.91
scenario3,dataset_046,7886.15,0.90
scenario3,dataset_047,7798.20,0.89
scenario3,dataset_048,9044.10,0.86
scenario3,dataset_049,6971.31,0.86
scenario3,dataset_050,8387.64,0.95
scenario3,dataset_051,7840.83,0.90
scenario3,dataset_052,7588.26,0.90
scenario3,dataset_053,9896.05,0.87
scenario3,dataset_054,8511.01,0.91
scenario3,dataset_055,10822.48,0.88
scenario3,dataset_056,8396.78,0.75
scenario3,dataset_057,9969.26,0.80
scenario3,dataset_058,10971.53,0.76
scenario3,dataset_059,11036.90,0.78
scenario3,dataset_060,10581.98,0.79
scenario3,dataset_061,7718.89,0.85
scenario3,dataset_062,8583.89,0.74
scenario3,dataset_063,7812.52,0.74
scenario3,dataset_064,7001.96,0.77
scenario3,dataset_065,8080.16,0.77
scenario3,dataset_066,8675.94,0.81
scenario3,dataset_067,7355.14,0.80
scenario3,dataset_068,7339.56,0.84
scenario3,dataset_069,8486.59,0.74
scenario3,dataset_070,8540.98,0.77
scenario3,dataset_071,7347.70,0.85
scenario3,dataset_072,8814.16,0.85
scenario3,dataset_073,10387.64,0.90
scenario3,dataset_074,8452.61,0.83
scenario3,dataset_075,7460.75,0.77
scenario3,dataset_076,10149.46,0.79
scenario3,dataset_077,7964.99,0.75
scenario3,dataset_078,8839.03,0.83
scenario3,dataset_079,9395.41,0.74
scenario3,dataset_080,7209.97,0.78
scenario3,dataset_081,7699.89,0.77
scenario3,dataset_082,8218.37,0.76
scenario3,dataset_083,9278.75,0.74
scenario3,dataset_084,7831.54,0.75
scenario3,dataset_085,8583.12,0.79
scenario3,dataset_086,8356.30,0.74
scenario3,dataset_087,10237.30,0.80
scenario3,dataset_088,8534.32,0.79
scenario3,dataset_089,7619.92,0.81
scenario3,dataset_090,9691.27,0.76
scenario3,dataset_091,8515.36,0.76
scenario3,dataset_092,8139.63,0.75
scenario3,dataset_093,8582.79,0.76
scenario3,dataset_094,9656.71,0.75
scenario3,dataset_095,7922.28,0.80
scenario3,dataset_096,9913.29,0.74
scenario3,dataset_097,9043.16,0.76
scenario3,dataset_098,8764.08,0.75
scenario3,dataset_099,11103.58,0.82
scenario3,dataset_100,8710.86,0.75
