scenario,dataset,total_distance_sum,total_time_ms_sum
scenario1,dataset_001,4276.58,10.95
scenario1,dataset_002,4634.21,12.12
scenario1,dataset_003,6156.91,8.37
scenario1,dataset_004,4765.36,10.80
scenario1,dataset_005,4976.93,8.59
scenario1,dataset_006,5405.11,9.47
scenario1,dataset_007,4517.32,9.99
scenario1,dataset_008,4668.57,9.87
scenario1,dataset_009,5084.12,10.75
scenario1,dataset_010,5145.69,8.66
scenario1,dataset_011,6003.35,8.36
scenario1,dataset_012,4586.51,9.57
scenario1,dataset_013,5652.37,8.94
scenario1,dataset_014,4711.11,9.24
scenario1,dataset_015,5435.86,10.81
scenario1,dataset_016,5822.44,11.42
scenario1,dataset_017,5513.44,9.79
scenario1,dataset_018,5083.47,8.97
scenario1,dataset_019,5878.59,7.91
scenario1,dataset_020,4555.82,8.69
scenario1,dataset_021,5498.99,9.68
scenario1,dataset_022,5017.43,8.36
scenario1,dataset_023,4854.46,9.33
scenario1,dataset_024,5063.68,10.16
scenario1,dataset_025,4644.83,9.45
scenario1,dataset_026,5337.80,10.85
scenario1,dataset_027,5704.05,9.11
scenario1,dataset_028,4450.69,8.97
scenario1,dataset_029,5851.47,11.11
scenario1,dataset_030,4763.46,11.41
scenario1,dataset_031,5108.63,9.55
scenario1,dataset_032,5145.68,7.90
scenario1,dataset_033,4988.92,10.62
scenario1,dataset_034,4738.11,9.58
scenario1,dataset_035,5213.55,9.73
scenario1,dataset_036,4499.88,8.10
scenario1,dataset_037,5997.54,9.05
scenario1,dataset_038,5965.11,9.08
scenario1,dataset_039,5001.05,9.10
scenario1,dataset_040,4978.05,8.93
scenario1,dataset_041,6026.30,9.12
scenario1,dataset_042,4804.41,8.79
scenario1,dataset_043,5270.24,8.29
scenario1,dataset_044,5437.56,9.52
scenario1,dataset_045,4979.77,10.19
scenario1,dataset_046,4669.43,9.24
scenario1,dataset_047,4852.01,10.68
scenario1,dataset_048,5391.78,9.99
scenario1,dataset_049,4330.83,8.27
scenario1,dataset_050,4933.49,10.33
scenario1,dataset_051,4847.55,9.87
scenario1,dataset_052,4721.98,8.05
scenario1,dataset_053,5907.87,9.14
scenario1,dataset_054,5020.23,8.88
scenario1,dataset_055,6403.62,8.94
scenario1,dataset_056,5123.30,9.41
scenario1,dataset_057,5821.39,8.98
scenario1,dataset_058,6384.80,9.70
scenario1,dataset_059,6348.43,9.24
scenario1,dataset_060,6223.66,8.46
scenario1,dataset_061,4885.41,9.67
scenario1,dataset_062,5196.50,10.42
scenario1,dataset_063,4669.63,8.99
scenario1,dataset_064,4327.24,7.69
scenario1,dataset_065,4817.89,10.27
scenario1,dataset_066,5212.32,9.60
scenario1,dataset_067,4529.19,8.44
scenario1,dataset_068,4535.65,9.15
scenario1,dataset_069,5233.72,9.01
scenario1,dataset_070,5058.27,11.24
scenario1,dataset_071,4639.08,9.42
scenario1,dataset_072,5329.93,8.94
scenario1,dataset_073,6176.90,10.42
scenario1,dataset_074,5257.16,10.31
scenario1,dataset_075,4617.76,9.21
scenario1,dataset_076,5934.33,9.69
scenario1,dataset_077,4809.03,8.50
scenario1,dataset_078,5365.42,9.68
scenario1,dataset_079,5568.99,8.54
scenario1,dataset_080,4538.71,10.91
scenario1,dataset_081,4595.11,9.26
scenario1,dataset_082,4956.36,8.03
scenario1,dataset_083,5598.39,9.50
scenario1,dataset_084,4778.61,9.65
scenario1,dataset_085,5252.57,10.80
scenario1,dataset_086,4975.67,9.85
scenario1,dataset_087,5981.61,11.15
scenario1,dataset_088,4932.29,8.77
scenario1,dataset_089,4790.05,9.40
scenario1,dataset_090,5568.41,8.37
scenario1,dataset_091,5121.53,8.90
scenario1,dataset_092,4899.59,7.97
scenario1,dataset_093,5123.51,10.17
scenario1,dataset_094,5475.24,8.95
scenario1,dataset_095,4936.50,9.91
scenario1,dataset_096,5676.99,9.60
scenario1,dataset_097,5388.59,9.49
scenario1,dataset_098,5166.66,9.44
scenario1,dataset_099,6509.68,8.15
scenario1,dataset_100,5125.26,10.60
