scenario,test_name,total_distance,runtime_ms,tours
"scenario2","dataset_064",4703.54,12.56,"[9, 10, 13, 22] | [1, 98, 14, 25] | [2, 79, 24, 15, 64] | [8, 82, 12, 26] | [7, 30, 57, 28] | [9, 81, 53, 35] | [6, 23, 43, 96, 36] | [1, 37, 54, 21] | [3, 31, 83, 95] | [8, 44, 47] | [3, 87, 42] | [6, 45, 17, 52] | [3, 50, 62, 101, 38] | [2, 29, 55, 76] | [4, 27, 91, 58, 90] | [3, 74, 41, 70] | [8, 89, 49, 20] | [9, 34, 65, 100] | [0, 94, 33, 68, 67] | [5, 86, 56, 71] | [3, 16, 106, 73, 51] | [4, 39, 77, 93] | [2, 109, 78, 66] | [4, 75, 107, 88] | [1, 104, 97, 108, 32] | [1, 99, 85, 48] | [7, 72, 18, 92] | [6, 105, 40, 61] | [8, 63, 11, 69] | [9, 103, 59, 80] | [2, 84, 46, 102] | [2, 19, 60]"
