scenario,test_name,total_distance,runtime_ms,tours
"scenario2","dataset_005",4628.79,12.80,"[3, 92, 18, 15] | [1, 74, 25] | [1, 10, 34] | [8, 45, 16, 26, 72] | [3, 37, 51, 27, 24] | [3, 101, 28, 12] | [0, 41, 22, 108] | [5, 14, 76, 42] | [5, 68, 43, 60] | [1, 47, 36, 62] | [3, 50, 107, 29, 56] | [8, 84, 58, 32, 59] | [9, 61, 35, 57] | [8, 100, 64, 96, 11] | [9, 94, 65, 52] | [1, 66, 69, 80] | [5, 104, 39, 67] | [4, 71, 49, 40, 77] | [4, 87, 73, 17, 70] | [6, 75, 81, 19] | [2, 106, 103, 20] | [8, 93, 98, 23] | [1, 85, 88, 83, 21] | [5, 30, 90, 99] | [8, 91, 109] | [4, 44, 89] | [5, 95, 48, 53] | [5, 33, 102, 31] | [2, 78, 55, 54, 79] | [5, 63, 86] | [3, 38, 97] | [1, 46, 105] | [2, 82, 13]"
