scenario,test_name,total_distance,runtime_ms,tours
"scenario2","dataset_093",4417.63,14.10,"[6, 14, 58, 18, 96] | [3, 20, 17, 89] | [9, 83, 24, 84, 23] | [9, 27, 86, 10] | [0, 32, 61, 21] | [0, 34, 45, 31] | [5, 36, 78, 57] | [3, 40, 75] | [3, 104, 39] | [9, 41, 53] | [9, 80, 30] | [7, 70, 42, 44] | [4, 63, 43] | [4, 37, 109] | [5, 35, 92, 95] | [4, 49, 97, 48, 56] | [4, 52, 51, 68] | [6, 59, 62, 98, 54] | [0, 108, 64] | [4, 47, 91] | [6, 76, 101, 69] | [2, 77, 71, 50, 38] | [6, 26, 74, 100] | [9, 65, 79, 94, 66] | [4, 73, 55, 81] | [4, 82, 67, 22, 102] | [6, 85, 107, 25] | [5, 29, 99, 87] | [2, 72, 105, 103, 28] | [6, 12, 19, 11, 16] | [5, 93, 13, 90, 46] | [0, 106, 88, 60, 33] | [9, 15]"
