scenario,test_name,total_distance,runtime_ms,tours
"scenario2","dataset_013",5057.51,12.65,"[8, 72, 73, 14, 11] | [0, 42, 17, 28, 18] | [7, 68, 12, 33] | [7, 77, 32, 56, 19] | [4, 57, 75, 35] | [1, 36, 37, 95] | [8, 94, 97, 26, 40] | [0, 89, 38, 107] | [5, 23, 44, 70] | [1, 29, 74, 87] | [4, 45, 66, 48, 55] | [0, 105, 109, 22] | [0, 10, 85, 93] | [4, 61, 51, 27] | [9, 21, 53, 15] | [6, 52, 69, 54] | [7, 64, 16, 25] | [1, 65, 80, 13] | [1, 46, 83, 88, 67] | [6, 78, 76] | [6, 59, 99] | [6, 71, 24, 100, 79] | [4, 84, 81] | [4, 34, 39] | [0, 102, 90, 62, 106] | [0, 58, 30, 91] | [6, 104, 101, 98] | [7, 20, 82, 41] | [6, 86, 63, 50] | [9, 108, 60, 103] | [8, 49, 92] | [1, 96, 31, 47] | [6, 43]"
