scenario,test_name,total_distance,runtime_ms,tours
"scenario2","dataset_066",4799.54,13.03,"[8, 15, 59, 12] | [7, 19, 92, 93, 14] | [6, 20, 39] | [6, 46, 18] | [9, 13, 64, 23] | [2, 21, 100, 31] | [8, 27, 10, 26, 29] | [0, 54, 36, 62, 35] | [9, 38, 85] | [9, 95, 22] | [8, 16, 75, 57] | [6, 45, 56, 11, 83] | [7, 78, 47] | [7, 37, 109] | [1, 80, 17, 48] | [9, 55, 33, 72] | [6, 60, 99] | [6, 52, 82] | [9, 63, 61] | [2, 51, 34] | [6, 97, 68, 58, 88] | [9, 81, 69] | [9, 30, 89] | [6, 104, 70, 71, 28] | [4, 49, 65, 73, 79] | [1, 44, 98, 106] | [5, 77, 101, 42, 66] | [0, 84, 90, 25, 32] | [4, 86, 102] | [4, 53, 74] | [2, 96, 94, 41, 43] | [0, 91, 108, 103] | [9, 50, 40, 67, 105] | [0, 24, 76, 107] | [4, 87]"
