scenario,test_name,total_distance,runtime_ms,tours
"scenario2","dataset_001",4335.79,17.21,"[5, 22, 15, 43] | [0, 23, 34, 67] | [8, 25, 35, 83, 71] | [7, 86, 73, 36] | [8, 32, 38, 37] | [8, 107, 41, 69, 28] | [6, 87, 42] | [6, 78, 10] | [9, 46, 24, 54, 88] | [3, 17, 20, 49] | [4, 102, 12, 50] | [2, 81, 33, 51] | [7, 72, 52] | [8, 109, 31] | [3, 101, 53] | [3, 74, 44] | [8, 77, 55, 104] | [6, 56, 70, 95, 18] | [7, 75, 13, 45] | [0, 91, 105, 27, 58] | [4, 21, 59, 68] | [1, 62, 60, 94] | [2, 98, 63] | [2, 47, 64] | [4, 106, 61, 66] | [4, 79, 16, 84, 85] | [2, 80, 103, 93] | [7, 89, 92, 90] | [9, 76, 100, 108] | [7, 30, 29, 57] | [1, 11, 19, 96, 48] | [4, 82, 14, 39] | [4, 65, 97] | [8, 26, 99] | [9, 40]"
