scenario,test_name,total_distance,runtime_ms,tours
"scenario2","dataset_012",4048.61,13.52,"[4, 53, 19, 12] | [8, 29, 17, 68, 23] | [0, 14, 20, 24] | [5, 10, 35, 30] | [9, 31, 85, 36] | [2, 71, 37, 104] | [0, 55, 41] | [0, 22, 109] | [2, 83, 43, 26, 11] | [1, 46, 13, 87] | [3, 92, 69, 51] | [3, 97, 16, 52] | [2, 54, 66, 96, 32] | [8, 58, 72, 44] | [1, 89, 28, 80] | [1, 76, 60] | [1, 86, 25] | [7, 106, 61, 100] | [7, 81, 62, 48] | [6, 75, 63] | [6, 57, 47] | [9, 67, 84, 79, 45] | [7, 103, 38, 94] | [8, 90, 74, 33, 15] | [6, 82, 56, 50, 88] | [4, 95, 98, 70] | [2, 27, 40, 99, 93] | [2, 18, 102, 101, 105] | [4, 91, 65, 49] | [0, 77, 42, 34] | [7, 21, 78, 73] | [2, 39, 107] | [1, 59, 108] | [0, 64]"
