scenario,test_name,total_distance,runtime_ms,tours
"scenario2","dataset_087",5387.16,15.39,"[8, 12, 41, 19] | [6, 26, 17, 74] | [3, 20, 90, 99] | [0, 10, 35, 52] | [0, 39, 37] | [0, 36, 63] | [6, 102, 16, 45, 65] | [4, 71, 30, 40] | [4, 14, 68, 104, 48] | [6, 49, 18, 50, 64] | [1, 78, 23, 101] | [5, 11, 59, 54, 95] | [7, 58, 44, 107] | [8, 92, 60] | [3, 38, 21] | [0, 75, 61] | [0, 32, 81] | [3, 43, 28, 67, 84] | [1, 66, 27, 69, 77] | [2, 108, 51, 22] | [1, 56, 24, 89, 79] | [0, 72, 80, 106] | [0, 103, 82, 55] | [8, 94, 83, 15, 98] | [8, 109, 88, 76] | [0, 96, 100, 29, 86] | [6, 42, 57, 93] | [8, 34, 91, 105] | [0, 13, 46, 25] | [9, 53, 33, 47] | [8, 70, 85, 87] | [0, 97, 31, 62, 73]"
