scenario,test_name,total_distance,runtime_ms,tours
"scenario2","dataset_070",4658.15,14.55,"[3, 12, 72, 19] | [0, 24, 27, 40, 10] | [4, 68, 35, 21, 29] | [8, 23, 71, 31] | [3, 46, 76, 33] | [1, 107, 17, 86] | [3, 83, 13, 66, 36] | [6, 38, 61] | [0, 99, 18] | [2, 41, 74, 77] | [2, 102, 44] | [8, 25, 81] | [9, 92, 45] | [9, 22, 42] | [9, 20, 106, 104] | [1, 43, 93, 50, 79] | [8, 73, 37, 64] | [4, 54, 52, 30] | [2, 49, 97, 53, 82] | [6, 101, 91, 55] | [4, 78, 57] | [4, 39, 75] | [2, 95, 84, 16] | [4, 60, 62, 32, 88] | [4, 15, 63, 65] | [5, 105, 69, 90, 58] | [2, 103, 85] | [0, 47, 87] | [6, 89, 80, 96] | [4, 94, 108, 14, 56] | [3, 100, 11, 34, 48] | [2, 26, 59, 67, 51] | [4, 98, 109, 70] | [6, 28]"
