scenario,test_name,total_distance,runtime_ms,tours
"scenario2","dataset_074",4823.95,14.02,"[8, 18, 32, 39, 19] | [9, 26, 77, 17, 101] | [6, 29, 104, 28, 46] | [8, 30, 64, 96] | [9, 31, 27, 52] | [3, 87, 37, 24] | [9, 21, 40, 23] | [3, 89, 36, 99] | [4, 44, 45, 72] | [7, 14, 63, 94] | [9, 50, 73, 10, 108] | [2, 25, 22, 51] | [8, 47, 79, 60, 54] | [8, 58, 55] | [8, 86, 34] | [2, 97, 20, 57] | [4, 70, 61, 100] | [1, 53, 107, 62] | [9, 80, 16, 85] | [7, 98, 67, 66, 82] | [0, 68, 102, 35, 69] | [9, 109, 83, 74] | [6, 75, 103, 71] | [5, 42, 76, 105] | [8, 95, 78, 56] | [9, 81, 92] | [9, 43, 38] | [4, 11, 13, 88, 106] | [9, 15, 84, 59] | [7, 48, 41, 49, 93] | [8, 12, 91, 90] | [9, 65, 33]"
