scenario,test_name,total_distance,runtime_ms,tours
"scenario2","dataset_024",5205.76,14.01,"[9, 18, 76, 15] | [6, 36, 26, 12] | [9, 52, 71, 28] | [1, 38, 29, 30] | [3, 24, 107, 92] | [3, 80, 13, 103] | [4, 59, 27, 35, 46] | [7, 91, 42, 106] | [0, 45, 17, 41] | [0, 10, 66, 47, 50] | [9, 21, 81, 97] | [4, 39, 69, 51] | [7, 54, 72, 48, 58] | [8, 74, 55, 96] | [5, 53, 57, 93] | [1, 62, 108, 44] | [0, 65, 87, 100] | [8, 79, 22, 99] | [9, 70, 14, 86] | [8, 82, 11, 73, 84] | [1, 89, 75, 88] | [2, 61, 83, 77, 90] | [1, 43, 32, 85] | [4, 104, 19, 95] | [9, 37, 109, 101] | [6, 23, 98, 40] | [7, 68, 25, 34] | [9, 78, 20, 56] | [1, 102, 49, 60] | [0, 64, 31, 67] | [1, 94, 16, 105, 63] | [7, 33]"
