scenario,test_name,total_distance,runtime_ms,tours
"scenario2","dataset_041",4984.15,13.22,"[4, 70, 40, 13, 19] | [9, 21, 17, 45] | [1, 30, 72, 68] | [7, 36, 15, 87] | [3, 43, 14, 37] | [1, 22, 38, 32] | [5, 53, 50, 18, 41] | [9, 67, 25, 42] | [9, 71, 44, 49] | [6, 52, 102, 48] | [8, 80, 69, 56] | [4, 57, 73, 20] | [7, 27, 58, 96, 103] | [7, 85, 28, 59, 83] | [6, 88, 104, 61] | [6, 39, 65, 54] | [1, 63, 86] | [0, 99, 47] | [9, 16, 93, 66, 35] | [5, 64, 51, 101] | [9, 105, 81, 46] | [4, 29, 33, 90, 82] | [2, 92, 84] | [2, 23, 12] | [2, 91, 26, 11, 97] | [5, 10, 94, 98] | [4, 95, 108] | [8, 60, 76] | [6, 109, 62] | [6, 31, 55] | [5, 74, 100] | [9, 78, 34] | [2, 75, 24, 89] | [5, 79, 107] | [7, 77, 106]"
