scenario,dataset,total_distance_sum,total_time_ms_sum
scenario2,dataset_001,4335.79,17.21
scenario2,dataset_002,4782.85,17.65
scenario2,dataset_003,5454.31,12.76
scenario2,dataset_004,4137.30,14.70
scenario2,dataset_005,4628.79,12.80
scenario2,dataset_006,5024.11,13.87
scenario2,dataset_007,4378.67,13.71
scenario2,dataset_008,4606.73,13.60
scenario2,dataset_009,4629.41,14.02
scenario2,dataset_010,4795.34,12.33
scenario2,dataset_011,5524.98,12.11
scenario2,dataset_012,4048.61,13.52
scenario2,dataset_013,5057.51,12.65
scenario2,dataset_014,4895.73,13.24
scenario2,dataset_015,4999.23,14.83
scenario2,dataset_016,5352.81,14.91
scenario2,dataset_017,4977.16,14.12
scenario2,dataset_018,4687.61,13.08
scenario2,dataset_019,5060.68,11.83
scenario2,dataset_020,4002.94,12.52
scenario2,dataset_021,4977.02,12.84
scenario2,dataset_022,4463.90,12.13
scenario2,dataset_023,4792.97,12.83
scenario2,dataset_024,5205.76,14.01
scenario2,dataset_025,4548.27,13.19
scenario2,dataset_026,4779.98,15.46
scenario2,dataset_027,5158.22,12.62
scenario2,dataset_028,4393.31,12.68
scenario2,dataset_029,5006.26,15.31
scenario2,dataset_030,4579.63,14.24
scenario2,dataset_031,4473.59,12.92
scenario2,dataset_032,4562.60,11.45
scenario2,dataset_033,4744.79,14.25
scenario2,dataset_034,4709.23,12.91
scenario2,dataset_035,5156.50,13.54
scenario2,dataset_036,4236.02,11.35
scenario2,dataset_037,4996.41,13.29
scenario2,dataset_038,5086.79,12.98
scenario2,dataset_039,5075.93,12.92
scenario2,dataset_040,4346.53,13.54
scenario2,dataset_041,4984.15,13.22
scenario2,dataset_042,4780.71,13.36
scenario2,dataset_043,5002.59,13.46
scenario2,dataset_044,5283.19,14.26
scenario2,dataset_045,4789.74,14.22
scenario2,dataset_046,4549.73,12.72
scenario2,dataset_047,4934.34,13.90
scenario2,dataset_048,4859.32,12.62
scenario2,dataset_049,4069.42,11.50
scenario2,dataset_050,4687.20,13.02
scenario2,dataset_051,4553.93,13.46
scenario2,dataset_052,4493.51,12.40
scenario2,dataset_053,4851.95,14.65
scenario2,dataset_054,4591.64,13.32
scenario2,dataset_055,5320.23,12.78
scenario2,dataset_056,4786.65,13.08
scenario2,dataset_057,5069.13,12.87
scenario2,dataset_058,5000.43,13.37
scenario2,dataset_059,5144.12,12.86
scenario2,dataset_060,5544.19,11.92
scenario2,dataset_061,4464.59,13.30
scenario2,dataset_062,4755.12,14.90
scenario2,dataset_063,4322.09,13.11
scenario2,dataset_064,4703.54,12.56
scenario2,dataset_065,4322.60,14.60
scenario2,dataset_066,4799.54,13.03
scenario2,dataset_067,4503.71,12.98
scenario2,dataset_068,4692.48,13.69
scenario2,dataset_069,4947.74,12.64
scenario2,dataset_070,4658.15,14.55
scenario2,dataset_071,4594.38,13.50
scenario2,dataset_072,4823.30,12.67
scenario2,dataset_073,5335.08,14.65
scenario2,dataset_074,4823.95,14.02
scenario2,dataset_075,4576.77,12.49
scenario2,dataset_076,5291.25,13.08
scenario2,dataset_077,4716.72,11.55
scenario2,dataset_078,5073.76,12.86
scenario2,dataset_079,4865.84,11.02
scenario2,dataset_080,4398.07,13.89
scenario2,dataset_081,4128.65,12.30
scenario2,dataset_082,4702.06,11.01
scenario2,dataset_083,4999.30,13.34
scenario2,dataset_084,4556.24,13.49
scenario2,dataset_085,4787.14,14.52
scenario2,dataset_086,4487.60,13.89
scenario2,dataset_087,5387.16,15.39
scenario2,dataset_088,4559.05,12.89
scenario2,dataset_089,4623.14,13.75
scenario2,dataset_090,4898.77,12.24
scenario2,dataset_091,4478.49,13.10
scenario2,dataset_092,4390.01,12.29
scenario2,dataset_093,4417.63,14.10
scenario2,dataset_094,4984.87,12.96
scenario2,dataset_095,4918.02,14.53
scenario2,dataset_096,5171.32,14.32
scenario2,dataset_097,5150.28,12.90
scenario2,dataset_098,4846.79,13.01
scenario2,dataset_099,5675.10,11.46
scenario2,dataset_100,4593.69,13.40
