scenario,test_name,total_distance,runtime_ms,tours
"scenario2","dataset_050",4687.20,13.02,"[2, 76, 11, 74] | [2, 77, 95, 15] | [6, 12, 25, 88] | [8, 26, 44] | [7, 34, 20] | [1, 10, 98, 36] | [3, 99, 38, 35] | [3, 37, 40, 62] | [0, 42, 28, 46] | [0, 47, 59] | [0, 30, 60] | [8, 18, 48, 106, 27] | [2, 50, 31, 29, 49] | [9, 32, 67, 51, 58] | [9, 83, 52, 78] | [3, 21, 109, 93] | [6, 61, 54, 92] | [6, 63, 70, 45] | [8, 68, 41, 64] | [8, 75, 79, 33, 19] | [4, 17, 108, 23] | [3, 69, 16, 82, 104] | [3, 71, 84, 85] | [3, 87, 86] | [3, 100, 43] | [3, 91, 53, 73] | [7, 90, 107, 56, 101] | [5, 94, 102, 57] | [2, 22, 96, 13, 65] | [3, 66, 89, 55] | [6, 72, 81, 24] | [1, 14, 105, 80] | [2, 97, 103] | [1, 39]"
