scenario,test_name,total_distance,runtime_ms,tours
"scenario2","dataset_076",5291.25,13.08,"[7, 23, 50, 105, 19] | [5, 70, 34, 22] | [9, 30, 68, 77] | [9, 15, 31, 62] | [8, 29, 13, 33, 43] | [1, 42, 52] | [1, 38, 41] | [1, 32, 37, 44] | [9, 45, 106, 51, 59] | [1, 53, 93, 21] | [2, 85, 16, 55] | [3, 57, 87, 24] | [6, 40, 58, 80] | [1, 60, 92] | [1, 25, 98] | [1, 56, 63, 84] | [4, 76, 64] | [4, 108, 61] | [7, 66, 65, 79, 47] | [1, 95, 107, 69] | [9, 72, 81] | [9, 78, 46] | [0, 75, 86] | [0, 101, 10] | [5, 96, 83, 11, 82] | [1, 27, 36, 104, 88] | [5, 20, 90, 91] | [9, 89, 99, 94] | [2, 109, 48, 26] | [0, 100, 103, 17] | [5, 18, 102, 28, 35] | [9, 73, 14, 12] | [2, 97, 71, 67, 49] | [1, 54, 74] | [1, 39]"
