scenario,test_name,total_distance,runtime_ms,tours
"scenario2","dataset_004",4137.30,14.70,"[2, 21, 25, 11, 19] | [9, 56, 12, 26] | [7, 33, 37, 104] | [1, 38, 84, 29, 79] | [7, 39, 98] | [7, 24, 80] | [6, 77, 43, 103, 27] | [6, 109, 44] | [0, 42, 64] | [1, 82, 46, 101, 32] | [5, 30, 83, 47] | [0, 34, 48, 78] | [5, 17, 65, 49] | [6, 20, 87, 50] | [1, 18, 51, 95] | [3, 54, 52, 70, 100] | [0, 91, 55] | [9, 31, 81] | [4, 60, 99, 67] | [2, 69, 10, 62] | [1, 28, 108, 63, 96] | [5, 68, 73, 41, 106] | [7, 89, 15, 88, 71] | [5, 86, 72, 36] | [5, 75, 74] | [0, 45, 57] | [3, 16, 76, 85] | [4, 105, 90, 66, 22] | [1, 92, 102] | [1, 53, 61] | [2, 93, 40, 97, 23] | [5, 13, 94, 59, 58] | [7, 35, 107] | [1, 14]"
