scenario,test_name,total_distance,runtime_ms,tours
"scenario2","dataset_094",4984.87,12.96,"[4, 78, 13, 21] | [6, 108, 22] | [4, 10, 23] | [6, 94, 17, 26, 67] | [0, 42, 27, 32, 19] | [4, 50, 14, 77, 31] | [6, 16, 80, 35] | [9, 36, 99, 18] | [1, 33, 100, 38, 96] | [9, 90, 47, 83, 45] | [4, 74, 88, 39] | [0, 52, 57] | [0, 37, 104] | [6, 54, 53, 28, 29] | [6, 51, 55, 24] | [4, 59, 25, 46] | [2, 60, 85] | [2, 30, 84] | [6, 97, 43, 76] | [0, 102, 11, 75] | [4, 64, 65, 49] | [1, 66, 61, 72] | [6, 82, 56, 71, 107] | [3, 98, 79, 41, 70] | [7, 86, 40, 73] | [6, 95, 87] | [6, 20, 69] | [4, 91, 103, 15] | [8, 92, 101, 89] | [1, 68, 44] | [8, 34, 63] | [4, 58, 12, 105] | [3, 81, 62, 93] | [3, 109, 48] | [6, 106]"
