scenario,test_name,total_distance,runtime_ms,tours
"scenario2","dataset_023",4792.97,12.83,"[1, 71, 12, 36] | [2, 58, 27, 68, 30] | [3, 95, 29, 65, 35] | [3, 79, 41, 39] | [9, 40, 90, 57, 13] | [1, 32, 21, 48, 88] | [9, 74, 11, 66, 49] | [6, 51, 83, 82, 43] | [4, 38, 55, 56] | [5, 59, 76, 19, 45] | [5, 86, 60] | [5, 10, 22] | [2, 61, 92] | [2, 52, 31] | [5, 34, 63, 73] | [4, 64, 16, 42] | [3, 67, 105, 50, 81] | [4, 54, 62, 100, 70] | [2, 89, 72, 69] | [4, 28, 106, 75] | [9, 47, 108, 101] | [8, 78, 96, 87] | [8, 26, 94, 80] | [4, 84, 109] | [4, 53, 23] | [4, 91, 24, 25] | [6, 15, 46, 104] | [1, 44, 18, 103] | [4, 98, 85, 33] | [3, 17, 37, 102] | [4, 107, 99, 77] | [3, 93, 14, 20, 97]"
