scenario,test_name,total_distance,runtime_ms,tours
"scenario2","dataset_025",4548.27,13.19,"[9, 40, 12, 51] | [7, 95, 26, 32] | [3, 36, 80] | [3, 30, 64] | [9, 106, 91, 37] | [8, 38, 44, 19] | [0, 42, 61] | [3, 101, 39] | [1, 103, 45, 33, 97] | [0, 78, 24, 108] | [1, 48, 73, 29, 10] | [0, 27, 52, 43] | [9, 70, 18, 66, 50] | [5, 105, 53, 87] | [2, 56, 89, 88, 55] | [2, 57, 92] | [2, 104, 23] | [5, 81, 11, 59] | [0, 72, 54, 63] | [6, 69, 65, 34] | [6, 90, 71, 14, 13] | [6, 75, 74] | [6, 84, 17] | [9, 77, 76, 21] | [9, 82, 94, 25, 16] | [4, 31, 83, 60] | [8, 62, 98, 85] | [4, 79, 96, 93, 58] | [0, 86, 102, 67] | [5, 109, 20, 35] | [4, 28, 68, 46, 107] | [0, 99, 49, 100] | [1, 41, 22] | [5, 15, 47]"
