scenario,test_name,total_distance,runtime_ms,tours
"scenario2","dataset_078",5073.76,12.86,"[3, 54, 10, 74] | [9, 106, 19, 11, 72] | [9, 24, 86, 48] | [1, 21, 32, 42] | [7, 108, 30, 101] | [6, 75, 102, 33] | [5, 38, 80] | [5, 15, 22] | [4, 44, 100, 49] | [7, 45, 69, 103, 16] | [2, 77, 39, 93] | [3, 51, 94, 52] | [8, 83, 53, 57] | [9, 107, 14, 55, 97] | [8, 17, 18, 56, 89] | [6, 76, 59, 62] | [2, 63, 40, 68] | [6, 99, 37, 70] | [6, 79, 66, 50, 47] | [2, 95, 64, 67] | [7, 98, 71, 31] | [3, 104, 81] | [3, 78, 61] | [0, 12, 84, 73] | [3, 29, 41, 96, 85] | [5, 88, 90, 35, 92] | [5, 36, 91, 109] | [6, 23, 65, 25] | [7, 43, 27, 20, 28] | [2, 46, 58, 34] | [3, 13, 82, 60] | [5, 87, 26] | [2, 105]"
