scenario,test_name,total_distance,runtime_ms,tours
"scenario2","dataset_038",5086.79,12.98,"[9, 17, 79, 19, 108] | [1, 76, 32, 21] | [8, 36, 18, 43, 29] | [1, 37, 106, 34] | [9, 38, 80] | [9, 30, 15] | [7, 39, 104, 28] | [6, 44, 52] | [6, 13, 75] | [7, 24, 47, 98] | [3, 88, 51, 102, 53] | [9, 84, 69, 58] | [3, 59, 63, 56] | [7, 31, 77, 74] | [4, 65, 26, 45] | [9, 89, 62, 25] | [5, 10, 107, 23] | [3, 92, 33, 41] | [8, 73, 22, 70, 68] | [1, 71, 42, 72] | [0, 55, 90, 20] | [7, 83, 109, 35, 103] | [6, 94, 12, 101] | [9, 86, 87, 50] | [3, 57, 91, 14] | [9, 105, 100, 27, 95] | [1, 78, 96, 99] | [7, 49, 48, 40, 82] | [1, 67, 16, 93, 54] | [4, 85, 61] | [2, 64, 60] | [9, 11, 81, 46] | [3, 97, 66]"
