scenario,dataset,total_distance_sum,total_time_ms_sum
scenario2,dataset_001,3346.24,3.50
scenario2,dataset_002,3363.50,3.22
scenario2,dataset_003,4154.74,4.00
scenario2,dataset_004,3435.69,3.56
scenario2,dataset_005,3397.89,3.83
scenario2,dataset_006,3692.78,4.08
scenario2,dataset_007,3278.46,3.60
scenario2,dataset_008,3338.28,3.52
scenario2,dataset_009,3539.50,4.47
scenario2,dataset_010,3695.88,4.77
scenario2,dataset_011,3957.87,4.03
scenario2,dataset_012,3254.05,4.58
scenario2,dataset_013,3886.15,5.22
scenario2,dataset_014,3304.71,4.27
scenario2,dataset_015,3649.50,3.89
scenario2,dataset_016,3823.72,5.06
scenario2,dataset_017,3647.42,5.40
scenario2,dataset_018,3533.08,4.67
scenario2,dataset_019,4088.55,7.26
scenario2,dataset_020,3289.41,6.99
scenario2,dataset_021,3816.31,6.76
scenario2,dataset_022,3570.83,3.65
scenario2,dataset_023,3549.10,5.94
scenario2,dataset_024,3438.44,5.40
scenario2,dataset_025,3385.20,4.89
scenario2,dataset_026,3717.02,6.17
scenario2,dataset_027,3970.23,8.07
scenario2,dataset_028,3248.04,5.67
scenario2,dataset_029,3969.27,4.10
scenario2,dataset_030,3534.51,5.82
scenario2,dataset_031,3747.39,7.24
scenario2,dataset_032,3674.73,6.68
scenario2,dataset_033,3469.53,3.16
scenario2,dataset_034,3658.26,6.36
scenario2,dataset_035,3609.77,4.00
scenario2,dataset_036,3240.18,3.10
scenario2,dataset_037,4187.89,10.23
scenario2,dataset_038,3960.81,7.06
scenario2,dataset_039,3759.18,8.48
scenario2,dataset_040,3596.25,4.55
scenario2,dataset_041,4222.47,6.01
scenario2,dataset_042,3433.04,3.17
scenario2,dataset_043,3930.56,7.19
scenario2,dataset_044,3703.92,4.17
scenario2,dataset_045,3484.12,6.88
scenario2,dataset_046,3335.31,2.85
scenario2,dataset_047,3643.79,7.11
scenario2,dataset_048,3891.23,5.82
scenario2,dataset_049,3305.38,5.69
scenario2,dataset_050,3466.29,3.16
scenario2,dataset_051,3509.70,3.11
scenario2,dataset_052,3312.79,6.30
scenario2,dataset_053,4190.86,7.40
scenario2,dataset_054,3592.17,3.21
scenario2,dataset_055,4335.99,7.56
scenario2,dataset_056,3778.04,6.61
scenario2,dataset_057,4083.88,3.85
scenario2,dataset_058,4359.71,6.96
scenario2,dataset_059,4228.06,5.84
scenario2,dataset_060,4352.61,6.54
scenario2,dataset_061,3460.61,5.57
scenario2,dataset_062,3959.47,6.29
scenario2,dataset_063,3427.31,3.13
scenario2,dataset_064,3217.00,5.40
scenario2,dataset_065,3450.29,6.02
scenario2,dataset_066,3787.12,6.35
scenario2,dataset_067,3291.62,5.11
scenario2,dataset_068,3358.21,3.64
scenario2,dataset_069,3625.82,5.25
scenario2,dataset_070,3739.88,3.68
scenario2,dataset_071,3354.98,5.58
scenario2,dataset_072,3780.83,5.08
scenario2,dataset_073,4002.70,8.04
scenario2,dataset_074,3678.95,3.47
scenario2,dataset_075,3410.64,6.80
scenario2,dataset_076,3971.42,7.44
scenario2,dataset_077,3441.94,3.48
scenario2,dataset_078,3765.57,6.40
scenario2,dataset_079,3915.41,7.41
scenario2,dataset_080,3352.45,5.16
scenario2,dataset_081,3356.67,3.04
scenario2,dataset_082,3598.73,3.84
scenario2,dataset_083,4058.90,3.95
scenario2,dataset_084,3475.24,3.35
scenario2,dataset_085,3509.15,8.29
scenario2,dataset_086,3547.44,3.13
scenario2,dataset_087,4269.34,10.14
scenario2,dataset_088,3716.10,6.29
scenario2,dataset_089,3556.67,5.49
scenario2,dataset_090,3892.19,2.74
scenario2,dataset_091,3555.41,9.13
scenario2,dataset_092,3556.37,7.11
scenario2,dataset_093,3442.95,3.33
scenario2,dataset_094,3669.70,7.91
scenario2,dataset_095,3708.30,6.32
scenario2,dataset_096,3754.62,6.97
scenario2,dataset_097,3826.43,5.69
scenario2,dataset_098,3689.39,6.08
scenario2,dataset_099,4304.82,7.20
scenario2,dataset_100,3386.81,3.19
