scenario,dataset,total_distance_sum,total_time_ms_sum
scenario2,dataset_001,3366.042514,15955.931166
scenario2,dataset_002,3673.684967,14515.327208
scenario2,dataset_003,4424.514730,20219.728375
scenario2,dataset_004,3577.351766,14136.149333
scenario2,dataset_005,3783.483916,19152.455166
scenario2,dataset_006,4083.011358,17950.164583
scenario2,dataset_007,3480.135188,14413.921417
scenario2,dataset_008,3598.601858,21005.093292
scenario2,dataset_009,3897.755280,16676.667958
scenario2,dataset_010,3966.666107,12968.134333
scenario2,dataset_011,4477.723471,17003.306417
scenario2,dataset_012,3445.740137,11809.459375
scenario2,dataset_013,4171.607396,17674.390084
scenario2,dataset_014,3610.207676,9654.320375
scenario2,dataset_015,4052.779662,19548.579125
scenario2,dataset_016,4223.100096,14703.471167
scenario2,dataset_017,4204.815400,12328.308458
scenario2,dataset_018,3884.621473,19305.364459
scenario2,dataset_019,4206.754391,20949.126292
scenario2,dataset_020,3446.324734,11884.921583
scenario2,dataset_021,4003.923138,23818.453542
scenario2,dataset_022,3856.336881,16119.701000
scenario2,dataset_023,3701.761388,15968.265208
scenario2,dataset_024,3825.218109,16906.998792
scenario2,dataset_025,3566.138535,21080.087333
scenario2,dataset_026,4002.296870,25643.395667
scenario2,dataset_027,4218.599863,14410.708417
scenario2,dataset_028,3491.027185,18397.245584
scenario2,dataset_029,4206.701406,13469.128708
scenario2,dataset_030,3544.220776,17941.010959
scenario2,dataset_031,3823.348511,25821.082667
scenario2,dataset_032,3907.261313,14256.772667
scenario2,dataset_033,3791.089554,16063.868000
scenario2,dataset_034,3615.605223,10692.481833
scenario2,dataset_035,3907.143695,30083.321375
scenario2,dataset_036,3438.302183,12664.726542
scenario2,dataset_037,4283.253845,29521.422042
scenario2,dataset_038,4307.816971,22994.078375
scenario2,dataset_039,3861.770765,11962.698292
scenario2,dataset_040,3715.458506,10820.978000
scenario2,dataset_041,4253.928743,24773.547208
scenario2,dataset_042,3637.373684,11175.689000
scenario2,dataset_043,3943.573091,16376.190334
scenario2,dataset_044,4142.852391,14135.306792
scenario2,dataset_045,3792.497091,17942.753167
scenario2,dataset_046,3590.432739,13448.747875
scenario2,dataset_047,3728.054079,20655.527917
scenario2,dataset_048,4033.474056,19094.378666
scenario2,dataset_049,3471.155213,21911.402750
scenario2,dataset_050,3768.083993,15931.227375
scenario2,dataset_051,3698.760934,11130.295334
scenario2,dataset_052,3657.549802,11145.123667
scenario2,dataset_053,4205.253129,18906.232750
scenario2,dataset_054,3798.666518,16496.193917
scenario2,dataset_055,4545.397791,21660.119333
scenario2,dataset_056,3914.550149,17386.636792
scenario2,dataset_057,4273.148868,15737.336042
scenario2,dataset_058,4479.873556,25476.352125
scenario2,dataset_059,4398.353186,24441.489708
scenario2,dataset_060,4442.697477,15266.472333
scenario2,dataset_061,3622.493874,27969.262417
scenario2,dataset_062,3751.684857,15512.016584
scenario2,dataset_063,3586.915082,20586.973292
scenario2,dataset_064,3325.177475,13376.450542
scenario2,dataset_065,3761.422239,12813.725792
scenario2,dataset_066,3893.576108,12654.106083
scenario2,dataset_067,3525.040523,16886.860458
scenario2,dataset_068,3560.035314,15002.577334
scenario2,dataset_069,3954.975864,15379.821500
scenario2,dataset_070,3773.741198,10071.055250
scenario2,dataset_071,3570.393142,14885.867375
scenario2,dataset_072,4015.258152,14833.355458
scenario2,dataset_073,4432.813301,27308.019208
scenario2,dataset_074,3935.054982,13583.423166
scenario2,dataset_075,3492.522271,13401.434292
scenario2,dataset_076,4410.511423,18886.126334
scenario2,dataset_077,3664.086331,12577.861416
scenario2,dataset_078,3935.596392,16932.157500
scenario2,dataset_079,4098.202391,14867.292667
scenario2,dataset_080,3488.624310,14658.541750
scenario2,dataset_081,3559.661385,24181.745000
scenario2,dataset_082,3818.589801,13675.175834
scenario2,dataset_083,4122.856500,10747.216750
scenario2,dataset_084,3597.044494,13137.250750
scenario2,dataset_085,4032.976517,19480.145042
scenario2,dataset_086,3878.946790,9745.385166
scenario2,dataset_087,4414.748444,16609.110833
scenario2,dataset_088,3738.385554,17449.740458
scenario2,dataset_089,3715.674427,18543.409666
scenario2,dataset_090,4117.793143,11993.629125
scenario2,dataset_091,3834.765781,22947.404541
scenario2,dataset_092,3761.222079,18269.614000
scenario2,dataset_093,3735.259018,19615.223667
scenario2,dataset_094,4037.738859,15374.535667
scenario2,dataset_095,3743.131380,15535.864625
scenario2,dataset_096,4210.990422,15042.216083
scenario2,dataset_097,3918.604171,11351.428666
scenario2,dataset_098,3987.551163,23538.773083
scenario2,dataset_099,4736.388139,22282.709542
scenario2,dataset_100,3836.863011,24571.984958
