scenario,dataset,total_distance_sum,total_time_ms_sum
scenario2,dataset_001,4335.79,21.45
scenario2,dataset_002,4782.85,21.63
scenario2,dataset_003,5454.31,16.34
scenario2,dataset_004,4137.30,19.02
scenario2,dataset_005,4628.79,16.62
scenario2,dataset_006,5024.11,18.20
scenario2,dataset_007,4378.67,18.04
scenario2,dataset_008,4606.73,17.49
scenario2,dataset_009,4629.41,18.58
scenario2,dataset_010,4795.34,16.06
scenario2,dataset_011,5524.98,16.00
scenario2,dataset_012,4048.61,17.54
scenario2,dataset_013,5057.51,18.93
scenario2,dataset_014,4895.73,17.49
scenario2,dataset_015,4999.23,19.20
scenario2,dataset_016,5352.81,19.27
scenario2,dataset_017,4977.16,18.41
scenario2,dataset_018,4687.61,16.85
scenario2,dataset_019,5060.68,16.15
scenario2,dataset_020,4002.94,17.00
scenario2,dataset_021,4977.02,18.90
scenario2,dataset_022,4463.90,16.91
scenario2,dataset_023,4792.97,17.71
scenario2,dataset_024,5205.76,19.45
scenario2,dataset_025,4548.27,17.69
scenario2,dataset_026,4779.98,19.90
scenario2,dataset_027,5158.22,17.13
scenario2,dataset_028,4393.31,16.96
scenario2,dataset_029,5006.26,20.24
scenario2,dataset_030,4579.63,20.09
scenario2,dataset_031,4473.59,17.99
scenario2,dataset_032,4562.60,15.85
scenario2,dataset_033,4744.79,19.47
scenario2,dataset_034,4709.23,17.01
scenario2,dataset_035,5156.50,18.05
scenario2,dataset_036,4236.02,15.36
scenario2,dataset_037,4996.41,17.52
scenario2,dataset_038,5086.79,17.39
scenario2,dataset_039,5075.93,17.75
scenario2,dataset_040,4346.53,17.62
scenario2,dataset_041,4984.15,17.23
scenario2,dataset_042,4780.71,17.09
scenario2,dataset_043,5002.59,16.29
scenario2,dataset_044,5283.19,18.11
scenario2,dataset_045,4789.74,19.11
scenario2,dataset_046,4549.73,17.58
scenario2,dataset_047,4934.34,20.42
scenario2,dataset_048,4859.32,17.89
scenario2,dataset_049,4069.42,16.86
scenario2,dataset_050,4687.20,18.90
scenario2,dataset_051,4553.93,18.64
scenario2,dataset_052,4493.51,16.11
scenario2,dataset_053,4851.95,17.54
scenario2,dataset_054,4591.64,17.25
scenario2,dataset_055,5320.23,16.71
scenario2,dataset_056,4786.65,16.88
scenario2,dataset_057,5069.13,17.25
scenario2,dataset_058,5000.43,18.28
scenario2,dataset_059,5144.12,16.98
scenario2,dataset_060,5544.19,16.70
scenario2,dataset_061,4464.59,17.44
scenario2,dataset_062,4755.12,19.21
scenario2,dataset_063,4322.09,17.62
scenario2,dataset_064,4703.54,16.74
scenario2,dataset_065,4322.60,19.24
scenario2,dataset_066,4799.54,17.96
scenario2,dataset_067,4503.71,17.28
scenario2,dataset_068,4692.48,17.63
scenario2,dataset_069,4947.74,17.29
scenario2,dataset_070,4658.15,20.27
scenario2,dataset_071,4594.38,18.17
scenario2,dataset_072,4823.30,17.13
scenario2,dataset_073,5335.08,18.65
scenario2,dataset_074,4823.95,19.45
scenario2,dataset_075,4576.77,17.57
scenario2,dataset_076,5291.25,18.90
scenario2,dataset_077,4716.72,16.64
scenario2,dataset_078,5073.76,18.07
scenario2,dataset_079,4865.84,15.79
scenario2,dataset_080,4398.07,19.70
scenario2,dataset_081,4128.65,17.58
scenario2,dataset_082,4702.06,16.12
scenario2,dataset_083,4999.30,18.13
scenario2,dataset_084,4556.24,18.46
scenario2,dataset_085,4787.14,19.50
scenario2,dataset_086,4487.60,18.53
scenario2,dataset_087,5387.16,20.38
scenario2,dataset_088,4559.05,17.30
scenario2,dataset_089,4623.14,17.69
scenario2,dataset_090,4898.77,15.83
scenario2,dataset_091,4478.49,17.24
scenario2,dataset_092,4390.01,15.54
scenario2,dataset_093,4417.63,18.29
scenario2,dataset_094,4984.87,16.53
scenario2,dataset_095,4918.02,17.32
scenario2,dataset_096,5171.32,18.56
scenario2,dataset_097,5150.28,17.37
scenario2,dataset_098,4846.79,18.13
scenario2,dataset_099,5675.10,15.78
scenario2,dataset_100,4593.69,18.83
