scenario,dataset,total_distance_sum,total_time_ms_sum
scenario1,dataset_001,4276.58,16.41
scenario1,dataset_002,4634.21,16.75
scenario1,dataset_003,6156.91,11.70
scenario1,dataset_004,4765.36,14.79
scenario1,dataset_005,4976.93,11.84
scenario1,dataset_006,5405.11,13.27
scenario1,dataset_007,4517.32,13.30
scenario1,dataset_008,4668.57,13.35
scenario1,dataset_009,5084.12,13.95
scenario1,dataset_010,5145.69,11.95
scenario1,dataset_011,6003.35,11.31
scenario1,dataset_012,4586.51,13.00
scenario1,dataset_013,5652.37,12.51
scenario1,dataset_014,4711.11,12.75
scenario1,dataset_015,5435.86,14.99
scenario1,dataset_016,5822.44,15.04
scenario1,dataset_017,5513.44,13.41
scenario1,dataset_018,5083.47,11.99
scenario1,dataset_019,5878.59,10.90
scenario1,dataset_020,4555.82,11.82
scenario1,dataset_021,5498.99,12.98
scenario1,dataset_022,5017.43,11.50
scenario1,dataset_023,4854.46,12.69
scenario1,dataset_024,5063.68,14.61
scenario1,dataset_025,4644.83,13.06
scenario1,dataset_026,5337.80,14.91
scenario1,dataset_027,5704.05,12.54
scenario1,dataset_028,4450.69,12.43
scenario1,dataset_029,5851.47,15.30
scenario1,dataset_030,4763.46,15.61
scenario1,dataset_031,5108.63,13.60
scenario1,dataset_032,5145.68,10.73
scenario1,dataset_033,4988.92,14.95
scenario1,dataset_034,4738.11,13.03
scenario1,dataset_035,5213.55,13.55
scenario1,dataset_036,4499.88,11.09
scenario1,dataset_037,5997.54,12.46
scenario1,dataset_038,5965.11,11.88
scenario1,dataset_039,5001.05,12.35
scenario1,dataset_040,4978.05,12.64
scenario1,dataset_041,6026.30,12.58
scenario1,dataset_042,4804.41,12.18
scenario1,dataset_043,5270.24,11.79
scenario1,dataset_044,5437.56,13.72
scenario1,dataset_045,4979.77,15.24
scenario1,dataset_046,4669.43,13.09
scenario1,dataset_047,4852.01,14.87
scenario1,dataset_048,5391.78,13.80
scenario1,dataset_049,4330.83,11.84
scenario1,dataset_050,4933.49,14.49
scenario1,dataset_051,4847.55,13.81
scenario1,dataset_052,4721.98,11.16
scenario1,dataset_053,5907.87,13.13
scenario1,dataset_054,5020.23,12.01
scenario1,dataset_055,6403.62,12.18
scenario1,dataset_056,5123.30,12.93
scenario1,dataset_057,5821.39,12.44
scenario1,dataset_058,6384.80,13.97
scenario1,dataset_059,6348.43,12.65
scenario1,dataset_060,6223.66,11.36
scenario1,dataset_061,4885.41,13.22
scenario1,dataset_062,5196.50,14.17
scenario1,dataset_063,4669.63,12.25
scenario1,dataset_064,4327.24,11.11
scenario1,dataset_065,4817.89,14.11
scenario1,dataset_066,5212.32,13.05
scenario1,dataset_067,4529.19,11.58
scenario1,dataset_068,4535.65,12.72
scenario1,dataset_069,5233.72,12.58
scenario1,dataset_070,5058.27,14.99
scenario1,dataset_071,4639.08,12.92
scenario1,dataset_072,5329.93,12.14
scenario1,dataset_073,6176.90,14.28
scenario1,dataset_074,5257.16,14.23
scenario1,dataset_075,4617.76,13.20
scenario1,dataset_076,5934.33,13.45
scenario1,dataset_077,4809.03,12.04
scenario1,dataset_078,5365.42,13.27
scenario1,dataset_079,5568.99,12.20
scenario1,dataset_080,4538.71,15.42
scenario1,dataset_081,4595.11,13.00
scenario1,dataset_082,4956.36,11.20
scenario1,dataset_083,5598.39,13.01
scenario1,dataset_084,4778.61,13.61
scenario1,dataset_085,5252.57,14.76
scenario1,dataset_086,4975.67,13.58
scenario1,dataset_087,5981.61,15.76
scenario1,dataset_088,4932.29,12.16
scenario1,dataset_089,4790.05,17.02
scenario1,dataset_090,5568.41,11.67
scenario1,dataset_091,5121.53,11.93
scenario1,dataset_092,4899.59,10.84
scenario1,dataset_093,5123.51,13.60
scenario1,dataset_094,5475.24,12.19
scenario1,dataset_095,4936.50,13.22
scenario1,dataset_096,5676.99,13.10
scenario1,dataset_097,5388.59,12.81
scenario1,dataset_098,5166.66,12.80
scenario1,dataset_099,6509.68,11.49
scenario1,dataset_100,5125.26,14.69
