scenario,dataset,total_distance_sum,total_time_ms_sum
scenario2,dataset_001,3908.97,6.24
scenario2,dataset_002,4408.86,4.91
scenario2,dataset_003,5287.85,5.71
scenario2,dataset_004,4218.99,4.91
scenario2,dataset_005,4705.15,4.88
scenario2,dataset_006,4919.57,4.88
scenario2,dataset_007,4285.89,4.48
scenario2,dataset_008,4305.26,4.89
scenario2,dataset_009,4821.66,5.08
scenario2,dataset_010,4693.08,5.18
scenario2,dataset_011,5422.81,5.34
scenario2,dataset_012,4078.39,4.39
scenario2,dataset_013,5099.65,4.90
scenario2,dataset_014,4372.19,4.76
scenario2,dataset_015,4828.55,5.75
scenario2,dataset_016,5262.20,5.18
scenario2,dataset_017,4825.37,4.66
scenario2,dataset_018,4803.47,4.52
scenario2,dataset_019,5228.56,5.38
scenario2,dataset_020,4356.90,5.23
scenario2,dataset_021,4844.22,5.58
scenario2,dataset_022,4774.43,5.25
scenario2,dataset_023,4376.87,5.03
scenario2,dataset_024,4754.62,4.71
scenario2,dataset_025,4289.86,4.64
scenario2,dataset_026,5223.86,4.90
scenario2,dataset_027,5124.87,5.85
scenario2,dataset_028,4268.19,5.19
scenario2,dataset_029,5341.92,5.93
scenario2,dataset_030,4394.64,4.84
scenario2,dataset_031,4846.22,5.95
scenario2,dataset_032,4652.35,5.51
scenario2,dataset_033,4825.44,4.89
scenario2,dataset_034,4623.41,4.80
scenario2,dataset_035,5084.03,4.77
scenario2,dataset_036,4257.16,4.60
scenario2,dataset_037,5363.14,5.89
scenario2,dataset_038,5598.84,5.11
scenario2,dataset_039,4847.11,4.81
scenario2,dataset_040,4486.46,4.87
scenario2,dataset_041,5111.00,4.69
scenario2,dataset_042,4495.18,4.80
scenario2,dataset_043,5082.32,5.48
scenario2,dataset_044,4847.66,4.48
scenario2,dataset_045,4599.74,5.83
scenario2,dataset_046,4280.06,4.53
scenario2,dataset_047,4590.49,5.27
scenario2,dataset_048,5020.64,4.70
scenario2,dataset_049,4389.02,4.82
scenario2,dataset_050,4490.14,4.70
scenario2,dataset_051,4658.52,4.67
scenario2,dataset_052,4551.43,4.89
scenario2,dataset_053,5174.03,6.16
scenario2,dataset_054,4502.50,4.65
scenario2,dataset_055,5428.93,6.36
scenario2,dataset_056,4841.28,5.10
scenario2,dataset_057,5355.08,6.09
scenario2,dataset_058,5743.76,5.97
scenario2,dataset_059,5292.65,5.05
scenario2,dataset_060,5607.59,5.16
scenario2,dataset_061,4578.06,4.87
scenario2,dataset_062,4949.94,5.76
scenario2,dataset_063,4376.61,4.62
scenario2,dataset_064,4361.56,4.80
scenario2,dataset_065,4443.53,4.40
scenario2,dataset_066,4808.81,4.77
scenario2,dataset_067,4240.60,4.76
scenario2,dataset_068,4148.61,4.61
scenario2,dataset_069,4898.94,5.16
scenario2,dataset_070,4541.02,5.43
scenario2,dataset_071,4338.09,4.95
scenario2,dataset_072,5055.88,4.63
scenario2,dataset_073,5310.11,5.97
scenario2,dataset_074,5063.25,6.22
scenario2,dataset_075,4213.25,5.52
scenario2,dataset_076,5216.49,5.85
scenario2,dataset_077,4279.10,5.08
scenario2,dataset_078,4990.39,4.65
scenario2,dataset_079,4963.08,6.22
scenario2,dataset_080,4222.00,4.61
scenario2,dataset_081,4297.83,4.86
scenario2,dataset_082,4606.47,5.58
scenario2,dataset_083,4936.37,5.90
scenario2,dataset_084,4543.78,4.75
scenario2,dataset_085,4714.40,4.93
scenario2,dataset_086,4731.72,4.62
scenario2,dataset_087,5731.71,5.70
scenario2,dataset_088,4743.01,4.61
scenario2,dataset_089,4479.53,4.71
scenario2,dataset_090,5252.17,4.41
scenario2,dataset_091,4555.86,5.65
scenario2,dataset_092,4853.35,5.04
scenario2,dataset_093,4628.52,5.13
scenario2,dataset_094,4811.37,5.90
scenario2,dataset_095,4457.29,4.70
scenario2,dataset_096,5126.42,5.34
scenario2,dataset_097,4783.88,4.92
scenario2,dataset_098,4919.79,4.69
scenario2,dataset_099,5978.34,5.44
scenario2,dataset_100,4522.42,5.23
