scenario,dataset,total_distance_sum,total_time_ms_sum
scenario3,dataset_001,4616.744935,97.204090
scenario3,dataset_002,4985.978802,112.544153
scenario3,dataset_003,6741.481616,97.359926
scenario3,dataset_004,5296.236383,98.712330
scenario3,dataset_005,5286.488133,92.332529
scenario3,dataset_006,5916.743063,84.154010
scenario3,dataset_007,4795.328989,92.822596
scenario3,dataset_008,4958.637773,81.974063
scenario3,dataset_009,5902.260868,106.687679
scenario3,dataset_010,5747.244067,94.222435
scenario3,dataset_011,6684.440974,105.855208
scenario3,dataset_012,4914.535888,105.417652
scenario3,dataset_013,6067.740732,90.143277
scenario3,dataset_014,4973.416241,94.654943
scenario3,dataset_015,5978.245891,78.708538
scenario3,dataset_016,6165.998679,83.844469
scenario3,dataset_017,6037.785018,80.969846
scenario3,dataset_018,5609.322878,93.545503
scenario3,dataset_019,6507.835567,95.975341
scenario3,dataset_020,4888.968860,93.743683
scenario3,dataset_021,5860.849238,85.393918
scenario3,dataset_022,5552.792710,90.286939
scenario3,dataset_023,5301.643778,82.335219
scenario3,dataset_024,5661.950562,87.641520
scenario3,dataset_025,5147.750455,65.158925
scenario3,dataset_026,5660.049309,84.230623
scenario3,dataset_027,6367.822152,93.086400
scenario3,dataset_028,4785.269622,94.304116
scenario3,dataset_029,6552.883580,93.468586
scenario3,dataset_030,5133.630038,97.099066
scenario3,dataset_031,5527.348317,87.760720
scenario3,dataset_032,5545.527607,98.465444
scenario3,dataset_033,5516.344862,99.827404
scenario3,dataset_034,5168.714965,99.047434
scenario3,dataset_035,5496.997743,91.358516
scenario3,dataset_036,5055.939157,86.928468
scenario3,dataset_037,6551.170757,91.397340
scenario3,dataset_038,6505.040341,95.931204
scenario3,dataset_039,5687.908625,89.823155
scenario3,dataset_040,5492.164258,99.639814
scenario3,dataset_041,6487.636337,99.821233
scenario3,dataset_042,5268.287739,101.354307
scenario3,dataset_043,5892.743056,100.760856
scenario3,dataset_044,5937.327770,103.603417
scenario3,dataset_045,5491.707954,88.800048
scenario3,dataset_046,5053.101350,79.124580
scenario3,dataset_047,5409.122014,87.891175
scenario3,dataset_048,5896.435513,93.328647
scenario3,dataset_049,4714.177032,77.651910
scenario3,dataset_050,5507.284678,96.516307
scenario3,dataset_051,5415.237810,91.509998
scenario3,dataset_052,5148.842865,86.186566
scenario3,dataset_053,6152.348784,99.329297
scenario3,dataset_054,5642.543546,93.920565
scenario3,dataset_055,6668.190303,83.337804
scenario3,dataset_056,5610.798384,82.782800
scenario3,dataset_057,6269.371408,93.858588
scenario3,dataset_058,6881.261158,99.342312
scenario3,dataset_059,6683.639819,82.139535
scenario3,dataset_060,6713.920999,100.797520
scenario3,dataset_061,5098.040137,90.296711
scenario3,dataset_062,5616.080957,92.131392
scenario3,dataset_063,5041.134208,89.467480
scenario3,dataset_064,4608.473820,89.628858
scenario3,dataset_065,5372.294677,97.753607
scenario3,dataset_066,5649.490871,93.819654
scenario3,dataset_067,4843.188476,97.598024
scenario3,dataset_068,5006.798105,82.028882
scenario3,dataset_069,5494.213323,68.439666
scenario3,dataset_070,5797.774767,91.150661
scenario3,dataset_071,4985.539846,94.426609
scenario3,dataset_072,5908.332418,93.454574
scenario3,dataset_073,6748.357585,90.076238
scenario3,dataset_074,5468.931859,92.362699
scenario3,dataset_075,5054.884124,89.299124
scenario3,dataset_076,6592.768764,89.509106
scenario3,dataset_077,5131.673184,93.781935
scenario3,dataset_078,5854.526315,87.254978
scenario3,dataset_079,6044.452934,92.867586
scenario3,dataset_080,4953.183734,97.977746
scenario3,dataset_081,4937.360417,89.666997
scenario3,dataset_082,5429.576642,99.098989
scenario3,dataset_083,5879.348402,92.440807
scenario3,dataset_084,5200.587588,85.436007
scenario3,dataset_085,6060.241846,94.786905
scenario3,dataset_086,5940.671141,98.228017
scenario3,dataset_087,6597.157092,79.629314
scenario3,dataset_088,5455.941557,68.712785
scenario3,dataset_089,5158.345745,97.258054
scenario3,dataset_090,6108.154968,95.222281
scenario3,dataset_091,5887.567927,84.873889
scenario3,dataset_092,5214.773983,96.990981
scenario3,dataset_093,5500.029215,91.948100
scenario3,dataset_094,6047.952535,78.611344
scenario3,dataset_095,5441.217744,92.241000
scenario3,dataset_096,6103.911742,93.895861
scenario3,dataset_097,5979.648840,87.962432
scenario3,dataset_098,5865.934562,91.596723
scenario3,dataset_099,6834.817335,76.318041
scenario3,dataset_100,5598.286230,68.648183
