scenario,dataset,total_distance_sum,total_time_ms_sum
scenario2,dataset_001,3798.585673,1791.973036
scenario2,dataset_002,4129.626419,1829.854022
scenario2,dataset_003,4865.567081,1901.111813
scenario2,dataset_004,3879.525526,1868.560874
scenario2,dataset_005,4164.632175,1693.895593
scenario2,dataset_006,4661.502743,1680.869922
scenario2,dataset_007,3881.354826,1690.485081
scenario2,dataset_008,4081.467144,1672.889606
scenario2,dataset_009,4235.696204,1682.717058
scenario2,dataset_010,4363.959453,1677.665970
scenario2,dataset_011,4829.869485,1707.901039
scenario2,dataset_012,3727.980119,1701.803040
scenario2,dataset_013,4533.626849,1697.806833
scenario2,dataset_014,4026.367229,1676.948803
scenario2,dataset_015,4324.704660,1698.523220
scenario2,dataset_016,4662.723401,1746.928658
scenario2,dataset_017,4718.368432,1668.402588
scenario2,dataset_018,4325.009647,1668.264387
scenario2,dataset_019,4705.527262,1656.020136
scenario2,dataset_020,3883.594807,1658.920795
scenario2,dataset_021,4470.855790,1683.905006
scenario2,dataset_022,4088.192630,1672.795407
scenario2,dataset_023,4158.011005,1671.401721
scenario2,dataset_024,4118.497073,1710.185209
scenario2,dataset_025,3886.237768,1732.183505
scenario2,dataset_026,4446.848860,1666.729556
scenario2,dataset_027,4748.817772,1693.724305
scenario2,dataset_028,3830.321039,1702.188377
scenario2,dataset_029,4821.074686,1675.675257
scenario2,dataset_030,4024.850809,1669.288453
scenario2,dataset_031,4034.035012,1650.885994
scenario2,dataset_032,4271.127335,1665.052453
scenario2,dataset_033,4251.018215,1679.019425
scenario2,dataset_034,3938.622140,1654.078229
scenario2,dataset_035,4204.634253,1702.052091
scenario2,dataset_036,3984.579012,1692.176486
scenario2,dataset_037,4815.834138,1712.282484
scenario2,dataset_038,4847.229633,1717.417021
scenario2,dataset_039,4327.705970,1752.857273
scenario2,dataset_040,3963.302397,1665.130648
scenario2,dataset_041,4891.908350,1658.823674
scenario2,dataset_042,4012.889092,1637.946220
scenario2,dataset_043,4344.504612,1620.504432
scenario2,dataset_044,4503.927307,1639.122260
scenario2,dataset_045,4143.206016,1660.268565
scenario2,dataset_046,4067.878953,1658.619563
scenario2,dataset_047,4087.893002,1642.190543
scenario2,dataset_048,4378.489809,1625.203854
scenario2,dataset_049,3876.206453,1706.572824
scenario2,dataset_050,4146.648434,1719.275925
scenario2,dataset_051,4102.560836,1738.592235
scenario2,dataset_052,3994.169341,1679.910509
scenario2,dataset_053,4790.025627,1644.075176
scenario2,dataset_054,4268.048374,1661.176240
scenario2,dataset_055,4980.588736,1657.779802
scenario2,dataset_056,4290.748685,1629.103276
scenario2,dataset_057,4758.703685,1620.209741
scenario2,dataset_058,5062.380793,1628.419619
scenario2,dataset_059,4940.841838,1644.266429
scenario2,dataset_060,4828.476572,1650.069774
scenario2,dataset_061,3828.325490,1641.975597
scenario2,dataset_062,4209.740402,1631.393415
scenario2,dataset_063,3909.270698,1661.939785
scenario2,dataset_064,3711.512163,1658.700746
scenario2,dataset_065,4201.069184,1625.197557
scenario2,dataset_066,4163.554805,1635.547207
scenario2,dataset_067,3901.675995,1668.677664
scenario2,dataset_068,3754.676108,1670.411970
scenario2,dataset_069,4300.493243,1655.241525
scenario2,dataset_070,4172.144144,1664.248879
scenario2,dataset_071,3869.027963,1699.725869
scenario2,dataset_072,4569.351970,1674.781620
scenario2,dataset_073,4835.273349,1653.721197
scenario2,dataset_074,4299.481319,1647.320443
scenario2,dataset_075,3804.024663,1664.552691
scenario2,dataset_076,4742.933284,1645.466486
scenario2,dataset_077,4094.661832,1616.471279
scenario2,dataset_078,4297.210405,1644.029729
scenario2,dataset_079,4496.298717,1618.402121
scenario2,dataset_080,4009.090829,1638.083533
scenario2,dataset_081,3827.186331,1635.434462
scenario2,dataset_082,4300.632735,1625.182513
scenario2,dataset_083,4541.447404,1667.315344
scenario2,dataset_084,3974.069848,1657.153033
scenario2,dataset_085,4547.383341,1688.172462
scenario2,dataset_086,4282.833256,1625.453085
scenario2,dataset_087,4906.498073,1637.700986
scenario2,dataset_088,4124.749869,1660.866476
scenario2,dataset_089,4208.620950,1721.706767
scenario2,dataset_090,4659.039713,1694.479445
scenario2,dataset_091,4264.420748,1666.748907
scenario2,dataset_092,4238.834385,1651.571452
scenario2,dataset_093,4132.547053,1630.872479
scenario2,dataset_094,4614.647276,1665.512931
scenario2,dataset_095,3904.089353,1650.281292
scenario2,dataset_096,4552.350354,1643.406571
scenario2,dataset_097,4372.152162,1616.562840
scenario2,dataset_098,4526.666698,1612.912854
scenario2,dataset_099,5094.234665,1608.560939
scenario2,dataset_100,4160.046551,1655.635570
