scenario,dataset,total_distance_sum,total_time_ms_sum
scenario1,dataset_001,4248.483586,704.481798
scenario1,dataset_002,4598.123467,860.836734
scenario1,dataset_003,6128.893024,717.303800
scenario1,dataset_004,4670.516938,793.546181
scenario1,dataset_005,4887.238980,506.615450
scenario1,dataset_006,5306.111974,595.755148
scenario1,dataset_007,4433.421957,814.361624
scenario1,dataset_008,4611.437400,726.708435
scenario1,dataset_009,5003.350649,615.255704
scenario1,dataset_010,5101.544698,653.871361
scenario1,dataset_011,5928.864670,673.667253
scenario1,dataset_012,4479.955842,499.603318
scenario1,dataset_013,5568.098783,671.441447
scenario1,dataset_014,4637.235404,676.296279
scenario1,dataset_015,5344.142100,592.369630
scenario1,dataset_016,5670.485990,636.569576
scenario1,dataset_017,5417.200148,407.417090
scenario1,dataset_018,5023.932563,575.947970
scenario1,dataset_019,5852.097068,565.649128
scenario1,dataset_020,4537.060701,468.725503
scenario1,dataset_021,5400.978057,510.062995
scenario1,dataset_022,4996.428536,445.939823
scenario1,dataset_023,4814.448877,480.206230
scenario1,dataset_024,4956.571842,620.284131
scenario1,dataset_025,4546.668965,398.717165
scenario1,dataset_026,5263.507097,561.788829
scenario1,dataset_027,5696.865834,523.714468
scenario1,dataset_028,4379.599934,573.198177
scenario1,dataset_029,5835.740489,670.218586
scenario1,dataset_030,4706.074007,663.551467
scenario1,dataset_031,5031.745773,498.853856
scenario1,dataset_032,5092.594757,589.029623
scenario1,dataset_033,4855.477281,724.359612
scenario1,dataset_034,4655.053146,512.573445
scenario1,dataset_035,5116.865271,640.907513
scenario1,dataset_036,4486.850375,448.885551
scenario1,dataset_037,5961.060998,1006.019245
scenario1,dataset_038,5895.505727,641.505695
scenario1,dataset_039,4993.593173,605.241676
scenario1,dataset_040,4961.180188,673.837178
scenario1,dataset_041,5981.360718,1128.576632
scenario1,dataset_042,4750.014436,757.334241
scenario1,dataset_043,5256.801708,893.262223
scenario1,dataset_044,5391.401284,579.839353
scenario1,dataset_045,4949.100298,615.480199
scenario1,dataset_046,4605.877715,586.229463
scenario1,dataset_047,4815.986134,639.831209
scenario1,dataset_048,5341.815737,743.402242
scenario1,dataset_049,4283.275975,602.390052
scenario1,dataset_050,4913.087266,431.347054
scenario1,dataset_051,4804.034455,487.891839
scenario1,dataset_052,4677.346888,594.535824
scenario1,dataset_053,5803.730840,488.345715
scenario1,dataset_054,5003.325448,686.828234
scenario1,dataset_055,6334.284191,919.876137
scenario1,dataset_056,5060.712135,599.024280
scenario1,dataset_057,5780.613563,492.651454
scenario1,dataset_058,6339.573644,634.168081
scenario1,dataset_059,6261.519708,373.359350
scenario1,dataset_060,6165.991406,741.359620
scenario1,dataset_061,4795.122518,591.823297
scenario1,dataset_062,5130.047826,596.472978
scenario1,dataset_063,4655.462046,807.793791
scenario1,dataset_064,4326.527011,577.809623
scenario1,dataset_065,4778.042415,547.720422
scenario1,dataset_066,5124.430207,570.101836
scenario1,dataset_067,4470.460658,501.445526
scenario1,dataset_068,4470.380135,768.425847
scenario1,dataset_069,5164.263006,574.182527
scenario1,dataset_070,4974.606641,526.318733
scenario1,dataset_071,4587.054305,627.112312
scenario1,dataset_072,5257.349580,409.128704
scenario1,dataset_073,6062.510993,405.245503
scenario1,dataset_074,5198.534204,490.532466
scenario1,dataset_075,4565.404277,748.150773
scenario1,dataset_076,5874.804052,542.111221
scenario1,dataset_077,4784.474639,466.624535
scenario1,dataset_078,5283.768399,683.381328
scenario1,dataset_079,5555.734697,567.757785
scenario1,dataset_080,4444.912479,395.049635
scenario1,dataset_081,4537.450723,642.041338
scenario1,dataset_082,4914.378193,590.881149
scenario1,dataset_083,5534.058257,732.378430
scenario1,dataset_084,4687.394728,706.911002
scenario1,dataset_085,5162.350549,471.968830
scenario1,dataset_086,4918.348774,502.157389
scenario1,dataset_087,5886.583628,666.730117
scenario1,dataset_088,4917.142036,710.906365
scenario1,dataset_089,4678.762976,492.754702
scenario1,dataset_090,5553.071234,606.218481
scenario1,dataset_091,5103.845540,749.677607
scenario1,dataset_092,4870.508441,602.658042
scenario1,dataset_093,5081.212555,551.456660
scenario1,dataset_094,5462.188899,663.492804
scenario1,dataset_095,4867.722454,497.221383
scenario1,dataset_096,5613.259067,388.230765
scenario1,dataset_097,5309.337224,585.265635
scenario1,dataset_098,5132.621859,461.178741
scenario1,dataset_099,6438.740809,654.471574
scenario1,dataset_100,5071.048449,639.793135
