scenario,dataset,total_distance_sum,total_time_ms_sum
scenario1,dataset_001,4347.88,3.74
scenario1,dataset_002,4680.89,3.35
scenario1,dataset_003,6226.05,6.47
scenario1,dataset_004,4771.72,5.04
scenario1,dataset_005,4957.30,4.17
scenario1,dataset_006,5381.03,4.75
scenario1,dataset_007,4484.60,4.06
scenario1,dataset_008,4684.14,4.02
scenario1,dataset_009,5070.08,2.60
scenario1,dataset_010,5214.76,2.74
scenario1,dataset_011,6034.56,2.06
scenario1,dataset_012,4610.25,2.75
scenario1,dataset_013,5657.54,2.99
scenario1,dataset_014,4716.60,2.44
scenario1,dataset_015,5412.67,2.25
scenario1,dataset_016,5697.38,2.95
scenario1,dataset_017,5483.57,2.79
scenario1,dataset_018,5112.31,1.65
scenario1,dataset_019,5967.67,3.73
scenario1,dataset_020,4606.60,2.66
scenario1,dataset_021,5525.87,2.11
scenario1,dataset_022,5088.28,3.88
scenario1,dataset_023,4883.18,3.56
scenario1,dataset_024,5012.25,1.74
scenario1,dataset_025,4717.16,3.23
scenario1,dataset_026,5374.25,2.34
scenario1,dataset_027,5859.27,5.02
scenario1,dataset_028,4447.63,1.88
scenario1,dataset_029,5932.45,4.05
scenario1,dataset_030,4756.07,3.20
scenario1,dataset_031,5141.24,2.44
scenario1,dataset_032,5174.40,3.30
scenario1,dataset_033,4909.03,2.92
scenario1,dataset_034,4790.51,1.86
scenario1,dataset_035,5316.88,3.09
scenario1,dataset_036,4514.04,2.18
scenario1,dataset_037,6126.83,2.92
scenario1,dataset_038,6041.07,2.23
scenario1,dataset_039,5077.60,2.33
scenario1,dataset_040,5102.48,2.02
scenario1,dataset_041,6110.74,2.04
scenario1,dataset_042,4847.92,2.29
scenario1,dataset_043,5423.37,3.20
scenario1,dataset_044,5443.37,1.63
scenario1,dataset_045,5039.72,2.32
scenario1,dataset_046,4701.86,2.36
scenario1,dataset_047,4933.24,2.68
scenario1,dataset_048,5475.29,2.22
scenario1,dataset_049,4428.01,6.23
scenario1,dataset_050,4967.43,1.99
scenario1,dataset_051,4938.10,2.72
scenario1,dataset_052,4716.85,3.89
scenario1,dataset_053,5925.41,4.88
scenario1,dataset_054,5081.05,5.67
scenario1,dataset_055,6423.69,6.01
scenario1,dataset_056,5252.47,4.08
scenario1,dataset_057,6028.18,2.25
scenario1,dataset_058,6439.97,4.45
scenario1,dataset_059,6337.04,3.79
scenario1,dataset_060,6294.56,1.91
scenario1,dataset_061,4844.70,2.55
scenario1,dataset_062,5192.48,2.67
scenario1,dataset_063,4766.12,1.85
scenario1,dataset_064,4489.40,2.21
scenario1,dataset_065,4874.43,3.06
scenario1,dataset_066,5256.05,3.17
scenario1,dataset_067,4556.17,1.73
scenario1,dataset_068,4519.20,3.13
scenario1,dataset_069,5306.96,2.82
scenario1,dataset_070,5158.68,1.96
scenario1,dataset_071,4685.83,3.76
scenario1,dataset_072,5334.85,2.47
scenario1,dataset_073,6136.69,2.77
scenario1,dataset_074,5324.76,2.02
scenario1,dataset_075,4699.94,6.07
scenario1,dataset_076,5954.81,2.16
scenario1,dataset_077,4818.86,2.71
scenario1,dataset_078,5384.09,3.18
scenario1,dataset_079,5682.90,4.63
scenario1,dataset_080,4517.14,1.64
scenario1,dataset_081,4735.53,3.91
scenario1,dataset_082,5104.00,3.91
scenario1,dataset_083,5630.70,2.30
scenario1,dataset_084,4778.66,2.40
scenario1,dataset_085,5260.07,7.51
scenario1,dataset_086,5046.33,4.41
scenario1,dataset_087,6032.72,5.81
scenario1,dataset_088,5017.72,2.88
scenario1,dataset_089,4767.33,2.57
scenario1,dataset_090,5654.14,1.52
scenario1,dataset_091,5255.52,3.75
scenario1,dataset_092,5034.43,3.89
scenario1,dataset_093,5153.33,1.93
scenario1,dataset_094,5506.29,7.23
scenario1,dataset_095,4946.74,4.02
scenario1,dataset_096,5700.74,2.42
scenario1,dataset_097,5455.79,2.20
scenario1,dataset_098,5282.03,2.13
scenario1,dataset_099,6627.52,2.79
scenario1,dataset_100,5088.82,2.09
