scenario,test_name,total_distance,runtime_ms,tours
"scenario1","cluster_01.json",587.22,0.33,"[0, 12, 14] | [0, 7, 13] | [0, 6, 9] | [0, 4, 5] | [0, 3, 8] | [0, 2, 10] | [0, 1, 11]"
"scenario1","cluster_02.json",595.11,0.23,"[0, 6, 7] | [0, 5, 9] | [0, 4, 12] | [0, 3, 8] | [0, 2, 11] | [0, 1, 10]"
"scenario1","cluster_03.json",862.40,0.38,"[0, 11, 12] | [0, 10, 14] | [0, 9, 13] | [0, 7, 8] | [0, 6, 16] | [0, 4, 15] | [0, 2, 5] | [0, 1, 3]"
"scenario1","cluster_04.json",120.59,0.06,"[0, 3, 4] | [0, 2, 5] | [0, 1, 6]"
"scenario1","cluster_05.json",93.12,0.05,"[0, 2, 4] | [0, 1, 3]"
"scenario1","cluster_06.json",665.87,0.19,"[0, 8, 10] | [0, 6, 9] | [0, 4, 5] | [0, 3, 7] | [0, 1, 2]"
"scenario1","cluster_07.json",167.23,0.04,"[0, 2, 4] | [0, 1, 3]"
"scenario1","cluster_08.json",600.57,0.45,"[0, 14, 15] | [0, 9, 13] | [0, 6, 11] | [0, 5, 12] | [0, 4, 8] | [0, 3, 10] | [0, 2, 7] | [0, 1, 16]"
"scenario1","cluster_09.json",639.55,0.19,"[0, 11, 13] | [0, 9, 10] | [0, 8, 12] | [0, 6, 7] | [0, 4, 5] | [0, 2, 14] | [0, 1, 3]"
"scenario1","cluster_10.json",349.23,0.09,"[0, 6, 8] | [0, 4, 5] | [0, 2, 3] | [0, 1, 7]"
