scenario,dataset,total_distance_sum,total_time_ms_sum
scenario1,dataset_001,31638.51,56.41
scenario1,dataset_002,35131.30,64.74
scenario1,dataset_003,38983.92,113.34
scenario1,dataset_004,37586.99,102.40
scenario1,dataset_005,41362.35,77.40
scenario1,dataset_006,31174.79,73.80
scenario1,dataset_007,31897.98,64.91
scenario1,dataset_008,32706.76,63.72
scenario1,dataset_009,29387.69,59.00
scenario1,dataset_010,32882.80,65.41
scenario1,dataset_011,30581.86,61.66
scenario1,dataset_012,30377.69,62.71
scenario1,dataset_013,31980.73,68.03
scenario1,dataset_014,30572.60,80.94
scenario1,dataset_015,30423.82,61.76
scenario1,dataset_016,31595.12,65.83
scenario1,dataset_017,28918.99,61.95
scenario1,dataset_018,31938.68,68.95
scenario1,dataset_019,33665.21,69.95
scenario1,dataset_020,29682.46,65.28
scenario1,dataset_021,35630.16,75.86
scenario1,dataset_022,32758.54,81.82
scenario1,dataset_023,28949.94,56.97
scenario1,dataset_024,29544.84,63.17
scenario1,dataset_025,34021.89,69.89
scenario1,dataset_026,34706.60,63.70
scenario1,dataset_027,34150.11,75.97
scenario1,dataset_028,30703.55,58.65
scenario1,dataset_029,31926.01,65.97
scenario1,dataset_030,32882.00,68.43
scenario1,dataset_031,32033.50,69.60
scenario1,dataset_032,32245.41,61.08
scenario1,dataset_033,30026.20,56.13
scenario1,dataset_034,30658.58,69.55
scenario1,dataset_035,36765.65,83.34
scenario1,dataset_036,30724.35,70.82
scenario1,dataset_037,30561.92,62.26
scenario1,dataset_038,46815.57,85.40
scenario1,dataset_039,32583.68,58.54
scenario1,dataset_040,32581.75,66.44
scenario1,dataset_041,32231.08,63.96
scenario1,dataset_042,32626.02,69.43
scenario1,dataset_043,30491.44,54.87
scenario1,dataset_044,30451.53,61.64
scenario1,dataset_045,33331.44,71.31
scenario1,dataset_046,34717.18,76.10
scenario1,dataset_047,30259.69,66.60
scenario1,dataset_048,27217.69,65.40
scenario1,dataset_049,32871.07,63.73
scenario1,dataset_050,33901.24,64.83
