scenario,dataset,total_distance_sum,total_time_ms_sum
scenario2,dataset_001,23603.87,96.66
scenario2,dataset_002,26482.20,105.12
scenario2,dataset_003,28414.12,169.58
scenario2,dataset_004,27658.77,172.95
scenario2,dataset_005,29655.24,139.99
scenario2,dataset_006,23821.56,105.86
scenario2,dataset_007,24328.53,106.73
scenario2,dataset_008,24691.29,104.53
scenario2,dataset_009,22355.79,110.05
scenario2,dataset_010,24750.58,105.44
scenario2,dataset_011,23141.51,112.19
scenario2,dataset_012,23111.41,101.97
scenario2,dataset_013,24060.92,112.06
scenario2,dataset_014,23008.44,113.50
scenario2,dataset_015,23090.40,101.69
scenario2,dataset_016,23681.01,108.31
scenario2,dataset_017,22029.17,125.12
scenario2,dataset_018,24096.93,112.81
scenario2,dataset_019,25008.43,109.07
scenario2,dataset_020,23028.49,107.77
scenario2,dataset_021,26436.63,123.45
scenario2,dataset_022,24425.61,135.08
scenario2,dataset_023,22242.07,94.71
scenario2,dataset_024,22776.05,114.09
scenario2,dataset_025,25980.70,117.87
scenario2,dataset_026,25854.43,110.61
scenario2,dataset_027,25444.12,122.12
scenario2,dataset_028,23313.20,102.09
scenario2,dataset_029,23615.04,111.80
scenario2,dataset_030,24584.55,111.35
scenario2,dataset_031,23778.06,112.17
scenario2,dataset_032,24251.48,103.76
scenario2,dataset_033,22833.83,99.87
scenario2,dataset_034,23091.91,115.85
scenario2,dataset_035,27421.39,132.54
scenario2,dataset_036,23155.47,122.21
scenario2,dataset_037,23327.24,102.32
scenario2,dataset_038,33185.95,135.44
scenario2,dataset_039,24699.18,105.03
scenario2,dataset_040,24325.96,104.24
scenario2,dataset_041,24572.63,101.68
scenario2,dataset_042,24923.72,119.95
scenario2,dataset_043,23078.31,90.16
scenario2,dataset_044,23287.81,93.49
scenario2,dataset_045,24888.42,116.90
scenario2,dataset_046,25599.71,116.27
scenario2,dataset_047,22974.43,120.13
scenario2,dataset_048,21405.24,104.74
scenario2,dataset_049,24827.97,104.74
scenario2,dataset_050,25113.10,110.80
