scenario,dataset,total_distance_sum,total_time_ms_sum
scenario1,dataset_001,32194.417909,37301.378041
scenario1,dataset_002,35690.132028,37587.649959
scenario1,dataset_003,39507.086350,37773.851375
scenario1,dataset_004,38152.912349,39803.660625
scenario1,dataset_005,41976.717318,39879.345000
scenario1,dataset_006,31645.346159,36664.237250
scenario1,dataset_007,32576.745695,38080.735375
scenario1,dataset_008,33127.009831,38161.297125
scenario1,dataset_009,29873.668693,37762.770125
scenario1,dataset_010,33451.267013,37740.706916
scenario1,dataset_011,31145.300196,37329.268250
scenario1,dataset_012,30936.936696,37176.884542
scenario1,dataset_013,32473.941434,36579.689792
scenario1,dataset_014,31093.126870,36609.655000
scenario1,dataset_015,30870.430417,38158.657833
scenario1,dataset_016,31989.411076,37984.799625
scenario1,dataset_017,29593.770499,38381.571208
scenario1,dataset_018,32373.502288,37924.658625
scenario1,dataset_019,34203.577978,37695.566792
scenario1,dataset_020,30046.828863,38250.318709
scenario1,dataset_021,36110.419016,39235.000333
scenario1,dataset_022,33229.546615,37881.717333
scenario1,dataset_023,29439.013598,38200.439208
scenario1,dataset_024,29928.985037,38549.750791
scenario1,dataset_025,34548.102074,39755.662542
scenario1,dataset_026,35321.076727,40442.753500
scenario1,dataset_027,34696.741652,37426.177958
scenario1,dataset_028,31289.650880,36259.098625
scenario1,dataset_029,32329.357179,37701.098125
scenario1,dataset_030,33498.819117,37581.215708
scenario1,dataset_031,32630.603262,39960.522166
scenario1,dataset_032,32752.556971,38544.095875
scenario1,dataset_033,30504.859575,38564.795000
scenario1,dataset_034,31190.436913,37876.442667
scenario1,dataset_035,37274.800424,40026.173834
scenario1,dataset_036,31181.291931,37894.320208
scenario1,dataset_037,31057.271124,38021.244334
scenario1,dataset_038,47383.745150,41416.044584
scenario1,dataset_039,33119.065650,38608.937875
scenario1,dataset_040,32975.297693,38690.743541
scenario1,dataset_041,32662.817635,37810.668042
scenario1,dataset_042,33082.913940,38117.193500
scenario1,dataset_043,31083.195238,28575.837334
scenario1,dataset_044,31022.065054,28536.994959
scenario1,dataset_045,33912.232137,29511.043333
scenario1,dataset_046,35222.406416,29584.790958
scenario1,dataset_047,30881.043538,29489.337833
scenario1,dataset_048,27932.115445,29461.284292
scenario1,dataset_049,33412.899963,29349.120333
scenario1,dataset_050,34276.352091,29526.931333
