scenario,dataset,total_distance_sum,total_time_ms_sum
scenario2,dataset_001,23440.18,1544.24
scenario2,dataset_002,26166.69,1452.14
scenario2,dataset_003,28025.33,1503.69
scenario2,dataset_004,27247.79,1577.42
scenario2,dataset_005,29447.66,1432.58
scenario2,dataset_006,23422.08,1467.95
scenario2,dataset_007,24522.37,1368.66
scenario2,dataset_008,24101.67,1370.55
scenario2,dataset_009,22146.87,1442.93
scenario2,dataset_010,24228.95,1429.29
scenario2,dataset_011,22683.56,1677.02
scenario2,dataset_012,23139.29,1357.42
scenario2,dataset_013,23728.48,1464.60
scenario2,dataset_014,23367.35,1488.64
scenario2,dataset_015,22799.69,1443.97
scenario2,dataset_016,23889.60,1453.97
scenario2,dataset_017,22580.01,1406.57
scenario2,dataset_018,24246.27,1587.44
scenario2,dataset_019,24522.46,1489.44
scenario2,dataset_020,22415.36,1727.31
scenario2,dataset_021,25786.39,1441.39
scenario2,dataset_022,24453.54,1548.86
scenario2,dataset_023,22373.97,1380.21
scenario2,dataset_024,22099.61,1442.30
scenario2,dataset_025,25456.14,1603.10
scenario2,dataset_026,25319.83,1502.09
scenario2,dataset_027,25113.56,1698.49
scenario2,dataset_028,23136.44,1445.61
scenario2,dataset_029,23907.97,1328.85
scenario2,dataset_030,24567.85,1376.18
scenario2,dataset_031,23803.40,1455.32
scenario2,dataset_032,23961.84,1579.80
scenario2,dataset_033,22579.02,1494.96
scenario2,dataset_034,22836.41,1681.15
scenario2,dataset_035,26820.05,1789.59
scenario2,dataset_036,23584.76,1486.12
scenario2,dataset_037,22972.16,1530.81
scenario2,dataset_038,33046.11,1447.50
scenario2,dataset_039,24370.80,1472.22
scenario2,dataset_040,24665.58,1433.16
scenario2,dataset_041,24567.51,1445.01
scenario2,dataset_042,24593.19,1583.30
scenario2,dataset_043,22700.07,1402.08
scenario2,dataset_044,23221.65,1505.37
scenario2,dataset_045,24585.50,1403.42
scenario2,dataset_046,25283.01,1419.16
scenario2,dataset_047,22832.29,1419.65
scenario2,dataset_048,21243.75,1318.02
scenario2,dataset_049,24277.42,1641.17
scenario2,dataset_050,24775.98,1495.04
