scenario,test_name,total_distance,runtime_ms,tours
"scenario3","cluster_01.json",802.94,0.26,"[0, 9, 12] | [0, 8, 15] | [0, 6, 10] | [0, 5, 14] | [0, 4, 13] | [0, 3, 16] | [0, 2, 11] | [0, 1, 7]"
"scenario3","cluster_02.json",747.23,0.20,"[0, 13, 16] | [0, 12, 14] | [0, 9, 10] | [0, 7, 8] | [0, 6, 11] | [0, 4, 5] | [0, 2, 15] | [0, 1, 3]"
"scenario3","cluster_03.json",79.82,0.02,"[0, 1, 4] | [0, 2] | [0, 3]"
"scenario3","cluster_04.json",203.28,0.04,"[0, 4, 6] | [0, 2, 3] | [0, 1, 5]"
"scenario3","cluster_05.json",122.18,0.01,"[0, 1] | [0, 2]"
"scenario3","cluster_06.json",633.30,0.11,"[0, 9, 10] | [0, 6, 11] | [0, 5, 8] | [0, 4, 12] | [0, 2, 7] | [0, 1, 3]"
"scenario3","cluster_07.json",231.69,0.04,"[0, 5, 6] | [0, 3, 4] | [0, 1, 2]"
"scenario3","cluster_08.json",698.55,0.15,"[0, 11, 12] | [0, 7, 9] | [0, 5, 8] | [0, 4, 6] | [0, 2, 3] | [0, 1, 10]"
"scenario3","cluster_09.json",1383.72,0.64,"[0, 21, 22] | [0, 15, 17] | [0, 14, 16] | [0, 12, 20] | [0, 9, 13] | [0, 8, 10] | [0, 6, 11] | [0, 5, 7] | [0, 4, 19] | [0, 2, 18] | [0, 1, 3]"
"scenario3","cluster_10.json",371.47,0.16,"[0, 5, 6] | [0, 3, 4] | [0, 2, 8] | [0, 1, 7]"
