scenario,test_name,total_distance,runtime_ms,tours
"scenario3","cluster_01.json",781.12,0.20,"[0, 10, 11] | [0, 8, 12] | [0, 5, 9] | [0, 3, 6] | [0, 2, 7] | [0, 1, 4]"
"scenario3","cluster_02.json",482.05,0.08,"[0, 3, 5] | [0, 2, 8] | [0, 1, 4] | [0, 6] | [0, 7]"
"scenario3","cluster_03.json",498.71,0.14,"[0, 6, 9] | [0, 4, 8] | [0, 3, 5] | [0, 2, 10] | [0, 1, 7]"
"scenario3","cluster_04.json",582.96,0.18,"[0, 11, 12] | [0, 6, 8] | [0, 5, 10] | [0, 4, 7] | [0, 3, 9] | [0, 1, 2]"
"scenario3","cluster_05.json",1206.98,0.27,"[0, 10, 11] | [0, 8, 9] | [0, 7, 13] | [0, 6, 16] | [0, 5, 12] | [0, 3, 15] | [0, 2, 14] | [0, 1, 4]"
"scenario3","cluster_06.json",752.15,0.29,"[0, 11, 13] | [0, 7, 10] | [0, 5, 14] | [0, 4, 9] | [0, 3, 8] | [0, 2, 6] | [0, 1, 12]"
"scenario3","cluster_07.json",160.65,0.08,"[0, 4, 6] | [0, 2, 5] | [0, 1, 3]"
"scenario3","cluster_08.json",570.27,0.22,"[0, 9, 10] | [0, 6, 7] | [0, 4, 8] | [0, 3, 11] | [0, 2, 12] | [0, 1, 5]"
"scenario3","cluster_09.json",329.89,0.06,"[0, 3, 5] | [0, 2, 6] | [0, 1, 4]"
"scenario3","cluster_10.json",423.08,0.11,"[0, 6, 7] | [0, 4, 8] | [0, 3, 9] | [0, 2, 10] | [0, 1, 5]"
