scenario,test_name,total_distance,runtime_ms,tours
"scenario3","cluster_01.json",493.73,0.17,"[0, 10, 12] | [0, 8, 11] | [0, 6, 7] | [0, 4, 9] | [0, 2, 5] | [0, 1, 3]"
"scenario3","cluster_02.json",1847.29,0.38,"[0, 21, 24] | [0, 19, 20] | [0, 15, 16] | [0, 13, 17] | [0, 11, 14] | [0, 8, 23] | [0, 7, 9] | [0, 5, 12] | [0, 4, 18] | [0, 3, 10] | [0, 2, 22] | [0, 1, 6]"
"scenario3","cluster_03.json",340.83,0.06,"[0, 4, 5] | [0, 2, 3] | [0, 1, 6]"
"scenario3","cluster_04.json",99.36,0.03,"[0, 1, 4] | [0, 2] | [0, 3]"
"scenario3","cluster_05.json",355.81,0.06,"[0, 6, 7] | [0, 5, 8] | [0, 1, 2] | [0, 3] | [0, 4]"
"scenario3","cluster_06.json",446.89,0.20,"[0, 11, 12] | [0, 5, 8] | [0, 4, 6] | [0, 3, 7] | [0, 2, 10] | [0, 1, 9]"
"scenario3","cluster_07.json",142.36,0.02,"[0, 1] | [0, 2]"
"scenario3","cluster_08.json",506.52,0.14,"[0, 9, 10] | [0, 6, 8] | [0, 3, 7] | [0, 2, 5] | [0, 1, 4]"
"scenario3","cluster_09.json",157.14,0.03,"[0, 2, 4] | [0, 1, 3]"
"scenario3","cluster_10.json",2038.99,0.41,"[0, 20, 21] | [0, 18, 22] | [0, 16, 19] | [0, 14, 17] | [0, 9, 10] | [0, 8, 13] | [0, 7, 23] | [0, 6, 11] | [0, 5, 12] | [0, 3, 15] | [0, 2, 4] | [0, 1, 24]"
