scenario,test_name,total_distance,runtime_ms,tours
"scenario3","cluster_01.json",353.85,0.07,"[0, 2, 6] | [0, 1, 3] | [0, 4] | [0, 5]"
"scenario3","cluster_02.json",118.16,0.02,"[0, 1, 2]"
"scenario3","cluster_03.json",436.27,0.13,"[0, 8, 9] | [0, 6, 10] | [0, 4, 12] | [0, 2, 7] | [0, 1, 11] | [0, 3] | [0, 5]"
"scenario3","cluster_04.json",677.58,0.19,"[0, 12, 13] | [0, 10, 14] | [0, 7, 11] | [0, 6, 8] | [0, 4, 9] | [0, 3, 5] | [0, 1, 2]"
"scenario3","cluster_05.json",253.38,0.05,"[0, 3, 6] | [0, 2, 5] | [0, 1, 4]"
"scenario3","cluster_06.json",1725.30,0.69,"[0, 16, 24] | [0, 15, 19] | [0, 14, 20] | [0, 13, 17] | [0, 8, 10] | [0, 7, 9] | [0, 6, 21] | [0, 5, 18] | [0, 4, 12] | [0, 3, 22] | [0, 2, 23] | [0, 1] | [0, 11]"
"scenario3","cluster_07.json",528.90,0.29,"[0, 7, 9] | [0, 4, 10] | [0, 3, 8] | [0, 2, 6] | [0, 1, 5]"
"scenario3","cluster_08.json",1138.25,0.53,"[0, 10, 17] | [0, 9, 18] | [0, 8, 16] | [0, 7, 14] | [0, 5, 11] | [0, 4, 13] | [0, 3, 15] | [0, 2, 12] | [0, 1, 6]"
"scenario3","cluster_09.json",237.05,0.08,"[0, 3, 4] | [0, 1, 2]"
"scenario3","cluster_10.json",322.62,0.18,"[0, 3, 5] | [0, 2, 6] | [0, 1, 7] | [0, 4] | [0, 8]"
