scenario,test_name,total_distance,runtime_ms,tours
"scenario3","depot_5_route_1",27.202941,4.440570,"[4, 12]"
"scenario3","depot_4_route_2",23.409400,4.440570,"[3, 17]"
"scenario3","depot_10_route_3",33.286634,4.440570,"[9, 39]"
"scenario3","depot_10_route_4",11.661904,4.440570,"[9, 41]"
"scenario3","depot_3_route_5",24.166092,4.440570,"[2, 52]"
"scenario3","depot_1_route_6",40.447497,4.440570,"[0, 86]"
"scenario3","depot_8_route_7",84.894489,4.440570,"[7, 10, 70]"
"scenario3","depot_3_route_8",217.820288,4.440570,"[2, 11, 75]"
"scenario3","depot_2_route_9",176.484038,4.440570,"[1, 13, 74]"
"scenario3","depot_2_route_10",130.692722,4.440570,"[1, 14, 85]"
"scenario3","depot_10_route_11",33.285350,4.440570,"[9, 15, 23]"
"scenario3","depot_2_route_12",62.396971,4.440570,"[1, 16, 37]"
"scenario3","depot_2_route_13",152.762584,4.440570,"[1, 18, 44]"
"scenario3","depot_1_route_14",198.053293,4.440570,"[0, 19, 56]"
"scenario3","depot_2_route_15",185.352822,4.440570,"[1, 20, 58]"
"scenario3","depot_8_route_16",58.461906,4.440570,"[7, 21, 25]"
"scenario3","depot_10_route_17",60.381401,4.440570,"[9, 22, 105]"
"scenario3","depot_10_route_18",120.966249,4.440570,"[9, 24, 63]"
"scenario3","depot_10_route_19",86.416028,4.440570,"[9, 26, 47]"
"scenario3","depot_3_route_20",91.396840,4.440570,"[2, 27, 68]"
"scenario3","depot_7_route_21",112.196422,4.440570,"[6, 28, 35]"
"scenario3","depot_5_route_22",86.000721,4.440570,"[4, 29, 76]"
"scenario3","depot_8_route_23",86.246249,4.440570,"[7, 30, 108]"
"scenario3","depot_2_route_24",99.208355,4.440570,"[1, 31, 83]"
"scenario3","depot_8_route_25",150.100859,4.440570,"[7, 32, 95]"
"scenario3","depot_1_route_26",108.662416,4.440570,"[0, 33, 106]"
"scenario3","depot_2_route_27",161.104143,4.440570,"[1, 34, 51]"
"scenario3","depot_10_route_28",75.509547,4.440570,"[9, 36, 49]"
"scenario3","depot_7_route_29",194.155068,4.440570,"[6, 38, 66]"
"scenario3","depot_8_route_30",135.099352,4.440570,"[7, 40, 65]"
"scenario3","depot_2_route_31",49.760436,4.440570,"[1, 42, 82]"
"scenario3","depot_3_route_32",161.329230,4.440570,"[2, 43, 89]"
"scenario3","depot_1_route_33",99.490763,4.440570,"[0, 45, 73]"
"scenario3","depot_7_route_34",57.084641,4.440570,"[6, 46, 90]"
"scenario3","depot_8_route_35",59.583038,4.440570,"[7, 48, 62]"
"scenario3","depot_7_route_36",39.229535,4.440570,"[6, 50, 107]"
"scenario3","depot_1_route_37",87.434618,4.440570,"[0, 53, 104]"
"scenario3","depot_4_route_38",77.969793,4.440570,"[3, 54, 87]"
"scenario3","depot_4_route_39",50.179503,4.440570,"[3, 55, 72]"
"scenario3","depot_10_route_40",59.761623,4.440570,"[9, 57, 59]"
"scenario3","depot_10_route_41",115.814252,4.440570,"[9, 60, 69]"
"scenario3","depot_1_route_42",204.694417,4.440570,"[0, 61, 67]"
"scenario3","depot_8_route_43",57.602094,4.440570,"[7, 64, 100]"
"scenario3","depot_8_route_44",103.557682,4.440570,"[7, 71, 97]"
"scenario3","depot_6_route_45",28.542218,4.440570,"[5, 77, 99]"
"scenario3","depot_8_route_46",110.751972,4.440570,"[7, 78, 94]"
"scenario3","depot_9_route_47",116.354682,4.440570,"[8, 79, 80]"
"scenario3","depot_8_route_48",213.877618,4.440570,"[7, 81, 88]"
"scenario3","depot_10_route_49",63.612951,4.440570,"[9, 84, 102]"
"scenario3","depot_5_route_50",74.471528,4.440570,"[4, 91, 96]"
"scenario3","depot_6_route_51",54.952975,4.440570,"[5, 92, 103]"
"scenario3","depot_2_route_52",64.030211,4.440570,"[1, 93, 98]"
"scenario3","depot_7_route_53",71.791466,4.440570,"[6, 101, 109]"
