scenario,test_name,total_distance,runtime_ms,tours
"scenario3","depot_9_route_1",65.969690,4.191765,"[8, 12]"
"scenario3","depot_9_route_2",17.204651,4.191765,"[8, 23]"
"scenario3","depot_10_route_3",43.174066,4.191765,"[9, 42]"
"scenario3","depot_2_route_4",18.110770,4.191765,"[1, 45]"
"scenario3","depot_7_route_5",90.199778,4.191765,"[6, 52]"
"scenario3","depot_8_route_6",52.153619,4.191765,"[7, 68]"
"scenario3","depot_5_route_7",16.492423,4.191765,"[4, 70]"
"scenario3","depot_7_route_8",6.324555,4.191765,"[6, 102]"
"scenario3","depot_8_route_9",157.831759,4.191765,"[7, 10, 25]"
"scenario3","depot_8_route_10",78.355822,4.191765,"[7, 11, 78]"
"scenario3","depot_7_route_11",57.786500,4.191765,"[6, 13, 64]"
"scenario3","depot_10_route_12",52.657486,4.191765,"[9, 14, 33]"
"scenario3","depot_5_route_13",164.144728,4.191765,"[4, 15, 80]"
"scenario3","depot_5_route_14",104.344724,4.191765,"[4, 16, 58]"
"scenario3","depot_6_route_15",55.019540,4.191765,"[5, 17, 66]"
"scenario3","depot_1_route_16",63.212025,4.191765,"[0, 18, 21]"
"scenario3","depot_6_route_17",57.083499,4.191765,"[5, 19, 72]"
"scenario3","depot_1_route_18",54.578494,4.191765,"[0, 20, 71]"
"scenario3","depot_10_route_19",46.132332,4.191765,"[9, 22, 97]"
"scenario3","depot_6_route_20",122.470737,4.191765,"[5, 24, 28]"
"scenario3","depot_5_route_21",48.883092,4.191765,"[4, 26, 84]"
"scenario3","depot_3_route_22",165.880369,4.191765,"[2, 27, 87]"
"scenario3","depot_4_route_23",82.099853,4.191765,"[3, 29, 61]"
"scenario3","depot_2_route_24",76.356752,4.191765,"[1, 30, 54]"
"scenario3","depot_3_route_25",172.942338,4.191765,"[2, 31, 85]"
"scenario3","depot_8_route_26",123.663455,4.191765,"[7, 32, 92]"
"scenario3","depot_4_route_27",107.513599,4.191765,"[3, 34, 91]"
"scenario3","depot_1_route_28",86.307878,4.191765,"[0, 35, 50]"
"scenario3","depot_5_route_29",94.937814,4.191765,"[4, 36, 41]"
"scenario3","depot_2_route_30",119.767068,4.191765,"[1, 37, 105]"
"scenario3","depot_3_route_31",164.036100,4.191765,"[2, 38, 93]"
"scenario3","depot_7_route_32",126.303449,4.191765,"[6, 39, 56]"
"scenario3","depot_4_route_33",48.705821,4.191765,"[3, 40, 43]"
"scenario3","depot_1_route_34",49.099736,4.191765,"[0, 44, 77]"
"scenario3","depot_8_route_35",164.086796,4.191765,"[7, 46, 47]"
"scenario3","depot_5_route_36",28.480658,4.191765,"[4, 48, 75]"
"scenario3","depot_1_route_37",124.793010,4.191765,"[0, 49, 108]"
"scenario3","depot_3_route_38",58.003942,4.191765,"[2, 51, 63]"
"scenario3","depot_7_route_39",140.322331,4.191765,"[6, 53, 89]"
"scenario3","depot_3_route_40",64.218589,4.191765,"[2, 55, 83]"
"scenario3","depot_3_route_41",77.159542,4.191765,"[2, 57, 82]"
"scenario3","depot_1_route_42",81.552206,4.191765,"[0, 59, 60]"
"scenario3","depot_3_route_43",152.755491,4.191765,"[2, 62, 76]"
"scenario3","depot_3_route_44",133.835577,4.191765,"[2, 65, 95]"
"scenario3","depot_7_route_45",55.516119,4.191765,"[6, 67, 81]"
"scenario3","depot_5_route_46",45.636114,4.191765,"[4, 69, 98]"
"scenario3","depot_3_route_47",167.833436,4.191765,"[2, 73, 79]"
"scenario3","depot_9_route_48",132.733212,4.191765,"[8, 74, 107]"
"scenario3","depot_1_route_49",84.194565,4.191765,"[0, 86, 88]"
"scenario3","depot_10_route_50",90.383871,4.191765,"[9, 90, 99]"
"scenario3","depot_9_route_51",82.085428,4.191765,"[8, 94, 109]"
"scenario3","depot_10_route_52",127.148729,4.191765,"[9, 96, 104]"
"scenario3","depot_2_route_53",102.380898,4.191765,"[1, 100, 103]"
"scenario3","depot_2_route_54",54.304832,4.191765,"[1, 101, 106]"
