scenario,dataset,total_distance_sum,total_time_ms_sum
scenario1,dataset_001,4347.88,2.46
scenario1,dataset_002,4680.89,2.18
scenario1,dataset_003,6226.05,2.29
scenario1,dataset_004,4771.72,2.89
scenario1,dataset_005,4957.30,3.02
scenario1,dataset_006,5381.03,2.94
scenario1,dataset_007,4484.60,2.44
scenario1,dataset_008,4684.14,2.90
scenario1,dataset_009,5070.08,3.26
scenario1,dataset_010,5214.76,2.02
scenario1,dataset_011,6034.56,5.95
scenario1,dataset_012,4610.25,4.46
scenario1,dataset_013,5657.54,3.89
scenario1,dataset_014,4716.60,5.70
scenario1,dataset_015,5412.67,6.80
scenario1,dataset_016,5697.38,4.05
scenario1,dataset_017,5483.57,4.72
scenario1,dataset_018,5112.31,5.62
scenario1,dataset_019,5967.67,6.31
scenario1,dataset_020,4606.60,5.36
scenario1,dataset_021,5525.87,6.17
scenario1,dataset_022,5088.28,6.61
scenario1,dataset_023,4883.18,5.30
scenario1,dataset_024,5012.25,5.50
scenario1,dataset_025,4717.16,5.46
scenario1,dataset_026,5374.25,5.27
scenario1,dataset_027,5859.27,7.19
scenario1,dataset_028,4447.63,5.69
scenario1,dataset_029,5932.45,7.03
scenario1,dataset_030,4756.07,2.91
scenario1,dataset_031,5141.24,4.77
scenario1,dataset_032,5174.40,7.59
scenario1,dataset_033,4909.03,4.87
scenario1,dataset_034,4790.51,3.53
scenario1,dataset_035,5316.88,5.02
scenario1,dataset_036,4514.04,5.07
scenario1,dataset_037,6126.83,5.27
scenario1,dataset_038,6041.07,5.59
scenario1,dataset_039,5077.60,2.72
scenario1,dataset_040,5102.48,2.25
scenario1,dataset_041,6110.74,6.13
scenario1,dataset_042,4847.92,4.69
scenario1,dataset_043,5423.37,5.77
scenario1,dataset_044,5443.37,1.63
scenario1,dataset_045,5039.72,3.33
scenario1,dataset_046,4701.86,1.93
scenario1,dataset_047,4933.24,1.97
scenario1,dataset_048,5475.29,1.79
scenario1,dataset_049,4428.01,2.46
scenario1,dataset_050,4967.43,2.23
scenario1,dataset_051,4938.10,3.22
scenario1,dataset_052,4716.85,2.25
scenario1,dataset_053,5925.41,4.29
scenario1,dataset_054,5081.05,3.00
scenario1,dataset_055,6423.69,6.86
scenario1,dataset_056,5252.47,3.98
scenario1,dataset_057,6028.18,4.77
scenario1,dataset_058,6439.97,4.16
scenario1,dataset_059,6337.04,3.91
scenario1,dataset_060,6294.56,4.06
scenario1,dataset_061,4844.70,1.71
scenario1,dataset_062,5192.48,7.45
scenario1,dataset_063,4766.12,5.55
scenario1,dataset_064,4489.40,5.14
scenario1,dataset_065,4874.43,6.76
scenario1,dataset_066,5256.05,2.87
scenario1,dataset_067,4556.17,2.77
scenario1,dataset_068,4519.20,2.67
scenario1,dataset_069,5306.96,1.86
scenario1,dataset_070,5158.68,4.01
scenario1,dataset_071,4685.83,3.54
scenario1,dataset_072,5334.85,1.60
scenario1,dataset_073,6136.69,6.73
scenario1,dataset_074,5324.76,4.24
scenario1,dataset_075,4699.94,4.02
scenario1,dataset_076,5954.81,6.38
scenario1,dataset_077,4818.86,5.25
scenario1,dataset_078,5384.09,3.22
scenario1,dataset_079,5682.90,5.02
scenario1,dataset_080,4517.14,4.72
scenario1,dataset_081,4735.53,5.40
scenario1,dataset_082,5104.00,5.98
scenario1,dataset_083,5630.70,4.36
scenario1,dataset_084,4778.66,4.56
scenario1,dataset_085,5260.07,4.46
scenario1,dataset_086,5046.33,3.16
scenario1,dataset_087,6032.72,8.13
scenario1,dataset_088,5017.72,5.16
scenario1,dataset_089,4767.33,4.63
scenario1,dataset_090,5654.14,4.60
scenario1,dataset_091,5255.52,5.77
scenario1,dataset_092,5034.43,3.47
scenario1,dataset_093,5153.33,5.10
scenario1,dataset_094,5506.29,6.98
scenario1,dataset_095,4946.74,5.23
scenario1,dataset_096,5700.74,5.63
scenario1,dataset_097,5455.79,4.03
scenario1,dataset_098,5282.03,5.52
scenario1,dataset_099,6627.52,6.55
scenario1,dataset_100,5088.82,4.89
