scenario,dataset,total_distance_sum,total_time_ms_sum
scenario2,dataset_001,3346.24,4.82
scenario2,dataset_002,3363.50,4.75
scenario2,dataset_003,4119.53,6.23
scenario2,dataset_004,3435.69,4.77
scenario2,dataset_005,3397.89,10.43
scenario2,dataset_006,3692.78,9.00
scenario2,dataset_007,3278.46,6.45
scenario2,dataset_008,3338.28,8.47
scenario2,dataset_009,3539.50,8.12
scenario2,dataset_010,3695.88,9.21
scenario2,dataset_011,3957.87,11.49
scenario2,dataset_012,3254.05,4.14
scenario2,dataset_013,3886.15,8.79
scenario2,dataset_014,3304.71,5.99
scenario2,dataset_015,3649.50,7.70
scenario2,dataset_016,3823.72,3.33
scenario2,dataset_017,3647.42,4.93
scenario2,dataset_018,3533.08,5.74
scenario2,dataset_019,4088.55,7.71
scenario2,dataset_020,3289.41,3.44
scenario2,dataset_021,3816.31,7.97
scenario2,dataset_022,3570.83,6.73
scenario2,dataset_023,3510.10,3.45
scenario2,dataset_024,3438.44,8.18
scenario2,dataset_025,3385.20,6.26
scenario2,dataset_026,3717.02,6.26
scenario2,dataset_027,3970.23,6.79
scenario2,dataset_028,3248.04,6.98
scenario2,dataset_029,3969.27,8.51
scenario2,dataset_030,3534.51,5.65
scenario2,dataset_031,3747.39,7.94
scenario2,dataset_032,3674.73,5.29
scenario2,dataset_033,3469.53,4.82
scenario2,dataset_034,3658.26,3.36
scenario2,dataset_035,3609.77,5.59
scenario2,dataset_036,3240.18,5.21
scenario2,dataset_037,4187.89,6.41
scenario2,dataset_038,3960.81,3.58
scenario2,dataset_039,3759.18,6.10
scenario2,dataset_040,3596.25,5.19
scenario2,dataset_041,4149.46,5.29
scenario2,dataset_042,3433.04,3.12
scenario2,dataset_043,3930.56,6.95
scenario2,dataset_044,3703.92,5.07
scenario2,dataset_045,3484.12,3.93
scenario2,dataset_046,3335.31,5.97
scenario2,dataset_047,3643.79,6.54
scenario2,dataset_048,3891.23,5.16
scenario2,dataset_049,3305.38,3.24
scenario2,dataset_050,3466.29,6.59
scenario2,dataset_051,3509.70,5.98
scenario2,dataset_052,3312.79,5.34
scenario2,dataset_053,4190.86,9.60
scenario2,dataset_054,3592.17,6.06
scenario2,dataset_055,4335.99,7.20
scenario2,dataset_056,3778.04,3.51
scenario2,dataset_057,4083.88,7.49
scenario2,dataset_058,4359.71,7.45
scenario2,dataset_059,4223.07,5.82
scenario2,dataset_060,4352.61,3.39
scenario2,dataset_061,3460.61,5.59
scenario2,dataset_062,3959.47,3.90
scenario2,dataset_063,3427.31,3.12
scenario2,dataset_064,3217.00,6.57
scenario2,dataset_065,3393.19,5.29
scenario2,dataset_066,3787.12,3.24
scenario2,dataset_067,3291.62,11.86
scenario2,dataset_068,3282.27,8.09
scenario2,dataset_069,3625.82,7.27
scenario2,dataset_070,3739.88,10.44
scenario2,dataset_071,3354.98,6.86
scenario2,dataset_072,3780.83,6.06
scenario2,dataset_073,4002.70,4.21
scenario2,dataset_074,3678.95,3.83
scenario2,dataset_075,3410.64,6.93
scenario2,dataset_076,3971.42,7.35
scenario2,dataset_077,3441.94,7.05
scenario2,dataset_078,3765.57,3.01
scenario2,dataset_079,3915.41,4.58
scenario2,dataset_080,3352.45,5.72
scenario2,dataset_081,3356.67,6.10
scenario2,dataset_082,3598.73,3.73
scenario2,dataset_083,4058.90,8.78
scenario2,dataset_084,3475.24,6.01
scenario2,dataset_085,3509.15,3.39
scenario2,dataset_086,3484.10,3.04
scenario2,dataset_087,4269.34,7.81
scenario2,dataset_088,3716.10,5.30
scenario2,dataset_089,3556.67,4.65
scenario2,dataset_090,3892.19,6.56
scenario2,dataset_091,3555.41,7.53
scenario2,dataset_092,3556.37,6.07
scenario2,dataset_093,3442.95,3.32
scenario2,dataset_094,3669.70,8.57
scenario2,dataset_095,3660.33,5.67
scenario2,dataset_096,3754.62,6.25
scenario2,dataset_097,3800.19,3.31
scenario2,dataset_098,3689.39,6.67
scenario2,dataset_099,4304.82,7.53
scenario2,dataset_100,3386.81,3.37
