scenario,dataset,total_distance_sum,total_time_ms_sum
scenario2,dataset_001,3002.18,14.95
scenario2,dataset_002,3272.87,16.15
scenario2,dataset_003,3944.15,11.71
scenario2,dataset_004,3247.50,13.88
scenario2,dataset_005,3398.42,11.74
scenario2,dataset_006,3643.58,13.08
scenario2,dataset_007,3213.96,12.95
scenario2,dataset_008,3202.58,12.57
scenario2,dataset_009,3467.22,13.66
scenario2,dataset_010,3494.79,11.65
scenario2,dataset_011,3896.00,11.56
scenario2,dataset_012,3167.96,13.04
scenario2,dataset_013,3758.68,12.38
scenario2,dataset_014,3207.45,12.67
scenario2,dataset_015,3593.63,14.17
scenario2,dataset_016,3711.51,14.41
scenario2,dataset_017,3708.57,13.60
scenario2,dataset_018,3439.00,12.44
scenario2,dataset_019,3805.11,12.99
scenario2,dataset_020,3122.55,13.04
scenario2,dataset_021,3670.33,13.42
scenario2,dataset_022,3383.54,12.21
scenario2,dataset_023,3326.15,12.67
scenario2,dataset_024,3491.87,13.78
scenario2,dataset_025,3174.44,12.71
scenario2,dataset_026,3557.92,13.92
scenario2,dataset_027,3625.65,12.33
scenario2,dataset_028,3065.47,12.59
scenario2,dataset_029,3833.84,14.83
scenario2,dataset_030,3408.26,14.71
scenario2,dataset_031,3361.86,12.92
scenario2,dataset_032,3570.00,11.36
scenario2,dataset_033,3400.85,13.91
scenario2,dataset_034,3245.29,12.31
scenario2,dataset_035,3456.71,13.04
scenario2,dataset_036,3041.70,11.00
scenario2,dataset_037,3855.07,12.83
scenario2,dataset_038,3896.88,12.39
scenario2,dataset_039,3417.19,12.15
scenario2,dataset_040,3390.35,12.34
scenario2,dataset_041,3906.26,12.29
scenario2,dataset_042,3290.17,12.35
scenario2,dataset_043,3513.02,11.66
scenario2,dataset_044,3676.76,13.14
scenario2,dataset_045,3413.60,13.45
scenario2,dataset_046,3196.33,12.42
scenario2,dataset_047,3330.59,14.16
scenario2,dataset_048,3652.34,13.13
scenario2,dataset_049,2993.61,11.55
scenario2,dataset_050,3309.51,13.90
scenario2,dataset_051,3363.39,13.35
scenario2,dataset_052,3292.62,11.64
scenario2,dataset_053,3876.02,13.08
scenario2,dataset_054,3474.39,12.68
scenario2,dataset_055,3980.25,12.29
scenario2,dataset_056,3609.68,12.90
scenario2,dataset_057,3740.21,12.82
scenario2,dataset_058,3955.90,13.76
scenario2,dataset_059,4117.30,13.16
scenario2,dataset_060,4085.22,11.97
scenario2,dataset_061,3277.07,14.30
scenario2,dataset_062,3474.43,14.48
scenario2,dataset_063,3151.21,12.31
scenario2,dataset_064,3029.64,11.86
scenario2,dataset_065,3422.53,13.67
scenario2,dataset_066,3551.12,12.29
scenario2,dataset_067,3218.56,11.95
scenario2,dataset_068,3229.64,12.69
scenario2,dataset_069,3513.17,12.16
scenario2,dataset_070,3391.64,14.39
scenario2,dataset_071,3268.98,13.15
scenario2,dataset_072,3610.88,12.33
scenario2,dataset_073,3857.25,13.83
scenario2,dataset_074,3613.98,14.18
scenario2,dataset_075,3235.53,12.89
scenario2,dataset_076,3875.90,13.87
scenario2,dataset_077,3337.72,12.21
scenario2,dataset_078,3589.02,13.67
scenario2,dataset_079,3671.56,11.85
scenario2,dataset_080,3237.08,14.99
scenario2,dataset_081,3171.02,14.48
scenario2,dataset_082,3283.72,12.09
scenario2,dataset_083,3750.54,13.37
scenario2,dataset_084,3261.57,13.53
scenario2,dataset_085,3535.49,14.10
scenario2,dataset_086,3398.73,13.40
scenario2,dataset_087,3843.84,14.53
scenario2,dataset_088,3358.72,12.34
scenario2,dataset_089,3345.11,12.84
scenario2,dataset_090,3659.89,11.31
scenario2,dataset_091,3363.82,11.97
scenario2,dataset_092,3314.80,10.95
scenario2,dataset_093,3266.09,13.20
scenario2,dataset_094,3546.50,12.03
scenario2,dataset_095,3378.56,12.71
scenario2,dataset_096,3778.71,13.56
scenario2,dataset_097,3531.74,12.95
scenario2,dataset_098,3528.82,13.67
scenario2,dataset_099,4152.55,13.99
scenario2,dataset_100,3399.36,15.11
