scenario,dataset,total_distance_sum,total_time_ms_sum
scenario3,dataset_001,4347.88,4.73
scenario3,dataset_002,4680.89,8.98
scenario3,dataset_003,6226.05,9.05
scenario3,dataset_004,4771.72,7.55
scenario3,dataset_005,4957.30,7.89
scenario3,dataset_006,5381.03,8.80
scenario3,dataset_007,4484.60,8.14
scenario3,dataset_008,4684.14,4.66
scenario3,dataset_009,5070.08,3.60
scenario3,dataset_010,5214.76,3.00
scenario3,dataset_011,6034.56,3.35
scenario3,dataset_012,4610.25,2.86
scenario3,dataset_013,5657.54,3.21
scenario3,dataset_014,4716.60,2.31
scenario3,dataset_015,5412.67,4.22
scenario3,dataset_016,5697.38,3.81
scenario3,dataset_017,5483.57,3.38
scenario3,dataset_018,5112.31,2.91
scenario3,dataset_019,5967.67,4.59
scenario3,dataset_020,4606.60,4.19
scenario3,dataset_021,5525.87,2.80
scenario3,dataset_022,5088.28,5.09
scenario3,dataset_023,4883.18,4.32
scenario3,dataset_024,5012.25,2.41
scenario3,dataset_025,4717.16,2.29
scenario3,dataset_026,5374.25,6.73
scenario3,dataset_027,5859.27,6.00
scenario3,dataset_028,4447.63,7.22
scenario3,dataset_029,5932.45,6.92
scenario3,dataset_030,4756.07,4.46
scenario3,dataset_031,5141.24,5.96
scenario3,dataset_032,5174.40,7.68
scenario3,dataset_033,4909.03,5.09
scenario3,dataset_034,4790.51,5.04
scenario3,dataset_035,5316.88,5.44
scenario3,dataset_036,4514.04,4.83
scenario3,dataset_037,6126.83,6.46
scenario3,dataset_038,6041.07,5.00
scenario3,dataset_039,5077.60,2.45
scenario3,dataset_040,5102.48,5.91
scenario3,dataset_041,6110.74,4.13
scenario3,dataset_042,4847.92,2.38
scenario3,dataset_043,5423.37,8.71
scenario3,dataset_044,5443.37,6.08
scenario3,dataset_045,5039.72,6.27
scenario3,dataset_046,4701.86,4.44
scenario3,dataset_047,4933.24,2.74
scenario3,dataset_048,5475.29,7.06
scenario3,dataset_049,4428.01,6.59
scenario3,dataset_050,4967.43,4.56
scenario3,dataset_051,4938.10,7.15
scenario3,dataset_052,4716.85,4.89
scenario3,dataset_053,5925.41,6.27
scenario3,dataset_054,5081.05,3.81
scenario3,dataset_055,6423.69,5.52
scenario3,dataset_056,5252.47,5.35
scenario3,dataset_057,6028.18,5.63
scenario3,dataset_058,6439.97,5.48
scenario3,dataset_059,6337.04,5.41
scenario3,dataset_060,6294.56,6.77
scenario3,dataset_061,4844.70,4.78
scenario3,dataset_062,5192.48,8.48
scenario3,dataset_063,4766.12,4.61
scenario3,dataset_064,4489.40,4.72
scenario3,dataset_065,4874.43,4.94
scenario3,dataset_066,5256.05,7.30
scenario3,dataset_067,4556.17,6.54
scenario3,dataset_068,4519.20,4.19
scenario3,dataset_069,5306.96,5.40
scenario3,dataset_070,5158.68,5.72
scenario3,dataset_071,4685.83,4.72
scenario3,dataset_072,5334.85,3.56
scenario3,dataset_073,6136.69,5.04
scenario3,dataset_074,5324.76,4.04
scenario3,dataset_075,4699.94,3.89
scenario3,dataset_076,5954.81,3.53
scenario3,dataset_077,4818.86,2.89
scenario3,dataset_078,5384.09,3.37
scenario3,dataset_079,5682.90,5.40
scenario3,dataset_080,4517.14,3.72
scenario3,dataset_081,4735.53,3.93
scenario3,dataset_082,5104.00,3.17
scenario3,dataset_083,5630.70,3.27
scenario3,dataset_084,4778.66,9.33
scenario3,dataset_085,5260.07,7.57
scenario3,dataset_086,5046.33,4.90
scenario3,dataset_087,6032.72,3.00
scenario3,dataset_088,5017.72,6.93
scenario3,dataset_089,4767.33,4.56
scenario3,dataset_090,5654.14,4.62
scenario3,dataset_091,5255.52,2.64
scenario3,dataset_092,5034.43,8.28
scenario3,dataset_093,5153.33,7.03
scenario3,dataset_094,5506.29,6.69
scenario3,dataset_095,4946.74,6.52
scenario3,dataset_096,5700.74,6.02
scenario3,dataset_097,5455.79,4.49
scenario3,dataset_098,5282.03,2.45
scenario3,dataset_099,6627.52,10.63
scenario3,dataset_100,5088.82,7.26
