scenario,test_name,total_distance,runtime_ms,tours
"scenario3","depot_8_route_1",12.806248,0.483517,"[7, 48]"
"scenario3","depot_5_route_2",15.231546,0.483517,"[4, 94]"
"scenario3","depot_7_route_3",18.973666,0.483517,"[6, 102]"
"scenario3","depot_6_route_4",38.647954,0.483517,"[5, 71, 88]"
"scenario3","depot_4_route_5",41.949115,0.483517,"[3, 32, 56]"
"scenario3","depot_7_route_6",21.540659,0.483517,"[6, 75]"
"scenario3","depot_10_route_7",45.133209,0.483517,"[9, 28, 45]"
"scenario3","depot_3_route_8",51.049802,0.483517,"[2, 78, 82]"
"scenario3","depot_3_route_9",25.612497,0.483517,"[2, 99]"
"scenario3","depot_3_route_10",52.301467,0.483517,"[2, 59, 84]"
"scenario3","depot_10_route_11",27.202941,0.483517,"[9, 40]"
"scenario3","depot_4_route_12",58.211388,0.483517,"[3, 22, 58]"
"scenario3","depot_10_route_13",33.105891,0.483517,"[9, 35]"
"scenario3","depot_5_route_14",33.526109,0.483517,"[4, 33]"
"scenario3","depot_6_route_15",67.525859,0.483517,"[5, 16, 53]"
"scenario3","depot_6_route_16",34.000000,0.483517,"[5, 12]"
"scenario3","depot_8_route_17",71.325471,0.483517,"[7, 62, 104]"
"scenario3","depot_3_route_18",73.048476,0.483517,"[2, 13, 19]"
"scenario3","depot_6_route_19",36.769553,0.483517,"[5, 109]"
"scenario3","depot_5_route_20",76.260515,0.483517,"[4, 18, 24]"
"scenario3","depot_10_route_21",76.630213,0.483517,"[9, 43, 105]"
"scenario3","depot_6_route_22",38.626416,0.483517,"[5, 47]"
"scenario3","depot_3_route_23",78.078866,0.483517,"[2, 25, 42]"
"scenario3","depot_1_route_24",43.174066,0.483517,"[0, 91]"
"scenario3","depot_10_route_25",88.866805,0.483517,"[9, 68, 85]"
"scenario3","depot_4_route_26",92.788100,0.483517,"[3, 61, 90]"
"scenario3","depot_4_route_27",48.373546,0.483517,"[3, 57]"
"scenario3","depot_8_route_28",101.904164,0.483517,"[7, 23, 46]"
"scenario3","depot_5_route_29",104.489777,0.483517,"[4, 44, 77]"
"scenario3","depot_7_route_30",108.531080,0.483517,"[6, 60, 103]"
"scenario3","depot_3_route_31",54.405882,0.483517,"[2, 55]"
"scenario3","depot_5_route_32",109.338676,0.483517,"[4, 14, 87]"
"scenario3","depot_4_route_33",110.115354,0.483517,"[3, 29, 83]"
"scenario3","depot_6_route_34",111.619427,0.483517,"[5, 37, 66]"
"scenario3","depot_8_route_35",111.658313,0.483517,"[7, 50, 100]"
"scenario3","depot_8_route_36",118.059533,0.483517,"[7, 30, 69]"
"scenario3","depot_1_route_37",119.522358,0.483517,"[0, 49, 101]"
"scenario3","depot_8_route_38",120.063718,0.483517,"[7, 15, 98]"
"scenario3","depot_4_route_39",120.368080,0.483517,"[3, 97, 108]"
"scenario3","depot_7_route_40",121.770551,0.483517,"[6, 27, 89]"
"scenario3","depot_1_route_41",136.231483,0.483517,"[0, 11, 76]"
"scenario3","depot_8_route_42",139.084711,0.483517,"[7, 31, 67]"
"scenario3","depot_4_route_43",69.656299,0.483517,"[3, 81]"
"scenario3","depot_6_route_44",142.354248,0.483517,"[5, 39, 51]"
"scenario3","depot_10_route_45",72.277244,0.483517,"[9, 17]"
"scenario3","depot_6_route_46",72.691127,0.483517,"[5, 86]"
"scenario3","depot_6_route_47",146.204821,0.483517,"[5, 34, 79]"
"scenario3","depot_8_route_48",147.560337,0.483517,"[7, 26, 93]"
"scenario3","depot_3_route_49",149.641103,0.483517,"[2, 64, 73]"
"scenario3","depot_8_route_50",156.854482,0.483517,"[7, 54, 106]"
"scenario3","depot_6_route_51",159.210492,0.483517,"[5, 21, 65]"
"scenario3","depot_7_route_52",164.951508,0.483517,"[6, 41, 70]"
"scenario3","depot_7_route_53",193.508351,0.483517,"[6, 95, 96]"
"scenario3","depot_6_route_54",194.442326,0.483517,"[5, 36, 72]"
"scenario3","depot_6_route_55",98.386991,0.483517,"[5, 74]"
"scenario3","depot_4_route_56",104.307238,0.483517,"[3, 107]"
"scenario3","depot_2_route_57",118.152444,0.483517,"[1, 20]"
"scenario3","depot_6_route_58",136.894120,0.483517,"[5, 10]"
"scenario3","depot_8_route_59",138.924440,0.483517,"[7, 38]"
"scenario3","depot_9_route_60",139.283883,0.483517,"[8, 92]"
"scenario3","depot_6_route_61",150.943698,0.483517,"[5, 63]"
"scenario3","depot_6_route_62",166.481230,0.483517,"[5, 52]"
"scenario3","depot_6_route_63",176.918060,0.483517,"[5, 80]"
