scenario,test_name,total_distance,runtime_ms,tours
"scenario3","depot_6_route_1",30.915324,0.515722,"[5, 10, 68]"
"scenario3","depot_3_route_2",32.472153,0.515722,"[2, 16, 24]"
"scenario3","depot_6_route_3",19.697716,0.515722,"[5, 21]"
"scenario3","depot_9_route_4",21.540659,0.515722,"[8, 30]"
"scenario3","depot_2_route_5",44.735960,0.515722,"[1, 29, 33]"
"scenario3","depot_10_route_6",22.803509,0.515722,"[9, 91]"
"scenario3","depot_5_route_7",49.104275,0.515722,"[4, 48, 56]"
"scenario3","depot_7_route_8",52.315229,0.515722,"[6, 27, 31]"
"scenario3","depot_8_route_9",53.027756,0.515722,"[7, 54, 61]"
"scenario3","depot_6_route_10",55.145338,0.515722,"[5, 42, 66]"
"scenario3","depot_6_route_11",56.888638,0.515722,"[5, 26, 55]"
"scenario3","depot_9_route_12",63.997393,0.515722,"[8, 90, 104]"
"scenario3","depot_2_route_13",65.285771,0.515722,"[1, 49, 64]"
"scenario3","depot_6_route_14",66.600634,0.515722,"[5, 75, 101]"
"scenario3","depot_2_route_15",66.627177,0.515722,"[1, 71, 99]"
"scenario3","depot_1_route_16",68.058397,0.515722,"[0, 50, 86]"
"scenario3","depot_3_route_17",72.588871,0.515722,"[2, 77, 98]"
"scenario3","depot_1_route_18",75.196831,0.515722,"[0, 59, 89]"
"scenario3","depot_1_route_19",75.568721,0.515722,"[0, 58, 82]"
"scenario3","depot_10_route_20",79.949002,0.515722,"[9, 41, 106]"
"scenario3","depot_8_route_21",82.026144,0.515722,"[7, 70, 96]"
"scenario3","depot_4_route_22",82.118020,0.515722,"[3, 14, 107]"
"scenario3","depot_6_route_23",82.138773,0.515722,"[5, 28, 53]"
"scenario3","depot_9_route_24",82.297667,0.515722,"[8, 69, 72]"
"scenario3","depot_5_route_25",41.182521,0.515722,"[4, 76]"
"scenario3","depot_4_route_26",41.231056,0.515722,"[3, 20]"
"scenario3","depot_3_route_27",42.047592,0.515722,"[2, 22]"
"scenario3","depot_6_route_28",44.045431,0.515722,"[5, 52]"
"scenario3","depot_7_route_29",44.181444,0.515722,"[6, 73]"
"scenario3","depot_5_route_30",93.222077,0.515722,"[4, 25, 57]"
"scenario3","depot_10_route_31",93.240513,0.515722,"[9, 51, 109]"
"scenario3","depot_8_route_32",98.212449,0.515722,"[7, 18, 79]"
"scenario3","depot_4_route_33",103.600688,0.515722,"[3, 93, 102]"
"scenario3","depot_1_route_34",104.132196,0.515722,"[0, 81, 103]"
"scenario3","depot_5_route_35",104.928061,0.515722,"[4, 38, 94]"
"scenario3","depot_9_route_36",53.740115,0.515722,"[8, 74]"
"scenario3","depot_10_route_37",107.611999,0.515722,"[9, 45, 84]"
"scenario3","depot_10_route_38",108.967209,0.515722,"[9, 11, 105]"
"scenario3","depot_9_route_39",110.198952,0.515722,"[8, 62, 63]"
"scenario3","depot_8_route_40",55.569776,0.515722,"[7, 88]"
"scenario3","depot_9_route_41",135.318652,0.515722,"[8, 23, 40]"
"scenario3","depot_9_route_42",68.410526,0.515722,"[8, 47]"
"scenario3","depot_1_route_43",150.612853,0.515722,"[0, 17, 44]"
"scenario3","depot_4_route_44",150.871451,0.515722,"[3, 13, 108]"
"scenario3","depot_1_route_45",168.819711,0.515722,"[0, 37, 65]"
"scenario3","depot_10_route_46",168.871226,0.515722,"[9, 46, 67]"
"scenario3","depot_4_route_47",170.908361,0.515722,"[3, 15, 34]"
"scenario3","depot_2_route_48",86.278618,0.515722,"[1, 32]"
"scenario3","depot_5_route_49",88.769364,0.515722,"[4, 43]"
"scenario3","depot_3_route_50",183.155609,0.515722,"[2, 35, 83]"
"scenario3","depot_1_route_51",183.737456,0.515722,"[0, 92, 97]"
"scenario3","depot_9_route_52",103.247276,0.515722,"[8, 36]"
"scenario3","depot_8_route_53",105.109467,0.515722,"[7, 39]"
"scenario3","depot_1_route_54",229.096288,0.515722,"[0, 87, 100]"
"scenario3","depot_3_route_55",246.653019,0.515722,"[2, 19, 85]"
"scenario3","depot_5_route_56",126.253713,0.515722,"[4, 95]"
"scenario3","depot_4_route_57",171.230838,0.515722,"[3, 60]"
"scenario3","depot_1_route_58",179.777640,0.515722,"[0, 80]"
"scenario3","depot_1_route_59",244.073759,0.515722,"[0, 12]"
"scenario3","depot_1_route_60",257.526698,0.515722,"[0, 78]"
