scenario,test_name,total_distance,runtime_ms,tours
"scenario3","depot_2_route_1",6.324555,0.821451,"[1, 44]"
"scenario3","depot_3_route_2",25.304541,0.821451,"[2, 21, 100]"
"scenario3","depot_2_route_3",14.142136,0.821451,"[1, 106]"
"scenario3","depot_5_route_4",18.110770,0.821451,"[4, 86]"
"scenario3","depot_5_route_5",18.973666,0.821451,"[4, 53]"
"scenario3","depot_9_route_6",38.796256,0.821451,"[8, 10, 27]"
"scenario3","depot_5_route_7",39.736689,0.821451,"[4, 76, 102]"
"scenario3","depot_1_route_8",22.000000,0.821451,"[0, 84]"
"scenario3","depot_1_route_9",47.603294,0.821451,"[0, 25, 90]"
"scenario3","depot_8_route_10",50.716604,0.821451,"[7, 37, 47]"
"scenario3","depot_7_route_11",26.000000,0.821451,"[6, 104]"
"scenario3","depot_3_route_12",56.499379,0.821451,"[2, 24, 96]"
"scenario3","depot_5_route_13",29.120440,0.821451,"[4, 74]"
"scenario3","depot_5_route_14",58.518153,0.821451,"[4, 49, 65]"
"scenario3","depot_2_route_15",30.528675,0.821451,"[1, 98]"
"scenario3","depot_4_route_16",62.036117,0.821451,"[3, 70, 71]"
"scenario3","depot_10_route_17",64.038674,0.821451,"[9, 30, 89]"
"scenario3","depot_9_route_18",67.027722,0.821451,"[8, 16, 75]"
"scenario3","depot_10_route_19",67.801362,0.821451,"[9, 13, 50]"
"scenario3","depot_8_route_20",34.928498,0.821451,"[7, 78]"
"scenario3","depot_4_route_21",36.496575,0.821451,"[3, 101]"
"scenario3","depot_8_route_22",73.790637,0.821451,"[7, 45, 99]"
"scenario3","depot_8_route_23",38.209946,0.821451,"[7, 109]"
"scenario3","depot_6_route_24",76.435069,0.821451,"[5, 42, 77]"
"scenario3","depot_10_route_25",40.199502,0.821451,"[9, 81]"
"scenario3","depot_9_route_26",82.292415,0.821451,"[8, 26, 29]"
"scenario3","depot_5_route_27",82.389519,0.821451,"[4, 73, 79]"
"scenario3","depot_6_route_28",83.525139,0.821451,"[5, 11, 83]"
"scenario3","depot_7_route_29",42.426407,0.821451,"[6, 28]"
"scenario3","depot_9_route_30",92.883414,0.821451,"[8, 40, 57]"
"scenario3","depot_3_route_31",93.311120,0.821451,"[2, 43, 94]"
"scenario3","depot_7_route_32",94.882426,0.821451,"[6, 60, 82]"
"scenario3","depot_8_route_33",106.214593,0.821451,"[7, 19, 92]"
"scenario3","depot_5_route_34",56.639209,0.821451,"[4, 32]"
"scenario3","depot_10_route_35",119.316858,0.821451,"[9, 55, 69]"
"scenario3","depot_1_route_36",121.909473,0.821451,"[0, 91, 108]"
"scenario3","depot_10_route_37",126.205976,0.821451,"[9, 14, 93]"
"scenario3","depot_9_route_38",128.177933,0.821451,"[8, 15, 59]"
"scenario3","depot_2_route_39",131.354560,0.821451,"[1, 17, 80]"
"scenario3","depot_3_route_40",132.445309,0.821451,"[2, 31, 41]"
"scenario3","depot_7_route_41",132.665245,0.821451,"[6, 18, 46]"
"scenario3","depot_10_route_42",137.934257,0.821451,"[9, 23, 85]"
"scenario3","depot_1_route_43",141.188986,0.821451,"[0, 103, 107]"
"scenario3","depot_7_route_44",149.037200,0.821451,"[6, 52, 54]"
"scenario3","depot_9_route_45",150.059994,0.821451,"[8, 12, 67]"
"scenario3","depot_10_route_46",76.026311,0.821451,"[9, 64]"
"scenario3","depot_3_route_47",152.495742,0.821451,"[2, 34, 51]"
"scenario3","depot_8_route_48",77.201036,0.821451,"[7, 56]"
"scenario3","depot_10_route_49",82.462113,0.821451,"[9, 38]"
"scenario3","depot_1_route_50",172.831665,0.821451,"[0, 35, 36]"
"scenario3","depot_9_route_51",178.087087,0.821451,"[8, 22, 66]"
"scenario3","depot_10_route_52",182.638492,0.821451,"[9, 33, 72]"
"scenario3","depot_10_route_53",95.603347,0.821451,"[9, 95]"
"scenario3","depot_5_route_54",199.670025,0.821451,"[4, 48, 87]"
"scenario3","depot_7_route_55",207.421205,0.821451,"[6, 68, 97]"
"scenario3","depot_10_route_56",213.977809,0.821451,"[9, 63, 105]"
"scenario3","depot_1_route_57",219.757061,0.821451,"[0, 62, 88]"
"scenario3","depot_7_route_58",259.777074,0.821451,"[6, 39, 58]"
"scenario3","depot_3_route_59",132.438665,0.821451,"[2, 61]"
"scenario3","depot_7_route_60",150.903943,0.821451,"[6, 20]"
